Year,value,Village
2003,89.944551,Adibearj
2004,42.09964600000001,Adibearj
2005,143.47416500000003,Adibearj
2006,171.420657,Adibearj
2007,100.95217000000001,Adibearj
2008,82.328101,Adibearj
2009,146.787392,Adibearj
2010,70.362698,Adibearj
2011,152.420159,Adibearj
2012,153.880931,Adibearj
2013,35.35611,Adibearj
2014,170.589188,Adibearj
2015,58.199861,Adibearj
2016,174.81572100000002,Adibearj
2017,218.328021,Adibearj
2018,161.455512,Adibearj
2019,198.606648,Adibearj
1983,38.716310778454734,AdiHa
1984,10.071177677777781,AdiHa
1985,65.7269238555556,AdiHa
1986,162.58891342647058,AdiHa
1987,82.1118383428572,AdiHa
1988,54.480940000000004,AdiHa
1989,34.39644,AdiHa
1990,18.43215,AdiHa
1991,31.846811,AdiHa
1992,4.6850510000000005,AdiHa
1993,58.002275238888885,AdiHa
1994,103.3632304,AdiHa
1995,52.987610897899195,AdiHa
1996,108.68154200000001,AdiHa
1997,76.0382675,AdiHa
1998,207.37457909999998,AdiHa
1999,117.07803390000001,AdiHa
2000,44.600535,AdiHa
2001,21.700750999999997,AdiHa
2002,10.757657,AdiHa
2003,33.30446,AdiHa
2004,22.084835,AdiHa
2005,51.945533,AdiHa
2006,42.7358156,AdiHa
2007,68.830478,AdiHa
2008,34.185067,AdiHa
2009,25.022,AdiHa
2010,40.641882,AdiHa
2011,80.570794,AdiHa
2012,90.35388599999999,AdiHa
2013,20.880524,AdiHa
2014,63.259179,AdiHa
2015,33.847661,AdiHa
2016,137.8901818,AdiHa
2017,145.8689205,AdiHa
2018,96.405853,AdiHa
2019,82.073177,AdiHa
1983,57.44637848349668,AdiKisandid
1984,24.4670328,AdiKisandid
1985,56.6150001,AdiKisandid
1986,144.76457065294122,AdiKisandid
1987,11.13137306777778,AdiKisandid
1988,218.598495091667,AdiKisandid
1989,80.093052,AdiKisandid
1990,77.47858500000001,AdiKisandid
1991,88.9291762,AdiKisandid
1992,50.379734,AdiKisandid
1993,89.30763900000001,AdiKisandid
1994,196.51220629722218,AdiKisandid
1995,272.5493173734967,AdiKisandid
1996,145.2445282,AdiKisandid
1997,179.768001,AdiKisandid
1998,111.8607948,AdiKisandid
1999,173.6199001,AdiKisandid
2000,78.07508000000001,AdiKisandid
2001,69.29520099999999,AdiKisandid
2002,22.933756,AdiKisandid
2003,29.508952200000003,AdiKisandid
2004,39.9179822,AdiKisandid
2005,86.83366,AdiKisandid
2006,45.0849069,AdiKisandid
2007,219.2728708,AdiKisandid
2008,46.536011,AdiKisandid
2009,96.66001539999999,AdiKisandid
2010,213.7836629,AdiKisandid
2011,109.5211505,AdiKisandid
2012,118.89701299999999,AdiKisandid
2013,191.5757928,AdiKisandid
2014,64.539637,AdiKisandid
2015,79.017032,AdiKisandid
2016,176.76165680000003,AdiKisandid
2017,69.1381285,AdiKisandid
2018,104.867847,AdiKisandid
2019,20.150552,AdiKisandid
1983,409.27124940000004,Adisalem
1984,197.9968398730158,Adisalem
1985,492.57688099999996,Adisalem
1986,235.0577884999998,Adisalem
1987,232.750025694444,Adisalem
1988,492.885874819444,Adisalem
1989,250.22932919444438,Adisalem
1990,309.6759261111111,Adisalem
1991,236.817066,Adisalem
1992,178.69207699999998,Adisalem
1993,181.39680023412703,Adisalem
