Year,value,Village
2010,250.508466,Abina
2011,153.76206899999997,Abina
2012,154.48138600000001,Abina
2013,140.864223,Abina
2014,180.845483,Abina
2015,166.25322,Abina
2016,112.030473,Abina
2017,182.504494,Abina
2018,197.229023,Abina
2019,167.53446,Abina
2020,161.42058112820538,Abina
1981,113.371733,AbrahaAtsbaha
1982,83.93912999999999,AbrahaAtsbaha
1983,79.69505200000002,AbrahaAtsbaha
1984,45.466657000000005,AbrahaAtsbaha
1985,101.91767999999999,AbrahaAtsbaha
1986,67.95779999999999,AbrahaAtsbaha
1987,84.17129,AbrahaAtsbaha
1988,120.31469,AbrahaAtsbaha
1989,45.543532,AbrahaAtsbaha
1990,35.830343,AbrahaAtsbaha
1991,33.719952,AbrahaAtsbaha
1992,207.986316,AbrahaAtsbaha
1993,108.166063,AbrahaAtsbaha
1994,153.859501,AbrahaAtsbaha
1995,132.546913,AbrahaAtsbaha
1996,170.81207,AbrahaAtsbaha
1997,68.661093,AbrahaAtsbaha
1998,346.03668,AbrahaAtsbaha
1999,207.10591,AbrahaAtsbaha
2000,197.71113,AbrahaAtsbaha
2001,212.40067,AbrahaAtsbaha
2002,157.48524999999998,AbrahaAtsbaha
2003,232.427896,AbrahaAtsbaha
2004,76.261803,AbrahaAtsbaha
2005,169.94459,AbrahaAtsbaha
2006,189.88447000000002,AbrahaAtsbaha
2007,179.08163,AbrahaAtsbaha
2008,87.74318,AbrahaAtsbaha
2009,186.792588,AbrahaAtsbaha
2010,294.07952,AbrahaAtsbaha
2011,104.85925,AbrahaAtsbaha
2012,93.623062,AbrahaAtsbaha
2013,107.06571,AbrahaAtsbaha
2014,168.95963,AbrahaAtsbaha
2015,138.28903000000003,AbrahaAtsbaha
2016,80.4622,AbrahaAtsbaha
2017,234.25997,AbrahaAtsbaha
2018,159.48506999999998,AbrahaAtsbaha
2019,77.33189,AbrahaAtsbaha
2020,137.3141267692307,AbrahaAtsbaha
1981,53.574250000000006,Abrekuy
1982,35.134414,Abrekuy
1983,30.086849,Abrekuy
1984,55.279489000000005,Abrekuy
1985,36.494329,Abrekuy
1986,39.125454999999995,Abrekuy
1987,37.342971,Abrekuy
1988,58.487716999999996,Abrekuy
1989,26.245668,Abrekuy
1990,35.636117,Abrekuy
1991,43.956593999999996,Abrekuy
1992,35.057449,Abrekuy
1993,50.707988,Abrekuy
1994,60.480007,Abrekuy
1995,26.303438999999997,Abrekuy
1996,26.303438999999997,Abrekuy
1997,66.73691,Abrekuy
1998,44.805304,Abrekuy
1999,26.303438999999997,Abrekuy
2000,34.869550000000004,Abrekuy
2001,30.595219,Abrekuy
2002,30.093445000000003,Abrekuy
2003,43.165485,Abrekuy
2004,29.513658,Abrekuy
2005,25.898286000000002,Abrekuy
2006,36.404410999999996,Abrekuy
2007,38.041969,Abrekuy
2008,31.249885,Abrekuy
2009,28.242085000000003,Abrekuy
2010,29.892065000000002,Abrekuy
2011,29.772815,Abrekuy
2012,26.301243999999997,Abrekuy
2013,48.937455,Abrekuy
2014,73.81605,Abrekuy
2015,58.861720000000005,Abrekuy
2016,31.687163999999996,Abrekuy
2017,33.759887,Abrekuy
