Year,value,Village
1996,30.5913407536835,Adiyikoro
1997,21.4673608136275,Adiyikoro
1998,25.052096010964302,Adiyikoro
1999,17.4689666717202,Adiyikoro
2000,3.9,Adiyikoro
2001,9.4,Adiyikoro
2002,1.3,Adiyikoro
2003,28.0,Adiyikoro
2004,2.2,Adiyikoro
2005,28.6,Adiyikoro
2006,19.9,Adiyikoro
2007,55.4,Adiyikoro
2008,41.0,Adiyikoro
2009,26.4,Adiyikoro
2010,46.7,Adiyikoro
2011,14.7,Adiyikoro
2012,31.6,Adiyikoro
2013,2.9,Adiyikoro
2014,16.0,Adiyikoro
1983,21.1785334011627,Adizata
1984,0.679936699475839,Adizata
1985,24.5813899831884,Adizata
1986,11.195602829145601,Adizata
1987,40.1988883861786,Adizata
1988,22.6078003707081,Adizata
1989,16.5966522680672,Adizata
1990,-6.32580818016186,Adizata
1991,23.6415614959583,Adizata
1992,43.9082233739154,Adizata
1993,8.967947060046859,Adizata
1994,21.3733895519898,Adizata
1995,18.4172151075886,Adizata
1996,30.5913407536835,Adizata
1997,21.4673608136275,Adizata
1998,25.052096010964302,Adizata
1999,17.4689666717202,Adizata
2000,3.9,Adizata
2001,9.4,Adizata
2002,1.3,Adizata
2003,28.0,Adizata
2004,2.2,Adizata
2005,28.6,Adizata
2006,19.9,Adizata
2007,55.4,Adizata
2008,41.0,Adizata
2009,26.4,Adizata
2010,46.7,Adizata
2011,14.7,Adizata
2012,31.6,Adizata
2013,2.9,Adizata
2014,16.0,Adizata
1983,40.3654704126575,Adreb
1984,-15.783646775331901,Adreb
1985,42.451390680391896,Adreb
1986,21.9126421114782,Adreb
1987,12.6853841054352,Adreb
1988,13.0884154975207,Adreb
1989,33.045386006700696,Adreb
1990,-1.66820536696285,Adreb
1991,25.839824840848998,Adreb
1992,16.895348824781102,Adreb
1993,16.3821942960262,Adreb
1994,7.463395595897701,Adreb
1995,38.4892180873996,Adreb
1996,27.2871876319135,Adreb
1997,10.6827945637245,Adreb
1998,31.3535763734015,Adreb
1999,27.817822023631802,Adreb
2000,3.2,Adreb
2001,7.1,Adreb
2002,1.8,Adreb
2003,23.1,Adreb
2004,2.2,Adreb
2005,27.0,Adreb
2006,20.8,Adreb
2007,46.4,Adreb
2008,32.9,Adreb
2009,24.2,Adreb
2010,41.6,Adreb
2011,13.6,Adreb
2012,27.7,Adreb
2013,2.3,Adreb
2014,18.0,Adreb
1983,31.0541681090513,AgazenMeda
1984,26.7217031101621,AgazenMeda
1985,78.3083984968987,AgazenMeda
1986,62.452765251765605,AgazenMeda
1987,130.132824043905,AgazenMeda
1988,52.2685873456655,AgazenMeda
1989,27.179062734697197,AgazenMeda
1990,40.3854804183531,AgazenMeda
1991,78.6750817048226,AgazenMeda
1992,39.0238930309672,AgazenMeda
1993,74.5377468205101,AgazenMeda
1994,32.0474005681817,AgazenMeda
1995,69.9102520058443,AgazenMeda
1996,116.663542749476,AgazenMeda
1997,71.85452039711241,AgazenMeda
1998,35.532476295497105,AgazenMeda
1999,54.1450069496791,AgazenMeda
2000,24.9,AgazenMeda
2001,17.8,AgazenMeda
2002,8.0,AgazenMeda
2003,81.9,AgazenMeda
2004,36.7,AgazenMeda
2005,90.4,AgazenMeda
2006,67.3,AgazenMeda
2007,85.7,AgazenMeda
2008,88.2,AgazenMeda
2009,55.1,AgazenMeda
2010,77.5,AgazenMeda
2011,50.6,AgazenMeda
2012,75.5,AgazenMeda
2013,21.8,AgazenMeda
2014,62.0,AgazenMeda
1983,11.510286082053499,Agazi
1984,-1.6676814414842,Agazi
1985,27.402171310278,Agazi
1986,3.8218698807072697,Agazi
1987,55.47044035603311,Agazi
1988,14.354040804793199,Agazi
1989,-2.45604759520995,Agazi
1990,-7.756155932267919,Agazi
1991,27.9864755691185,Agazi
1992,36.225625285519705,Agazi
1993,30.683023899074396,Agazi
1994,28.9867405590397,Agazi
1995,39.8236102541627,Agazi
1996,29.4935796672369,Agazi
1997,33.7784650061999,Agazi
1998,-17.6284036493902,Agazi
1999,37.3919731470535,Agazi
2000,6.9,Agazi
2001,10.3,Agazi
2002,1.5,Agazi
2003,36.0,Agazi
2004,3.0,Agazi
2005,33.3,Agazi
2006,22.9,Agazi
2007,56.8,Agazi
2008,44.2,Agazi
2009,27.8,Agazi
2010,50.5,Agazi
2011,15.7,Agazi
2012,34.6,Agazi
2013,7.3,Agazi
2014,17.1,Agazi
1983,38.9676411239414,Agbe
1984,12.1190312647387,Agbe
1985,24.945214105564297,Agbe
1986,32.2951159596349,Agbe
1987,67.3026099653323,Agbe
1988,34.969414471354,Agbe
1989,8.537190436517731,Agbe
1990,-0.651585406865699,Agbe
1991,38.2907258035118,Agbe
1992,52.904224610522206,Agbe
1993,40.119132476048605,Agbe
1994,31.451732816208896,Agbe
1995,30.101391280941602,Agbe
1996,26.265422456173397,Agbe
1997,50.375199767996996,Agbe
1998,26.652886190384802,Agbe
1999,35.525566368483894,Agbe
2000,12.8,Agbe
2001,18.7,Agbe
2002,5.5,Agbe
2003,45.6,Agbe
2004,9.5,Agbe
2005,42.1,Agbe
2006,30.3,Agbe
2007,62.2,Agbe
2008,50.7,Agbe
2009,30.0,Agbe
2010,57.6,Agbe
2011,18.6,Agbe
2012,47.3,Agbe
2013,9.0,Agbe
2014,26.6,Agbe
1983,47.10247604610311,Agela
1984,-1.4947442582749702,Agela
1985,11.086460737154901,Agela
1986,12.8081356299458,Agela
1987,38.765891698737505,Agela
1988,34.7698870099702,Agela
1989,30.503892139161,Agela
1990,-1.8254072340036398,Agela
1991,29.7988802763038,Agela
1992,42.6324885933065,Agela
1993,28.0331444857491,Agela
1994,9.91841571209564,Agela
1995,26.0064931831599,Agela
1996,16.8657880769459,Agela
1997,42.0967830737715,Agela
1998,25.1400121919871,Agela
1999,59.283233103473606,Agela
2000,10.4,Agela
2001,11.1,Agela
2002,5.9,Agela
2003,31.1,Agela
2004,3.7,Agela
2005,30.6,Agela
2006,26.5,Agela
2007,55.1,Agela
2008,44.4,Agela
2009,25.8,Agela
2010,45.1,Agela
2011,17.9,Agela
2012,38.3,Agela
2013,10.0,Agela
2014,21.6,Agela
1983,45.3677657714919,Agid
1984,-1.22713630089385,Agid
1985,28.7222919243695,Agid
1986,47.5075336326799,Agid
1987,43.879678258390896,Agid
1988,21.869132475934,Agid
1989,37.710362917268796,Agid
1990,-0.578220317711295,Agid
1991,32.469276483528,Agid
1992,43.1964318515975,Agid
1993,37.78063008463779,Agid
1994,17.6228438449766,Agid
1995,26.7817077614331,Agid
1996,20.026048210303898,Agid
1997,51.14596083491429,Agid
1998,20.498306333578,Agid
1999,54.723198446425506,Agid
2000,12.0,Agid
2001,11.8,Agid
2002,3.7,Agid
2003,36.0,Agid
2004,4.2,Agid
2005,30.5,Agid
2006,26.6,Agid
2007,57.3,Agid
2008,48.0,Agid
2009,26.6,Agid
2010,54.7,Agid
2011,19.4,Agid
2012,42.9,Agid
2013,14.5,Agid
2014,34.8,Agid
1983,76.354321599231,AlemeTesfa
1984,28.297543962507802,AlemeTesfa
1985,93.94241771773409,AlemeTesfa
1986,77.9014146024314,AlemeTesfa
1987,136.464197108574,AlemeTesfa
1988,37.54826374496471,AlemeTesfa
1989,85.6994317882189,AlemeTesfa
1990,67.3753766851723,AlemeTesfa
1991,110.173223740376,AlemeTesfa
1992,47.053944944954395,AlemeTesfa
1993,87.11917184443769,AlemeTesfa
1994,47.9330993377816,AlemeTesfa
1995,58.531092692179605,AlemeTesfa
1996,153.361204181318,AlemeTesfa
1997,95.41745307436778,AlemeTesfa
1998,16.2930466727851,AlemeTesfa
1999,44.673794000844005,AlemeTesfa
2000,74.5,AlemeTesfa
2001,33.4,AlemeTesfa
2002,14.1,AlemeTesfa
2003,102.0,AlemeTesfa
2004,48.4,AlemeTesfa
2005,124.2,AlemeTesfa
2006,93.2,AlemeTesfa
2007,81.9,AlemeTesfa
2008,108.2,AlemeTesfa
2009,68.6,AlemeTesfa
2010,95.6,AlemeTesfa
2011,68.9,AlemeTesfa
