"_index","Region","District","Village","Period","start","end"
"808","Amhara","Libo Kemkem","Libo","land preparation","12-11","05-08"
"808","Amhara","Libo Kemkem","Libo","planting","05-23","06-16"
"808","Amhara","Libo Kemkem","Libo","flowering","08-22","09-05"
"808","Amhara","Libo Kemkem","Libo","tasseling/seed filling","09-12","10-26"
"808","Amhara","Libo Kemkem","Libo","harvesting","11-11","12-10"
"811","Amhara","Libo Kemkem","Libo","land preparation","12-11","03-10"
"811","Amhara","Libo Kemkem","Libo","planting","03-24","05-24"
"811","Amhara","Libo Kemkem","Libo","flowering","06-08","07-23"
"811","Amhara","Libo Kemkem","Libo","tasseling/seed filling","08-07","09-05"
"811","Amhara","Libo Kemkem","Libo","harvesting","08-22","01-10"
"812","Tigray","Werieleke","Enda-Felasi","land preparation","01-09","06-30"
"812","Tigray","Werieleke","Enda-Felasi","planting","07-05","07-25"
"812","Tigray","Werieleke","Enda-Felasi","flowering","08-24","09-10"
"812","Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-12","09-26"
"812","Tigray","Werieleke","Enda-Felasi","harvesting","10-09","11-11"
"813","Tigray","Werieleke","Enda-Felasi","land preparation","01-09","05-08"
"813","Tigray","Werieleke","Enda-Felasi","planting","05-23","06-22"
"813","Tigray","Werieleke","Enda-Felasi","flowering","08-18","08-26"
"813","Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-06","09-28"
"813","Tigray","Werieleke","Enda-Felasi","harvesting","10-01","10-21"
"814","Tigray","Werieleke","Enda-Felasi","land preparation","01-09","03-24"
"814","Tigray","Werieleke","Enda-Felasi","planting","04-09","01-08"
"814","Tigray","Werieleke","Enda-Felasi","flowering","08-22","09-12"
"814","Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-16","10-26"
"814","Tigray","Werieleke","Enda-Felasi","harvesting","11-11","11-25"
"819","Amhara","Libo Kemkem","Mendere Mariam","land preparation","03-10","06-07"
"819","Amhara","Libo Kemkem","Mendere Mariam","planting","06-27","07-12"
"819","Amhara","Libo Kemkem","Mendere Mariam","flowering","09-12","09-27"
"819","Amhara","Libo Kemkem","Mendere Mariam","tasseling/seed filling","10-12","11-10"
"819","Amhara","Libo Kemkem","Mendere Mariam","harvesting","11-15","01-09"
"822","Amhara","Libo Kemkem","Mendere Mariam","land preparation","12-25","05-28"
"822","Amhara","Libo Kemkem","Mendere Mariam","planting","06-08","06-19"
"822","Amhara","Libo Kemkem","Mendere Mariam","flowering","08-22","09-27"
"822","Amhara","Libo Kemkem","Mendere Mariam","tasseling/seed filling","09-27","11-10"
"822","Amhara","Libo Kemkem","Mendere Mariam","harvesting","11-11","12-11"
"826","Amhara","Libo Kemkem","Ginaza","land preparation","03-10","07-07"
"826","Amhara","Libo Kemkem","Ginaza","planting","07-08","07-23"
"826","Amhara","Libo Kemkem","Ginaza","flowering","09-05","09-27"
"826","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-28","10-11"
"826","Amhara","Libo Kemkem","Ginaza","harvesting","11-05","12-10"
"827","Amhara","Libo Kemkem","Ginaza","land preparation","03-10","05-08"
"827","Amhara","Libo Kemkem","Ginaza","planting","05-09","06-07"
"827","Amhara","Libo Kemkem","Ginaza","flowering","08-22","09-05"
"827","Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-12","09-27"
"827","Amhara","Libo Kemkem","Ginaza","harvesting","10-12","11-10"
"834","Amhara","Libo Kemkem","Tibaga","land preparation","05-09","06-07"
"834","Amhara","Libo Kemkem","Tibaga","planting","06-12","06-20"
"834","Amhara","Libo Kemkem","Tibaga","flowering","08-18","09-05"
"834","Amhara","Libo Kemkem","Tibaga","tasseling/seed filling","09-12","09-28"
"834","Amhara","Libo Kemkem","Tibaga","harvesting","10-16","10-26"
"838","Amhara","Libo Kemkem","Tibaga","land preparation","05-09","06-07"
"838","Amhara","Libo Kemkem","Tibaga","planting","06-08","07-07"
"838","Amhara","Libo Kemkem","Tibaga","flowering","09-23","10-11"
"838","Amhara","Libo Kemkem","Tibaga","tasseling/seed filling","10-12","11-11"
"838","Amhara","Libo Kemkem","Tibaga","harvesting","11-27","12-10"
"839","Amhara","Libo Kemkem","Tibaga","land preparation","05-09","06-12"
"839","Amhara","Libo Kemkem","Tibaga","planting","06-13","07-07"
"839","Amhara","Libo Kemkem","Tibaga","flowering","09-26","10-11"
"839","Amhara","Libo Kemkem","Tibaga","tasseling/seed filling","10-12","11-10"
"839","Amhara","Libo Kemkem","Tibaga","harvesting","11-11","12-10"
"840","Amhara","Libo Kemkem","Tara Gedam","land preparation","03-10","08-07"
"840","Amhara","Libo Kemkem","Tara Gedam","planting","07-08","08-07"
"840","Amhara","Libo Kemkem","Tara Gedam","flowering","08-22","10-11"
"840","Amhara","Libo Kemkem","Tara Gedam","tasseling/seed filling","10-12","11-10"
"840","Amhara","Libo Kemkem","Tara Gedam","harvesting","11-15","12-10"
"841","Amhara","Libo Kemkem","Tara Gedam","land preparation","03-10","05-08"
"841","Amhara","Libo Kemkem","Tara Gedam","planting","05-15","01-07"
"841","Amhara","Libo Kemkem","Tara Gedam","flowering","08-07","08-22"
"841","Amhara","Libo Kemkem","Tara Gedam","tasseling/seed filling","08-27","09-27"
"841","Amhara","Libo Kemkem","Tara Gedam","harvesting","10-12","11-10"
"846","Amhara","Libo Kemkem","Tara Gedam","land preparation","03-10","06-07"
"846","Amhara","Libo Kemkem","Tara Gedam","planting","06-08","06-23"
"846","Amhara","Libo Kemkem","Tara Gedam","flowering","07-23","08-21"
"846","Amhara","Libo Kemkem","Tara Gedam","tasseling/seed filling","08-22","09-26"
"846","Amhara","Libo Kemkem","Tara Gedam","harvesting","10-12","11-10"
"847","Amhara","Libo Kemkem","Shehoch Tehara","land preparation","03-10","07-05"
"847","Amhara","Libo Kemkem","Shehoch Tehara","planting","07-08","07-30"
"847","Amhara","Libo Kemkem","Shehoch Tehara","flowering","09-06","09-27"
"847","Amhara","Libo Kemkem","Shehoch Tehara","tasseling/seed filling","09-28","10-16"
"847","Amhara","Libo Kemkem","Shehoch Tehara","harvesting","10-26","11-26"
"848","Amhara","Libo Kemkem","Shehoch Tehara","land preparation","03-10","05-09"
"848","Amhara","Libo Kemkem","Shehoch Tehara","planting","05-10","05-18"
"848","Amhara","Libo Kemkem","Shehoch Tehara","flowering","08-07","08-16"
"848","Amhara","Libo Kemkem","Shehoch Tehara","tasseling/seed filling","09-12","09-27"
"848","Amhara","Libo Kemkem","Shehoch Tehara","harvesting","10-12","10-21"
"851","Amhara","Libo Kemkem","Shehoch Tehara","land preparation","06-08","06-12"
"851","Amhara","Libo Kemkem","Shehoch Tehara","planting","06-14","06-24"
"851","Amhara","Libo Kemkem","Shehoch Tehara","flowering","08-07","09-05"
"851","Amhara","Libo Kemkem","Shehoch Tehara","tasseling/seed filling","09-12","09-27"
"851","Amhara","Libo Kemkem","Shehoch Tehara","harvesting","10-12","10-18"
"854","Tigray","Hintalo Wajerat","Metkel","land preparation","05-20","07-24"
"854","Tigray","Hintalo Wajerat","Metkel","planting","07-30","08-07"
"854","Tigray","Hintalo Wajerat","Metkel","flowering","09-08","09-18"
"854","Tigray","Hintalo Wajerat","Metkel","tasseling/seed filling","09-24","10-08"
"854","Tigray","Hintalo Wajerat","Metkel","harvesting","10-24","11-23"
"857","Tigray","Hintalo Wajerat","Metkel","land preparation","03-20","06-22"
"857","Tigray","Hintalo Wajerat","Metkel","planting","07-09","07-15"
"857","Tigray","Hintalo Wajerat","Metkel","flowering","08-27","09-07"
"857","Tigray","Hintalo Wajerat","Metkel","tasseling/seed filling","09-03","09-22"
"857","Tigray","Hintalo Wajerat","Metkel","harvesting","10-08","10-24"
"860","Tigray","Hintalo Wajerat","Metkel","land preparation","03-20","05-30"
"860","Tigray","Hintalo Wajerat","Metkel","planting","07-31","07-12"
"860","Tigray","Hintalo Wajerat","Metkel","flowering","08-23","09-03"
"860","Tigray","Hintalo Wajerat","Metkel","tasseling/seed filling","09-04","09-23"
"860","Tigray","Hintalo Wajerat","Metkel","harvesting","10-08","11-07"
"861","Tigray","Hintalo Wajerat","HagereSelam","land preparation","04-08","07-19"
"861","Tigray","Hintalo Wajerat","HagereSelam","planting","07-30","08-14"
"861","Tigray","Hintalo Wajerat","HagereSelam","flowering","09-27","10-22"
"861","Tigray","Hintalo Wajerat","HagereSelam","tasseling/seed filling","10-23","11-07"
"861","Tigray","Hintalo Wajerat","HagereSelam","harvesting","11-17","12-15"
"864","Tigray","Hintalo Wajerat","HagereSelam","land preparation","01-08","07-07"
"864","Tigray","Hintalo Wajerat","HagereSelam","planting","07-08","07-29"
"864","Tigray","Hintalo Wajerat","HagereSelam","flowering","08-23","09-23"
"864","Tigray","Hintalo Wajerat","HagereSelam","tasseling/seed filling","09-27","10-22"
"864","Tigray","Hintalo Wajerat","HagereSelam","harvesting","10-29","11-14"
"867","Tigray","Hintalo Wajerat","HagereSelam","land preparation","01-08","06-08"
"867","Tigray","Hintalo Wajerat","HagereSelam","planting","06-23","07-07"
"867","Tigray","Hintalo Wajerat","HagereSelam","flowering","08-12","09-08"
"867","Tigray","Hintalo Wajerat","HagereSelam","tasseling/seed filling","09-09","10-07"
"867","Tigray","Hintalo Wajerat","HagereSelam","harvesting","10-12","11-07"
"868","Tigray","Hintalo Wajerat","Fikre-Alem","land preparation","05-08","07-22"
"868","Tigray","Hintalo Wajerat","Fikre-Alem","planting","07-30","08-21"
"868","Tigray","Hintalo Wajerat","Fikre-Alem","flowering","09-08","09-27"
"868","Tigray","Hintalo Wajerat","Fikre-Alem","tasseling/seed filling","10-12","11-07"
"868","Tigray","Hintalo Wajerat","Fikre-Alem","harvesting","11-08","12-07"
"871","Tigray","Hintalo Wajerat","Fikre-Alem","land preparation","05-08","06-22"
"871","Tigray","Hintalo Wajerat","Fikre-Alem","planting","07-05","07-22"
"871","Tigray","Hintalo Wajerat","Fikre-Alem","flowering","09-15","09-23"
"871","Tigray","Hintalo Wajerat","Fikre-Alem","tasseling/seed filling","10-08","10-22"
"871","Tigray","Hintalo Wajerat","Fikre-Alem","harvesting","10-27","11-15"
"874","Tigray","Hintalo Wajerat","Fikre-Alem","land preparation","03-08","06-07"
"874","Tigray","Hintalo Wajerat","Fikre-Alem","planting","06-30","07-15"
"874","Tigray","Hintalo Wajerat","Fikre-Alem","flowering","08-23","09-08"
"874","Tigray","Hintalo Wajerat","Fikre-Alem","tasseling/seed filling","09-12","09-23"
"874","Tigray","Hintalo Wajerat","Fikre-Alem","harvesting","10-17","11-07"
"878","Tigray","Hawzien","Mozutey","land preparation","03-22","06-07"
"878","Tigray","Hawzien","Mozutey","planting","06-25","07-07"
"878","Tigray","Hawzien","Mozutey","flowering","08-28","09-08"
"878","Tigray","Hawzien","Mozutey","tasseling/seed filling","09-08","09-23"
"878","Tigray","Hawzien","Mozutey","harvesting","10-12","10-23"
"881","Tigray","Hawzien","Mozutey","land preparation","03-23","06-30"
"881","Tigray","Hawzien","Mozutey","planting","07-08","07-11"
"881","Tigray","Hawzien","Mozutey","flowering","08-15","08-22"
"881","Tigray","Hawzien","Mozutey","tasseling/seed filling","09-02","09-07"
"881","Tigray","Hawzien","Mozutey","harvesting","09-20","09-25"
"882","Tigray","Hawzien","Debrebirhan","land preparation","06-08","06-17"
"882","Tigray","Hawzien","Debrebirhan","planting","07-18","07-25"
"882","Tigray","Hawzien","Debrebirhan","flowering","09-02","09-23"
"882","Tigray","Hawzien","Debrebirhan","tasseling/seed filling","09-25","10-07"
"882","Tigray","Hawzien","Debrebirhan","harvesting","10-23","11-23"
"885","Tigray","Hawzien","Debrebirhan","land preparation","03-08","06-17"
"885","Tigray","Hawzien","Debrebirhan","planting","06-24","07-20"
"885","Tigray","Hawzien","Debrebirhan","flowering","08-23","10-12"
"885","Tigray","Hawzien","Debrebirhan","tasseling/seed filling","09-23","10-12"
"885","Tigray","Hawzien","Debrebirhan","harvesting","10-15","10-22"
"888","Tigray","Hawzien","Debrebirhan","land preparation","03-08","04-27"
"888","Tigray","Hawzien","Debrebirhan","planting","04-29","06-05"
"888","Tigray","Hawzien","Debrebirhan","flowering","08-23","09-04"
"888","Tigray","Hawzien","Debrebirhan","tasseling/seed filling","09-08","09-07"
"888","Tigray","Hawzien","Debrebirhan","harvesting","10-17","11-22"
"892","Tigray","Hawzien","Selam","land preparation","03-22","06-22"
"892","Tigray","Hawzien","Selam","planting","06-29","07-15"
"892","Tigray","Hawzien","Selam","flowering","08-22","09-07"
"892","Tigray","Hawzien","Selam","tasseling/seed filling","09-08","10-07"
"892","Tigray","Hawzien","Selam","harvesting","10-08","11-07"
"895","Tigray","Hawzien","Selam","land preparation","03-22","06-22"
"895","Tigray","Hawzien","Selam","planting","05-27","06-07"
"895","Tigray","Hawzien","Selam","flowering","07-27","09-07"
"895","Tigray","Hawzien","Selam","tasseling/seed filling","10-07","10-12"
"895","Tigray","Hawzien","Selam","harvesting","10-17","10-22"
"898","Tigray","Hawzien","Debreselam","land preparation","03-10","04-23"
"898","Tigray","Hawzien","Debreselam","planting","05-01","06-07"
"898","Tigray","Hawzien","Debreselam","flowering","08-07","09-05"
"898","Tigray","Hawzien","Debreselam","tasseling/seed filling","09-26","10-11"
"898","Tigray","Hawzien","Debreselam","harvesting","11-14","11-30"
"899","Tigray","Hawzien","Debreselam","land preparation","05-09","06-12"
"899","Tigray","Hawzien","Debreselam","planting","07-01","07-17"
"899","Tigray","Hawzien","Debreselam","flowering","08-21","09-05"
"899","Tigray","Hawzien","Debreselam","tasseling/seed filling","09-11","09-27"
"899","Tigray","Hawzien","Debreselam","harvesting","10-18","11-24"
"902","Tigray","Hawzien","Debreselam","land preparation","03-10","04-23"
"902","Tigray","Hawzien","Debreselam","planting","05-01","06-07"
"902","Tigray","Hawzien","Debreselam","flowering","08-07","09-05"
"902","Tigray","Hawzien","Debreselam","tasseling/seed filling","09-25","10-10"
"902","Tigray","Hawzien","Debreselam","harvesting","10-11","10-30"
"903","Tigray","Hintalo Wajerat","Hareko","land preparation","01-08","07-22"
"903","Tigray","Hintalo Wajerat","Hareko","planting","07-23","08-07"
"903","Tigray","Hintalo Wajerat","Hareko","flowering","09-17","10-08"
"903","Tigray","Hintalo Wajerat","Hareko","tasseling/seed filling","10-22","11-08"
"903","Tigray","Hintalo Wajerat","Hareko","harvesting","11-17","12-07"
"906","Tigray","Hintalo Wajerat","Hareko","land preparation","01-08","06-07"
"906","Tigray","Hintalo Wajerat","Hareko","planting","07-08","07-17"
"906","Tigray","Hintalo Wajerat","Hareko","flowering","09-05","09-17"
"906","Tigray","Hintalo Wajerat","Hareko","tasseling/seed filling","10-08","10-22"
"906","Tigray","Hintalo Wajerat","Hareko","harvesting","11-08","11-22"
"909","Tigray","Hintalo Wajerat","Hareko","land preparation","01-08","06-07"
"909","Tigray","Hintalo Wajerat","Hareko","planting","06-22","07-07"
"909","Tigray","Hintalo Wajerat","Hareko","flowering","08-23","09-05"
"909","Tigray","Hintalo Wajerat","Hareko","tasseling/seed filling","09-08","09-22"
"909","Tigray","Hintalo Wajerat","Hareko","harvesting","10-08","10-27"
"910","Tigray","Hawzien","Qoraro","land preparation","05-10","08-16"
"910","Tigray","Hawzien","Qoraro","planting","06-08","08-06"
"910","Tigray","Hawzien","Qoraro","flowering","08-22","10-10"
"910","Tigray","Hawzien","Qoraro","tasseling/seed filling","09-25","09-25"
"910","Tigray","Hawzien","Qoraro","harvesting","10-15","11-09"
"911","Tigray","Hawzien","Qoraro","land preparation","03-10","05-09"
"911","Tigray","Hawzien","Qoraro","planting","05-11","06-17"
"911","Tigray","Hawzien","Qoraro","flowering","08-12","09-05"
"911","Tigray","Hawzien","Qoraro","tasseling/seed filling","09-08","10-08"
"911","Tigray","Hawzien","Qoraro","harvesting","10-15","10-20"
"912","Tigray","Hawzien","Qoraro","land preparation","03-10","05-09"
"912","Tigray","Hawzien","Qoraro","planting","05-11","06-07"
"912","Tigray","Hawzien","Qoraro","flowering","08-16","09-05"
"912","Tigray","Hawzien","Qoraro","tasseling/seed filling","09-10","10-10"
"912","Tigray","Hawzien","Qoraro","harvesting","11-25","11-19"
"918","Tigray","Tanqua-Abergele","Hadashtekli","land preparation","01-09","04-08"
"918","Tigray","Tanqua-Abergele","Hadashtekli","planting","05-24","07-05"
"918","Tigray","Tanqua-Abergele","Hadashtekli","flowering","08-24","09-09"
"918","Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","09-13","10-08"
"918","Tigray","Tanqua-Abergele","Hadashtekli","harvesting","10-23","11-23"
"919","Tigray","Tanqua-Abergele","Hadashtekli","land preparation","01-09","04-08"
"919","Tigray","Tanqua-Abergele","Hadashtekli","planting","05-23","07-13"
"919","Tigray","Tanqua-Abergele","Hadashtekli","flowering","08-24","09-13"
"919","Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","09-24","10-20"
"919","Tigray","Tanqua-Abergele","Hadashtekli","harvesting","11-08","12-08"
"924","Amhara","Ibinat","Mechena","land preparation","01-10","06-28"
"924","Amhara","Ibinat","Mechena","planting","07-19","08-06"
"924","Amhara","Ibinat","Mechena","flowering","09-16","09-23"
"924","Amhara","Ibinat","Mechena","tasseling/seed filling","10-11","11-10"
"924","Amhara","Ibinat","Mechena","harvesting","11-15","12-10"
"925","Amhara","Ibinat","Mechena","land preparation","03-10","05-08"
"925","Amhara","Ibinat","Mechena","planting","05-09","05-20"
"925","Amhara","Ibinat","Mechena","flowering","07-19","08-06"
"925","Amhara","Ibinat","Mechena","tasseling/seed filling","08-30","10-11"
"925","Amhara","Ibinat","Mechena","harvesting","10-27","11-10"
"929","Amhara","Ibinat","Mechena","land preparation","10-12","03-09"
"929","Amhara","Ibinat","Mechena","planting","03-25","11-13"
"929","Amhara","Ibinat","Mechena","flowering","08-22","09-16"
"929","Amhara","Ibinat","Mechena","tasseling/seed filling","09-27","10-27"
"929","Amhara","Ibinat","Mechena","harvesting","11-11","11-26"
"931","Amhara","Ibinat","Ader Seg","land preparation","12-25","05-08"
"931","Amhara","Ibinat","Ader Seg","planting","07-08","08-06"
"931","Amhara","Ibinat","Ader Seg","flowering","08-31","09-27"
"931","Amhara","Ibinat","Ader Seg","tasseling/seed filling","09-28","10-11"
"931","Amhara","Ibinat","Ader Seg","harvesting","10-16","11-10"
"932","Amhara","Ibinat","Ader Seg","land preparation","01-10","05-08"
"932","Amhara","Ibinat","Ader Seg","planting","06-08","06-22"
"932","Amhara","Ibinat","Ader Seg","flowering","08-11","08-22"
"932","Amhara","Ibinat","Ader Seg","tasseling/seed filling","09-06","09-27"
"932","Amhara","Ibinat","Ader Seg","harvesting","10-12","11-10"
"937","Amhara","Ibinat","Ader Seg","land preparation","01-10","05-08"
"937","Amhara","Ibinat","Ader Seg","planting","06-08","06-23"
"937","Amhara","Ibinat","Ader Seg","flowering","07-27","09-05"
"937","Amhara","Ibinat","Ader Seg","tasseling/seed filling","09-06","09-26"
"937","Amhara","Ibinat","Ader Seg","harvesting","10-06","10-16"
"938","Amhara","Ibinat","Tigage","land preparation","12-11","05-08"
"938","Amhara","Ibinat","Tigage","planting","07-08","08-11"
"938","Amhara","Ibinat","Tigage","flowering","08-26","09-16"
"938","Amhara","Ibinat","Tigage","tasseling/seed filling","09-23","10-01"
"938","Amhara","Ibinat","Tigage","harvesting","10-02","11-10"
"942","Amhara","Ibinat","Tigage","land preparation","12-11","04-08"
"942","Amhara","Ibinat","Tigage","planting","06-08","06-23"
"942","Amhara","Ibinat","Tigage","flowering","08-22","09-05"
"942","Amhara","Ibinat","Tigage","tasseling/seed filling","09-06","09-23"
"942","Amhara","Ibinat","Tigage","harvesting","09-27","10-01"
"944","Amhara","Ibinat","Tigage","land preparation","12-11","04-08"
"944","Amhara","Ibinat","Tigage","planting","06-07","07-07"
"944","Amhara","Ibinat","Tigage","flowering","08-22","09-05"
"944","Amhara","Ibinat","Tigage","tasseling/seed filling","09-06","09-10"
"944","Amhara","Ibinat","Tigage","harvesting","09-16","09-26"
"945","Amhara","Ibinat","Amisetya","land preparation","02-08","07-07"
"945","Amhara","Ibinat","Amisetya","planting","07-08","07-22"
"945","Amhara","Ibinat","Amisetya","flowering","09-16","09-27"
"945","Amhara","Ibinat","Amisetya","tasseling/seed filling","09-28","10-16"
"945","Amhara","Ibinat","Amisetya","harvesting","11-05","11-26"
"946","Amhara","Ibinat","Amisetya","land preparation","03-10","05-08"
"946","Amhara","Ibinat","Amisetya","planting","05-09","05-18"
"946","Amhara","Ibinat","Amisetya","flowering","08-07","08-21"
"946","Amhara","Ibinat","Amisetya","tasseling/seed filling","09-05","09-26"
"946","Amhara","Ibinat","Amisetya","harvesting","10-12","10-26"
"948","Amhara","Ibinat","Amisetya","land preparation","12-25","05-08"
"948","Amhara","Ibinat","Amisetya","planting","06-05","06-12"
"948","Amhara","Ibinat","Amisetya","flowering","08-01","08-06"
"948","Amhara","Ibinat","Amisetya","tasseling/seed filling","08-07","08-22"
"948","Amhara","Ibinat","Amisetya","harvesting","08-31","09-05"
"952","Amhara","Ibinat","Deber Aba Jale","land preparation","10-12","07-07"
"952","Amhara","Ibinat","Deber Aba Jale","planting","07-08","07-16"
"952","Amhara","Ibinat","Deber Aba Jale","flowering","09-06","09-27"
"952","Amhara","Ibinat","Deber Aba Jale","tasseling/seed filling","09-28","10-11"
"952","Amhara","Ibinat","Deber Aba Jale","harvesting","11-11","11-26"
"955","Amhara","Ibinat","Deber Aba Jale","land preparation","10-12","06-07"
"955","Amhara","Ibinat","Deber Aba Jale","planting","06-08","06-22"
"955","Amhara","Ibinat","Deber Aba Jale","flowering","08-07","09-05"
"955","Amhara","Ibinat","Deber Aba Jale","tasseling/seed filling","09-06","09-21"
"955","Amhara","Ibinat","Deber Aba Jale","harvesting","09-27","10-11"
"959","Amhara","Ibinat","Tara Senba","land preparation","10-26","05-29"
"959","Amhara","Ibinat","Tara Senba","planting","06-08","07-12"
"959","Amhara","Ibinat","Tara Senba","flowering","08-22","09-16"
"959","Amhara","Ibinat","Tara Senba","tasseling/seed filling","09-17","10-11"
"959","Amhara","Ibinat","Tara Senba","harvesting","10-26","11-25"
"962","Amhara","Ibinat","Tara Senba","land preparation","10-26","05-28"
"962","Amhara","Ibinat","Tara Senba","planting","06-08","06-23"
"962","Amhara","Ibinat","Tara Senba","flowering","08-07","08-16"
"962","Amhara","Ibinat","Tara Senba","tasseling/seed filling","08-21","09-05"
"962","Amhara","Ibinat","Tara Senba","harvesting","09-07","09-21"
"966","Amhara","Ibinat","Aqua Shumoch","land preparation","12-11","05-08"
"966","Amhara","Ibinat","Aqua Shumoch","planting","07-08","08-06"
"966","Amhara","Ibinat","Aqua Shumoch","flowering","08-31","09-12"
"966","Amhara","Ibinat","Aqua Shumoch","tasseling/seed filling","09-13","09-27"
"966","Amhara","Ibinat","Aqua Shumoch","harvesting","10-01","11-10"
"968","Amhara","Ibinat","Aqua Shumoch","land preparation","12-11","05-08"
"968","Amhara","Ibinat","Aqua Shumoch","planting","06-08","07-07"
"968","Amhara","Ibinat","Aqua Shumoch","flowering","09-06","09-26"
"968","Amhara","Ibinat","Aqua Shumoch","tasseling/seed filling","09-27","10-11"
"968","Amhara","Ibinat","Aqua Shumoch","harvesting","10-26","11-15"
"972","Amhara","Ibinat","Aqua Shumoch","land preparation","12-11","05-08"
"972","Amhara","Ibinat","Aqua Shumoch","planting","06-08","07-07"
"972","Amhara","Ibinat","Aqua Shumoch","flowering","08-22","09-16"
"972","Amhara","Ibinat","Aqua Shumoch","tasseling/seed filling","09-17","10-11"
"972","Amhara","Ibinat","Aqua Shumoch","harvesting","10-12","10-21"
"973","Amhara","Ibinat","Niquara","land preparation","11-11","06-12"
"973","Amhara","Ibinat","Niquara","planting","07-08","07-01"
"973","Amhara","Ibinat","Niquara","flowering","08-22","09-11"
"973","Amhara","Ibinat","Niquara","tasseling/seed filling","09-12","09-30"
"973","Amhara","Ibinat","Niquara","harvesting","10-05","10-25"
"975","Amhara","Ibinat","Niquara","land preparation","01-09","05-09"
"975","Amhara","Ibinat","Niquara","planting","05-10","06-07"
"975","Amhara","Ibinat","Niquara","flowering","08-22","09-15"
"975","Amhara","Ibinat","Niquara","tasseling/seed filling","09-25","10-10"
"975","Amhara","Ibinat","Niquara","harvesting","11-04","11-24"
"976","Amhara","Ibinat","Niquara","land preparation","12-10","06-12"
"976","Amhara","Ibinat","Niquara","planting","06-13","07-04"
"976","Amhara","Ibinat","Niquara","flowering","08-22","09-05"
"976","Amhara","Ibinat","Niquara","tasseling/seed filling","09-26","10-10"
"976","Amhara","Ibinat","Niquara","harvesting","10-15","11-09"
"980","Amhara","Ibinat","Jiman Deregeha","land preparation","02-09","06-22"
"980","Amhara","Ibinat","Jiman Deregeha","planting","07-05","07-12"
"980","Amhara","Ibinat","Jiman Deregeha","flowering","09-05","09-11"
"980","Amhara","Ibinat","Jiman Deregeha","tasseling/seed filling","09-26","10-26"
"980","Amhara","Ibinat","Jiman Deregeha","harvesting","11-10","11-25"
"983","Amhara","Ibinat","Jiman Deregeha","land preparation","12-10","06-02"
"983","Amhara","Ibinat","Jiman Deregeha","planting","06-05","06-11"
"983","Amhara","Ibinat","Jiman Deregeha","flowering","08-07","08-22"
"983","Amhara","Ibinat","Jiman Deregeha","tasseling/seed filling","08-30","09-06"
"983","Amhara","Ibinat","Jiman Deregeha","harvesting","09-26","10-10"
"987","Amhara","Ibinat","Abina","land preparation","12-11","06-23"
"987","Amhara","Ibinat","Abina","planting","07-08","07-23"
"987","Amhara","Ibinat","Abina","flowering","08-21","09-05"
"987","Amhara","Ibinat","Abina","tasseling/seed filling","09-15","10-10"
"987","Amhara","Ibinat","Abina","harvesting","10-11","11-09"
"989","Amhara","Ibinat","Abina","land preparation","01-24","03-23"
"989","Amhara","Ibinat","Abina","planting","05-09","06-07"
"989","Amhara","Ibinat","Abina","flowering","08-07","08-22"
"989","Amhara","Ibinat","Abina","tasseling/seed filling","08-22","09-05"
"989","Amhara","Ibinat","Abina","harvesting","11-25","12-09"
"991","Amhara","Ibinat","Abina","land preparation","03-10","04-08"
"991","Amhara","Ibinat","Abina","planting","06-08","07-07"
"991","Amhara","Ibinat","Abina","flowering","08-07","09-05"
"991","Amhara","Ibinat","Abina","tasseling/seed filling","09-06","09-26"
"991","Amhara","Ibinat","Abina","harvesting","09-26","10-10"
"994","Tigray","Medebay-Zana","Deber kerbye","land preparation","06-13","07-10"
"994","Tigray","Medebay-Zana","Deber kerbye","planting","07-16","07-22"
"994","Tigray","Medebay-Zana","Deber kerbye","flowering","08-26","09-17"
"994","Tigray","Medebay-Zana","Deber kerbye","tasseling/seed filling","09-18","10-15"
"994","Tigray","Medebay-Zana","Deber kerbye","harvesting","10-25","11-15"
"995","Tigray","Medebay-Zana","Deber kerbye","land preparation","05-09","05-11"
"995","Tigray","Medebay-Zana","Deber kerbye","planting","05-15","05-26"
"995","Tigray","Medebay-Zana","Deber kerbye","flowering","08-01","08-18"
"995","Tigray","Medebay-Zana","Deber kerbye","tasseling/seed filling","09-11","10-10"
"995","Tigray","Medebay-Zana","Deber kerbye","harvesting","11-10","12-09"
"1001","Amhara","Ibinat","Balarab","land preparation","12-11","07-02"
"1001","Amhara","Ibinat","Balarab","planting","07-08","08-06"
"1001","Amhara","Ibinat","Balarab","flowering","08-21","09-05"
"1001","Amhara","Ibinat","Balarab","tasseling/seed filling","09-12","09-27"
"1001","Amhara","Ibinat","Balarab","harvesting","10-12","12-10"
"1003","Amhara","Ibinat","Balarab","land preparation","01-11","05-08"
"1003","Amhara","Ibinat","Balarab","planting","05-09","07-07"
"1003","Amhara","Ibinat","Balarab","flowering","08-21","09-26"
"1003","Amhara","Ibinat","Balarab","tasseling/seed filling","10-10","10-23"
