gid,year,mean,rank,district,Zone,region,Country
15,1992,2.5655737704918034,5,Dessie, South Wollo,Amhara, Ethiopia
15,1994,2.610958904109589,6,Dessie, South Wollo,Amhara, Ethiopia
15,1999,2.6301369863013697,7,Dessie, South Wollo,Amhara, Ethiopia
15,2009,2.7041095890410958,8,Dessie, South Wollo,Amhara, Ethiopia
15,1988,2.7158469945355193,9,Dessie, South Wollo,Amhara, Ethiopia
15,1986,2.736986301369863,10,Dessie, South Wollo,Amhara, Ethiopia
16,1997,2.4136972463013686,1,Dessie Zuria, South Wollo,Amhara, Ethiopia
16,2014,2.44657175150685,2,Dessie Zuria, South Wollo,Amhara, Ethiopia
16,1992,2.519128195355191,3,Dessie Zuria, South Wollo,Amhara, Ethiopia
16,1984,2.527322415027324,4,Dessie Zuria, South Wollo,Amhara, Ethiopia
16,2002,2.5917780156164376,5,Dessie Zuria, South Wollo,Amhara, Ethiopia
16,1994,2.642464252054795,6,Dessie Zuria, South Wollo,Amhara, Ethiopia
16,1999,2.6876683189041093,7,Dessie Zuria, South Wollo,Amhara, Ethiopia
16,1988,2.718579159016393,8,Dessie Zuria, South Wollo,Amhara, Ethiopia
16,2009,2.7246564347945204,9,Dessie Zuria, South Wollo,Amhara, Ethiopia
16,1986,2.761642657808219,10,Dessie Zuria, South Wollo,Amhara, Ethiopia
17,2014,2.3106839693150687,1,Jama, South Wollo,Amhara, Ethiopia
17,1997,2.382282645479454,2,Jama, South Wollo,Amhara, Ethiopia
17,2002,2.4741543309589047,3,Jama, South Wollo,Amhara, Ethiopia
17,1984,2.4950818437158477,4,Jama, South Wollo,Amhara, Ethiopia
17,1992,2.5185799346994533,5,Jama, South Wollo,Amhara, Ethiopia
17,1994,2.593789861369863,6,Jama, South Wollo,Amhara, Ethiopia
17,1999,2.654975905753425,7,Jama, South Wollo,Amhara, Ethiopia
17,2004,2.665755265300547,8,Jama, South Wollo,Amhara, Ethiopia
17,2009,2.6865745876712337,9,Jama, South Wollo,Amhara, Ethiopia
17,1995,2.6933320284931517,10,Jama, South Wollo,Amhara, Ethiopia
18,1997,2.3324183901369855,1,Kalu, South Wollo,Amhara, Ethiopia
18,2014,2.3726028501369867,2,Kalu, South Wollo,Amhara, Ethiopia
18,2002,2.463011410958903,3,Kalu, South Wollo,Amhara, Ethiopia
18,1984,2.5063748729508193,4,Kalu, South Wollo,Amhara, Ethiopia
18,1992,2.541893783333332,5,Kalu, South Wollo,Amhara, Ethiopia
18,1994,2.5744281243835614,6,Kalu, South Wollo,Amhara, Ethiopia
18,1999,2.5908664534246566,7,Kalu, South Wollo,Amhara, Ethiopia
18,1995,2.659357743835616,8,Kalu, South Wollo,Amhara, Ethiopia
18,2004,2.6976287510928962,9,Kalu, South Wollo,Amhara, Ethiopia
18,2009,2.7004568273972605,10,Kalu, South Wollo,Amhara, Ethiopia
