gid,year,mean,rank,district,Zone,region,Country
77,1991,3.168610415,2,Artuma, Zone 5, Afar, Ethiopia
77,2012,3.178060434,1,Artuma, Zone 5, Afar, Ethiopia
78,1991,2.672711419,10,Dewe, Zone 5, Afar, Ethiopia
78,2002,2.792640909,9,Dewe, Zone 5, Afar, Ethiopia
78,1986,3.028360276,8,Dewe, Zone 5, Afar, Ethiopia
78,2009,3.09310171,7,Dewe, Zone 5, Afar, Ethiopia
78,1990,3.156029366,6,Dewe, Zone 5, Afar, Ethiopia
78,1994,3.308423398,5,Dewe, Zone 5, Afar, Ethiopia
78,1989,3.326553091,4,Dewe, Zone 5, Afar, Ethiopia
78,1983,3.347037204,3,Dewe, Zone 5, Afar, Ethiopia
78,1988,3.446023297,2,Dewe, Zone 5, Afar, Ethiopia
78,2012,3.449168138,1,Dewe, Zone 5, Afar, Ethiopia
79,1984,2.117058511,10,Fursi, Zone 5, Afar, Ethiopia
79,2004,2.159489191,9,Fursi, Zone 5, Afar, Ethiopia
79,1995,2.273693451,8,Fursi, Zone 5, Afar, Ethiopia
79,1987,2.328245102,7,Fursi, Zone 5, Afar, Ethiopia
79,1991,2.347306525,6,Fursi, Zone 5, Afar, Ethiopia
79,2002,2.392292936,5,Fursi, Zone 5, Afar, Ethiopia
79,1985,2.404234371,4,Fursi, Zone 5, Afar, Ethiopia
79,1992,2.449712293,3,Fursi, Zone 5, Afar, Ethiopia
79,2014,2.570069903,2,Fursi, Zone 5, Afar, Ethiopia
79,1986,2.711546931,1,Fursi, Zone 5, Afar, Ethiopia
80,1984,1.946356807,10,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
80,1990,2.163611526,9,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
80,1993,2.212884524,8,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
80,1992,2.216116688,7,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
80,1983,2.306160383,6,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
80,2004,2.366264812,5,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
80,2009,2.423572448,4,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
80,1994,2.426886035,3,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
80,1986,2.434018439,2,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
80,2002,2.525165531,1,Simurobi Gele'alo, Zone 5, Afar, Ethiopia
81,2009,3.036595621,10,Telalak, Zone 5, Afar, Ethiopia
81,2002,3.065287807,9,Telalak, Zone 5, Afar, Ethiopia
81,2005,3.143729016,8,Telalak, Zone 5, Afar, Ethiopia
81,1994,3.147478723,7,Telalak, Zone 5, Afar, Ethiopia
81,1990,3.276838351,6,Telalak, Zone 5, Afar, Ethiopia
81,1995,3.290766429,5,Telalak, Zone 5, Afar, Ethiopia
81,2003,3.293607695,4,Telalak, Zone 5, Afar, Ethiopia
81,1983,3.327558226,3,Telalak, Zone 5, Afar, Ethiopia
81,2004,3.350605047,2,Telalak, Zone 5, Afar, Ethiopia
81,2011,3.356968636,1,Telalak, Zone 5, Afar, Ethiopia
82,1984,1.787246369,10,Ankesha, Awi,Amhara, Ethiopia
82,1990,1.901482997,9,Ankesha, Awi,Amhara, Ethiopia
82,1993,1.914294306,8,Ankesha, Awi,Amhara, Ethiopia
82,1983,1.955345003,7,Ankesha, Awi,Amhara, Ethiopia
82,1997,2.064210627,6,Ankesha, Awi,Amhara, Ethiopia
82,2004,2.070279277,5,Ankesha, Awi,Amhara, Ethiopia
82,1987,2.102311491,4,Ankesha, Awi,Amhara, Ethiopia
82,2008,2.133482314,3,Ankesha, Awi,Amhara, Ethiopia
82,2002,2.15420432,2,Ankesha, Awi,Amhara, Ethiopia
82,2009,2.167390511,1,Ankesha, Awi,Amhara, Ethiopia
83,1990,2.580155371,10,Banja, Awi,Amhara, Ethiopia
83,1984,2.636166997,9,Banja, Awi,Amhara, Ethiopia
83,2003,2.656918975,8,Banja, Awi,Amhara, Ethiopia
83,1994,2.673244006,7,Banja, Awi,Amhara, Ethiopia
83,2009,2.674949965,6,Banja, Awi,Amhara, Ethiopia
83,2002,2.699015886,5,Banja, Awi,Amhara, Ethiopia
83,2005,2.719640207,4,Banja, Awi,Amhara, Ethiopia
83,2013,2.730672925,3,Banja, Awi,Amhara, Ethiopia
83,2004,2.756603302,2,Banja, Awi,Amhara, Ethiopia
83,2010,2.768762281,1,Banja, Awi,Amhara, Ethiopia
84,1990,1.960129788,10,Dangila, Awi,Amhara, Ethiopia
84,2009,2.173205305,9,Dangila, Awi,Amhara, Ethiopia
84,1989,2.231701855,8,Dangila, Awi,Amhara, Ethiopia
84,1993,2.242889373,7,Dangila, Awi,Amhara, Ethiopia
84,1984,2.243323099,6,Dangila, Awi,Amhara, Ethiopia
84,1983,2.261515134,5,Dangila, Awi,Amhara, Ethiopia
84,1994,2.344815602,4,Dangila, Awi,Amhara, Ethiopia
84,1991,2.407605559,3,Dangila, Awi,Amhara, Ethiopia
84,1995,2.435496536,2,Dangila, Awi,Amhara, Ethiopia
84,2005,2.450463648,1,Dangila, Awi,Amhara, Ethiopia
85,1990,1.939343143,10,Fagta Lakoma, Awi,Amhara, Ethiopia
85,1984,2.04251861,9,Fagta Lakoma, Awi,Amhara, Ethiopia
85,1993,2.052994704,8,Fagta Lakoma, Awi,Amhara, Ethiopia
85,1992,2.135445726,7,Fagta Lakoma, Awi,Amhara, Ethiopia
85,1994,2.183860186,6,Fagta Lakoma, Awi,Amhara, Ethiopia
85,1983,2.340601678,5,Fagta Lakoma, Awi,Amhara, Ethiopia
85,2009,2.351623571,4,Fagta Lakoma, Awi,Amhara, Ethiopia
85,1989,2.45833867,3,Fagta Lakoma, Awi,Amhara, Ethiopia
85,2004,2.481669926,2,Fagta Lakoma, Awi,Amhara, Ethiopia
85,2005,2.489058362,1,Fagta Lakoma, Awi,Amhara, Ethiopia
86,1990,2.121148034,10,Guangua, Awi,Amhara, Ethiopia
86,2009,2.248240435,9,Guangua, Awi,Amhara, Ethiopia
86,2002,2.282445927,8,Guangua, Awi,Amhara, Ethiopia
86,2013,2.320878976,7,Guangua, Awi,Amhara, Ethiopia
86,1994,2.35650726,6,Guangua, Awi,Amhara, Ethiopia
86,1995,2.357375126,5,Guangua, Awi,Amhara, Ethiopia
86,2010,2.435824929,4,Guangua, Awi,Amhara, Ethiopia
86,2005,2.441472214,3,Guangua, Awi,Amhara, Ethiopia
86,2003,2.449242943,2,Guangua, Awi,Amhara, Ethiopia
86,2004,2.463452668,1,Guangua, Awi,Amhara, Ethiopia
87,1989,1.780978062,10,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
87,1995,1.940047263,9,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
87,2009,1.955676203,8,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
87,1987,2.017462989,7,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
87,1990,2.071058252,6,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
87,1993,2.085356762,5,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
87,1984,2.131609929,4,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
87,2002,2.152016689,3,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
87,1983,2.155963215,2,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
87,1992,2.227763151,1,Bahir Dar, Bar Dar Sp. Zone,Amhara, Ethiopia
88,1990,1.980142054,10,Awabel, East Gojam,Amhara, Ethiopia
88,1984,2.228706163,9,Awabel, East Gojam,Amhara, Ethiopia
88,1989,2.278188635,8,Awabel, East Gojam,Amhara, Ethiopia
88,1995,2.303573099,7,Awabel, East Gojam,Amhara, Ethiopia
88,1992,2.320251435,6,Awabel, East Gojam,Amhara, Ethiopia
88,2009,2.322168383,5,Awabel, East Gojam,Amhara, Ethiopia
88,1983,2.336139193,4,Awabel, East Gojam,Amhara, Ethiopia
88,1994,2.362572507,3,Awabel, East Gojam,Amhara, Ethiopia
88,2002,2.424711254,2,Awabel, East Gojam,Amhara, Ethiopia
88,1986,2.438706026,1,Awabel, East Gojam,Amhara, Ethiopia
89,1995,2.053145882,10,Baso Liben, East Gojam,Amhara, Ethiopia
89,1989,2.116170935,9,Baso Liben, East Gojam,Amhara, Ethiopia
89,1990,2.153437903,8,Baso Liben, East Gojam,Amhara, Ethiopia
89,2009,2.157353228,7,Baso Liben, East Gojam,Amhara, Ethiopia
89,2002,2.285252381,6,Baso Liben, East Gojam,Amhara, Ethiopia
89,1994,2.340763195,5,Baso Liben, East Gojam,Amhara, Ethiopia
89,1992,2.388549588,4,Baso Liben, East Gojam,Amhara, Ethiopia
89,1984,2.421435846,3,Baso Liben, East Gojam,Amhara, Ethiopia
89,1986,2.438385597,2,Baso Liben, East Gojam,Amhara, Ethiopia
89,1983,2.464758838,1,Baso Liben, East Gojam,Amhara, Ethiopia
90,1993,1.668697742,10,Bibugn, East Gojam,Amhara, Ethiopia
90,1990,1.739821671,9,Bibugn, East Gojam,Amhara, Ethiopia
90,1992,1.753370499,8,Bibugn, East Gojam,Amhara, Ethiopia
90,1984,1.762018473,7,Bibugn, East Gojam,Amhara, Ethiopia
90,1983,1.840034934,6,Bibugn, East Gojam,Amhara, Ethiopia
90,1987,1.939413931,5,Bibugn, East Gojam,Amhara, Ethiopia
90,1989,1.979398912,4,Bibugn, East Gojam,Amhara, Ethiopia
90,2004,1.999174593,3,Bibugn, East Gojam,Amhara, Ethiopia
90,2009,2.006322337,2,Bibugn, East Gojam,Amhara, Ethiopia
90,1997,2.048666385,1,Bibugn, East Gojam,Amhara, Ethiopia
91,1990,2.225192237,10,Debay Telatgen, East Gojam,Amhara, Ethiopia
91,1984,2.299769267,9,Debay Telatgen, East Gojam,Amhara, Ethiopia
91,2009,2.34031372,8,Debay Telatgen, East Gojam,Amhara, Ethiopia
91,1983,2.430160459,7,Debay Telatgen, East Gojam,Amhara, Ethiopia
91,1989,2.430456683,6,Debay Telatgen, East Gojam,Amhara, Ethiopia
91,1994,2.45994381,5,Debay Telatgen, East Gojam,Amhara, Ethiopia
91,2002,2.519099629,4,Debay Telatgen, East Gojam,Amhara, Ethiopia
91,1992,2.582017387,3,Debay Telatgen, East Gojam,Amhara, Ethiopia
91,1991,2.602781921,2,Debay Telatgen, East Gojam,Amhara, Ethiopia
91,1995,2.65764065,1,Debay Telatgen, East Gojam,Amhara, Ethiopia
92,1984,2.257029598,10,Debre Marqos, East Gojam,Amhara, Ethiopia
92,1994,2.363301257,9,Debre Marqos, East Gojam,Amhara, Ethiopia
92,1986,2.431043192,8,Debre Marqos, East Gojam,Amhara, Ethiopia
92,1983,2.432480981,7,Debre Marqos, East Gojam,Amhara, Ethiopia
92,1990,2.496031483,6,Debre Marqos, East Gojam,Amhara, Ethiopia
92,2013,2.591839478,5,Debre Marqos, East Gojam,Amhara, Ethiopia
92,2009,2.594739181,4,Debre Marqos, East Gojam,Amhara, Ethiopia
92,2002,2.61561069,3,Debre Marqos, East Gojam,Amhara, Ethiopia
92,1992,2.651000276,2,Debre Marqos, East Gojam,Amhara, Ethiopia
92,2003,2.66565071,1,Debre Marqos, East Gojam,Amhara, Ethiopia
93,1984,2.529986342,10,Dejen, East Gojam,Amhara, Ethiopia
93,1986,2.569246509,9,Dejen, East Gojam,Amhara, Ethiopia
93,1994,2.651146347,8,Dejen, East Gojam,Amhara, Ethiopia
93,1983,2.685571825,7,Dejen, East Gojam,Amhara, Ethiopia
93,1990,2.862892424,6,Dejen, East Gojam,Amhara, Ethiopia
93,1992,2.875454346,5,Dejen, East Gojam,Amhara, Ethiopia
93,2013,2.961469084,4,Dejen, East Gojam,Amhara, Ethiopia
93,2002,2.9809924,3,Dejen, East Gojam,Amhara, Ethiopia
93,2004,3.114614371,2,Dejen, East Gojam,Amhara, Ethiopia
93,2009,3.116995485,1,Dejen, East Gojam,Amhara, Ethiopia
94,1984,2.325751494,10,Enarj Enawga, East Gojam,Amhara, Ethiopia
94,1990,2.434692939,9,Enarj Enawga, East Gojam,Amhara, Ethiopia
94,1994,2.484689059,8,Enarj Enawga, East Gojam,Amhara, Ethiopia
94,1983,2.593983574,7,Enarj Enawga, East Gojam,Amhara, Ethiopia
94,2009,2.621234466,6,Enarj Enawga, East Gojam,Amhara, Ethiopia
94,2002,2.665106984,5,Enarj Enawga, East Gojam,Amhara, Ethiopia
94,1992,2.734489538,4,Enarj Enawga, East Gojam,Amhara, Ethiopia
94,1986,2.77532128,3,Enarj Enawga, East Gojam,Amhara, Ethiopia
94,2004,2.868770768,2,Enarj Enawga, East Gojam,Amhara, Ethiopia
94,2013,2.911726451,1,Enarj Enawga, East Gojam,Amhara, Ethiopia
95,1989,1.705541217,10,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
95,1990,1.856382883,9,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
95,2009,1.905607438,8,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
95,1983,1.94187655,7,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
95,1984,2.018603891,6,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
95,1993,2.060358166,5,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
95,1987,2.161271872,4,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
95,1992,2.200993676,3,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
95,2002,2.243352399,2,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
95,1995,2.248753804,1,Enbise Sar Midir, East Gojam,Amhara, Ethiopia
96,1987,1.79661222,10,Enemay, East Gojam,Amhara, Ethiopia
96,1989,1.901074565,9,Enemay, East Gojam,Amhara, Ethiopia
96,1983,1.902627876,8,Enemay, East Gojam,Amhara, Ethiopia
96,1995,1.956721392,7,Enemay, East Gojam,Amhara, Ethiopia
96,2009,2.024285943,6,Enemay, East Gojam,Amhara, Ethiopia
96,1984,2.02492479,5,Enemay, East Gojam,Amhara, Ethiopia
96,1990,2.056557773,4,Enemay, East Gojam,Amhara, Ethiopia
96,1993,2.144245058,3,Enemay, East Gojam,Amhara, Ethiopia
96,2004,2.179457966,2,Enemay, East Gojam,Amhara, Ethiopia
96,1992,2.198954468,1,Enemay, East Gojam,Amhara, Ethiopia
98,1994,2.074078891,10,Guzamn, East Gojam,Amhara, Ethiopia
98,1995,2.07747361,9,Guzamn, East Gojam,Amhara, Ethiopia
98,2014,2.105617945,8,Guzamn, East Gojam,Amhara, Ethiopia
98,1992,2.161176466,7,Guzamn, East Gojam,Amhara, Ethiopia
98,1987,2.204386091,6,Guzamn, East Gojam,Amhara, Ethiopia
98,2000,2.270169633,5,Guzamn, East Gojam,Amhara, Ethiopia
98,1984,2.276286831,4,Guzamn, East Gojam,Amhara, Ethiopia
98,2002,2.278965063,3,Guzamn, East Gojam,Amhara, Ethiopia
98,2013,2.298986622,2,Guzamn, East Gojam,Amhara, Ethiopia
98,1991,2.310070927,1,Guzamn, East Gojam,Amhara, Ethiopia
99,1991,2.204556349,10,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,1992,2.2052318,9,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2011,2.28123487,8,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2001,2.596899471,7,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2008,2.747904055,6,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2005,2.796502535,5,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2002,2.838068297,4,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,1987,2.865505743,3,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,1984,2.88490476,2,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2009,2.886899072,1,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
100,1984,1.113889633,10,Machakel, East Gojam,Amhara, Ethiopia
100,1991,1.921833036,9,Machakel, East Gojam,Amhara, Ethiopia
100,1983,2.031388857,8,Machakel, East Gojam,Amhara, Ethiopia
100,2011,2.130511629,7,Machakel, East Gojam,Amhara, Ethiopia
100,1992,2.350023176,6,Machakel, East Gojam,Amhara, Ethiopia
100,1994,2.454641379,5,Machakel, East Gojam,Amhara, Ethiopia
100,1985,2.49180269,4,Machakel, East Gojam,Amhara, Ethiopia
100,2009,2.529147588,3,Machakel, East Gojam,Amhara, Ethiopia
100,1987,2.531338981,2,Machakel, East Gojam,Amhara, Ethiopia
100,1990,2.548206243,1,Machakel, East Gojam,Amhara, Ethiopia
101,2014,2.564082119,10,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,1992,2.623456724,9,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,2008,2.648564688,8,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,2013,2.702069319,7,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,2009,2.810675916,6,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,2011,2.828193017,5,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,1984,2.895579631,4,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,2010,2.954351021,3,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,1991,3.036054791,2,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,2002,3.03859959,1,Shebel Berenta, East Gojam,Amhara, Ethiopia
102,2014,1.943546896,10,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2013,2.187318621,9,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2002,2.484813142,8,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2008,2.489692132,7,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2009,2.495767508,6,Addi Arkay, North Gonder,Amhara, Ethiopia
102,1984,2.591492167,5,Addi Arkay, North Gonder,Amhara, Ethiopia
102,1992,2.712477824,4,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2011,2.787108239,3,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2010,2.826147853,2,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2007,2.894097471,1,Addi Arkay, North Gonder,Amhara, Ethiopia
103,1991,1.779455496,10,Alefa, North Gonder,Amhara, Ethiopia
103,1984,1.834186153,9,Alefa, North Gonder,Amhara, Ethiopia
103,1987,1.935785484,8,Alefa, North Gonder,Amhara, Ethiopia
103,1989,2.012499452,7,Alefa, North Gonder,Amhara, Ethiopia
103,1992,2.054477105,6,Alefa, North Gonder,Amhara, Ethiopia
103,1990,2.216782301,5,Alefa, North Gonder,Amhara, Ethiopia
103,1995,2.280130278,4,Alefa, North Gonder,Amhara, Ethiopia
103,1994,2.309585162,3,Alefa, North Gonder,Amhara, Ethiopia
103,1988,2.349385042,2,Alefa, North Gonder,Amhara, Ethiopia
103,2002,2.381503141,1,Alefa, North Gonder,Amhara, Ethiopia
104,1991,1.593864847,10,Belesa, North Gonder,Amhara, Ethiopia
104,1992,1.867105443,9,Belesa, North Gonder,Amhara, Ethiopia
104,1990,2.14676919,8,Belesa, North Gonder,Amhara, Ethiopia
104,1989,2.191586132,7,Belesa, North Gonder,Amhara, Ethiopia
104,1984,2.220991595,6,Belesa, North Gonder,Amhara, Ethiopia
104,1987,2.339428873,5,Belesa, North Gonder,Amhara, Ethiopia
104,1988,2.46101167,4,Belesa, North Gonder,Amhara, Ethiopia
104,2011,2.507942003,3,Belesa, North Gonder,Amhara, Ethiopia
104,1993,2.518276078,2,Belesa, North Gonder,Amhara, Ethiopia
104,1994,2.562212554,1,Belesa, North Gonder,Amhara, Ethiopia
105,1984,1.438507107,10,Beyeda, North Gonder,Amhara, Ethiopia
105,1991,1.998283688,9,Beyeda, North Gonder,Amhara, Ethiopia
105,1994,2.755636018,8,Beyeda, North Gonder,Amhara, Ethiopia
105,1985,2.80014767,7,Beyeda, North Gonder,Amhara, Ethiopia
105,1983,2.938637729,6,Beyeda, North Gonder,Amhara, Ethiopia
105,2011,2.946491046,5,Beyeda, North Gonder,Amhara, Ethiopia
105,1987,2.966928731,4,Beyeda, North Gonder,Amhara, Ethiopia
105,1990,2.98051508,3,Beyeda, North Gonder,Amhara, Ethiopia
105,2002,3.028893505,2,Beyeda, North Gonder,Amhara, Ethiopia
105,1993,3.049676003,1,Beyeda, North Gonder,Amhara, Ethiopia
106,1984,1.288438428,10,Chilga, North Gonder,Amhara, Ethiopia
106,1991,1.813197582,9,Chilga, North Gonder,Amhara, Ethiopia
106,2011,2.144441699,8,Chilga, North Gonder,Amhara, Ethiopia
106,2002,2.178945958,7,Chilga, North Gonder,Amhara, Ethiopia
106,1987,2.216512309,6,Chilga, North Gonder,Amhara, Ethiopia
106,1983,2.22752891,5,Chilga, North Gonder,Amhara, Ethiopia
106,1985,2.238337706,4,Chilga, North Gonder,Amhara, Ethiopia
106,1997,2.248378523,3,Chilga, North Gonder,Amhara, Ethiopia
106,2008,2.30054269,2,Chilga, North Gonder,Amhara, Ethiopia
106,1992,2.316503047,1,Chilga, North Gonder,Amhara, Ethiopia
107,1984,0.950305141,10,Dabat, North Gonder,Amhara, Ethiopia
107,1991,1.820939648,9,Dabat, North Gonder,Amhara, Ethiopia
107,1983,2.021946908,8,Dabat, North Gonder,Amhara, Ethiopia
107,2011,2.026953218,7,Dabat, North Gonder,Amhara, Ethiopia
107,1992,2.057834824,6,Dabat, North Gonder,Amhara, Ethiopia
107,1985,2.196177973,5,Dabat, North Gonder,Amhara, Ethiopia
107,2004,2.20079587,4,Dabat, North Gonder,Amhara, Ethiopia
107,1987,2.222634885,3,Dabat, North Gonder,Amhara, Ethiopia
107,2002,2.284006379,2,Dabat, North Gonder,Amhara, Ethiopia
107,1993,2.290952467,1,Dabat, North Gonder,Amhara, Ethiopia
108,2014,2.188618452,10,Debarq, North Gonder,Amhara, Ethiopia
108,2009,2.194884678,9,Debarq, North Gonder,Amhara, Ethiopia
108,1992,2.384045891,8,Debarq, North Gonder,Amhara, Ethiopia
108,1984,2.433754235,7,Debarq, North Gonder,Amhara, Ethiopia
108,2002,2.491080042,6,Debarq, North Gonder,Amhara, Ethiopia
108,1995,2.520173802,5,Debarq, North Gonder,Amhara, Ethiopia
108,2010,2.528784174,4,Debarq, North Gonder,Amhara, Ethiopia
108,2008,2.55440705,3,Debarq, North Gonder,Amhara, Ethiopia
108,1991,2.706419415,2,Debarq, North Gonder,Amhara, Ethiopia
108,1994,2.715329278,1,Debarq, North Gonder,Amhara, Ethiopia
109,1984,1.72729593,10,Dembia, North Gonder,Amhara, Ethiopia
109,2011,2.195084564,9,Dembia, North Gonder,Amhara, Ethiopia
109,1991,2.201671323,8,Dembia, North Gonder,Amhara, Ethiopia
109,2009,2.69754012,7,Dembia, North Gonder,Amhara, Ethiopia
109,1990,2.7448738,6,Dembia, North Gonder,Amhara, Ethiopia
109,2008,2.748315985,5,Dembia, North Gonder,Amhara, Ethiopia
109,1983,2.77254705,4,Dembia, North Gonder,Amhara, Ethiopia
109,1987,2.872632431,3,Dembia, North Gonder,Amhara, Ethiopia
109,2001,2.952666598,2,Dembia, North Gonder,Amhara, Ethiopia
109,2013,2.953386053,1,Dembia, North Gonder,Amhara, Ethiopia
110,1987,2.418930447,10,Gonder, North Gonder,Amhara, Ethiopia
110,2002,2.427023679,9,Gonder, North Gonder,Amhara, Ethiopia
110,1992,2.507887558,8,Gonder, North Gonder,Amhara, Ethiopia
110,1984,2.539623484,7,Gonder, North Gonder,Amhara, Ethiopia
110,1990,2.557889154,6,Gonder, North Gonder,Amhara, Ethiopia
110,1991,2.584518775,5,Gonder, North Gonder,Amhara, Ethiopia
110,1994,2.590999976,4,Gonder, North Gonder,Amhara, Ethiopia
110,2004,2.614484664,3,Gonder, North Gonder,Amhara, Ethiopia
110,1995,2.615695799,2,Gonder, North Gonder,Amhara, Ethiopia
110,1998,2.685351804,1,Gonder, North Gonder,Amhara, Ethiopia
111,1991,1.997252024,10,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1984,2.176263219,9,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,2011,2.539605621,8,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1990,2.6488685,7,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1992,2.680976883,6,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1993,2.891939206,5,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1988,2.95685693,4,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,2001,2.975249245,3,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,2002,2.988261667,2,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1994,2.998222293,1,Gonder Zuria, North Gonder,Amhara, Ethiopia
112,1984,1.592470505,10,Janamora, North Gonder,Amhara, Ethiopia
112,1991,1.917898617,9,Janamora, North Gonder,Amhara, Ethiopia
112,2011,2.443372991,8,Janamora, North Gonder,Amhara, Ethiopia
112,1983,2.510372337,7,Janamora, North Gonder,Amhara, Ethiopia
112,2002,2.579598872,6,Janamora, North Gonder,Amhara, Ethiopia
112,1985,2.584533403,5,Janamora, North Gonder,Amhara, Ethiopia
112,1990,2.597533657,4,Janamora, North Gonder,Amhara, Ethiopia
112,1987,2.637447928,3,Janamora, North Gonder,Amhara, Ethiopia
112,1992,2.642450633,2,Janamora, North Gonder,Amhara, Ethiopia
112,1993,2.672243979,1,Janamora, North Gonder,Amhara, Ethiopia
113,2014,1.759675712,10,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,2002,1.802633588,9,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1984,1.812304116,8,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,2009,2.135423095,7,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1987,2.209667194,6,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1988,2.300387765,5,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1995,2.312082687,4,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1989,2.331978653,3,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1991,2.340401351,2,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1992,2.364285176,1,Lay Armacheho, North Gonder,Amhara, Ethiopia
114,2002,1.837940773,10,Metema, North Gonder,Amhara, Ethiopia
114,1990,1.97416453,9,Metema, North Gonder,Amhara, Ethiopia
114,1992,2.015291921,8,Metema, North Gonder,Amhara, Ethiopia
114,1991,2.017198573,7,Metema, North Gonder,Amhara, Ethiopia
114,1987,2.096570836,6,Metema, North Gonder,Amhara, Ethiopia
114,1994,2.147166352,5,Metema, North Gonder,Amhara, Ethiopia
114,2013,2.186249963,4,Metema, North Gonder,Amhara, Ethiopia
114,2004,2.218573039,3,Metema, North Gonder,Amhara, Ethiopia
114,2011,2.275687937,2,Metema, North Gonder,Amhara, Ethiopia
114,2005,2.328042044,1,Metema, North Gonder,Amhara, Ethiopia
115,2002,1.856241218,10,Quara, North Gonder,Amhara, Ethiopia
115,1991,2.192801572,9,Quara, North Gonder,Amhara, Ethiopia
115,1990,2.195054023,8,Quara, North Gonder,Amhara, Ethiopia
115,1992,2.228060078,7,Quara, North Gonder,Amhara, Ethiopia
115,1994,2.244679197,6,Quara, North Gonder,Amhara, Ethiopia
115,2013,2.261376153,5,Quara, North Gonder,Amhara, Ethiopia
115,2005,2.336099053,4,Quara, North Gonder,Amhara, Ethiopia
115,1989,2.349582699,3,Quara, North Gonder,Amhara, Ethiopia
115,1997,2.416823511,2,Quara, North Gonder,Amhara, Ethiopia
115,2004,2.49422168,1,Quara, North Gonder,Amhara, Ethiopia
116,1987,2.221327424,10,Sanja, North Gonder,Amhara, Ethiopia
116,1990,2.297909263,9,Sanja, North Gonder,Amhara, Ethiopia
