"Region","District","Village","year","rank","_index"
"Tigray","Kolatemben","Smret","1983","1","78"
"Tigray","Kolatemben","Smret","1992","2","78"
"Tigray","Kolatemben","Smret","2000","3","78"
"Tigray","Kolatemben","Smret","1989","4","78"
"Tigray","Kolatemben","Smret","2006","5","78"
"Tigray","Kolatemben","Smret","1994","6","78"
"Tigray","Kolatemben","Smret","1998","7","78"
"Tigray","Kolatemben","Smret","2013","8","78"
"Tigray","Kolatemben","Smret","2015","9","78"
"Tigray","Kolatemben","Smret","2016","10","78"
"Tigray","Kolatemben","Guya","1983","1","79"
"Tigray","Kolatemben","Guya","1996","2","79"
"Tigray","Kolatemben","Guya","2006","3","79"
"Tigray","Kolatemben","Guya","2013","4","79"
"Tigray","Kolatemben","Guya","1989","5","79"
"Tigray","Kolatemben","Guya","2010","6","79"
"Tigray","Kolatemben","Guya","1986","7","79"
"Tigray","Kolatemben","Guya","1990","8","79"
"Tigray","Kolatemben","Guya","1999","9","79"
"Tigray","Kolatemben","Guya","1993","10","79"
"Amhara","Libo Kemkem","Libo","1984","1","80"
"Amhara","Libo Kemkem","Libo","1988","2","80"
"Amhara","Libo Kemkem","Libo","1994","3","80"
"Amhara","Libo Kemkem","Libo","1998","4","80"
"Amhara","Libo Kemkem","Libo","2015","5","80"
"Amhara","Libo Kemkem","Libo","2018","6","80"
"Amhara","Libo Kemkem","Libo","2011","7","80"
"Amhara","Libo Kemkem","Libo","2010","8","80"
"Amhara","Libo Kemkem","Libo","2002","9","80"
"Amhara","Libo Kemkem","Libo","2001","10","80"
"Amhara","Libo Kemkem","Derita","1986","1","81"
"Amhara","Libo Kemkem","Derita","1984","2","81"
"Amhara","Libo Kemkem","Derita","1989","3","81"
"Amhara","Libo Kemkem","Derita","1997","4","81"
"Amhara","Libo Kemkem","Derita","2002","5","81"
"Amhara","Libo Kemkem","Derita","2000","6","81"
"Amhara","Libo Kemkem","Derita","2014","7","81"
"Amhara","Libo Kemkem","Derita","2001","8","81"
"Amhara","Libo Kemkem","Derita","2013","9","81"
"Amhara","Libo Kemkem","Derita","2007","10","81"
"Amhara","Libo Kemkem","Mendere Mariam","1984","1","82"
"Amhara","Libo Kemkem","Mendere Mariam","2013","2","82"
"Amhara","Libo Kemkem","Mendere Mariam","1994","3","82"
"Amhara","Libo Kemkem","Mendere Mariam","1987","4","82"
"Amhara","Libo Kemkem","Mendere Mariam","2015","5","82"
"Amhara","Libo Kemkem","Mendere Mariam","2002","6","82"
"Amhara","Libo Kemkem","Mendere Mariam","1999","7","82"
"Amhara","Libo Kemkem","Mendere Mariam","1996","8","82"
"Amhara","Libo Kemkem","Mendere Mariam","2003","9","82"
"Amhara","Libo Kemkem","Mendere Mariam","2005","10","82"
"Amhara","Libo Kemkem","Ginaza","1989","1","83"
"Amhara","Libo Kemkem","Ginaza","2002","2","83"
"Amhara","Libo Kemkem","Ginaza","1992","3","83"
"Amhara","Libo Kemkem","Ginaza","1990","4","83"
"Amhara","Libo Kemkem","Ginaza","2014","5","83"
"Amhara","Libo Kemkem","Ginaza","2009","6","83"
"Amhara","Libo Kemkem","Ginaza","2003","7","83"
"Amhara","Libo Kemkem","Ginaza","1998","8","83"
"Amhara","Libo Kemkem","Ginaza","1993","9","83"
"Amhara","Libo Kemkem","Ginaza","1997","10","83"
"Amhara","Libo Kemkem","Tara Gedam","1984","1","84"
"Amhara","Libo Kemkem","Tara Gedam","1990","2","84"
"Amhara","Libo Kemkem","Tara Gedam","1987","3","84"
"Amhara","Libo Kemkem","Tara Gedam","2003","4","84"
"Amhara","Libo Kemkem","Tara Gedam","1998","5","84"
"Amhara","Libo Kemkem","Tara Gedam","1994","6","84"
"Amhara","Libo Kemkem","Tara Gedam","1992","7","84"
"Amhara","Libo Kemkem","Tara Gedam","2008","8","84"
"Amhara","Libo Kemkem","Tara Gedam","2017","9","84"
"Amhara","Libo Kemkem","Tara Gedam","2015","10","84"
"Amhara","Libo Kemkem","Shehoch Tehara","1985","1","85"
"Amhara","Libo Kemkem","Shehoch Tehara","1991","2","85"
"Amhara","Libo Kemkem","Shehoch Tehara","1988","3","85"
"Amhara","Libo Kemkem","Shehoch Tehara","2012","4","85"
"Amhara","Libo Kemkem","Shehoch Tehara","2009","5","85"
"Amhara","Libo Kemkem","Shehoch Tehara","2015","6","85"
"Amhara","Libo Kemkem","Shehoch Tehara","2004","7","85"
"Amhara","Libo Kemkem","Shehoch Tehara","2011","8","85"
"Amhara","Libo Kemkem","Shehoch Tehara","1999","9","85"
"Amhara","Libo Kemkem","Shehoch Tehara","1995","10","85"
"Amhara","Libo Kemkem","Tibaga","1985","1","86"
"Amhara","Libo Kemkem","Tibaga","1991","2","86"
"Amhara","Libo Kemkem","Tibaga","1992","3","86"
"Amhara","Libo Kemkem","Tibaga","1994","4","86"
"Amhara","Libo Kemkem","Tibaga","1998","5","86"
"Amhara","Libo Kemkem","Tibaga","2011","6","86"
"Amhara","Libo Kemkem","Tibaga","2001","7","86"
"Amhara","Libo Kemkem","Tibaga","2005","8","86"
"Amhara","Libo Kemkem","Tibaga","2009","9","86"
"Amhara","Libo Kemkem","Tibaga","2013","10","86"
"Tigray","Hawzien","Selam","1984","1","87"
"Tigray","Hawzien","Selam","1986","2","87"
"Tigray","Hawzien","Selam","2007","3","87"
"Tigray","Hawzien","Selam","1997","4","87"
"Tigray","Hawzien","Selam","2015","5","87"
"Tigray","Hawzien","Selam","2004","6","87"
"Tigray","Hawzien","Selam","2011","7","87"
"Tigray","Hawzien","Selam","1989","8","87"
"Tigray","Hawzien","Selam","2013","9","87"
"Tigray","Hawzien","Selam","2016","10","87"
"Tigray","Hawzien","Debreselam","1984","1","88"
"Tigray","Hawzien","Debreselam","1987","2","88"
"Tigray","Hawzien","Debreselam","2002","3","88"
"Tigray","Hawzien","Debreselam","1994","4","88"
"Tigray","Hawzien","Debreselam","1990","5","88"
"Tigray","Hawzien","Debreselam","1989","6","88"
"Tigray","Hawzien","Debreselam","2017","7","88"
"Tigray","Hawzien","Debreselam","2004","8","88"
"Tigray","Hawzien","Debreselam","1999","9","88"
"Tigray","Hawzien","Debreselam","1997","10","88"
"Tigray","Hintalo Wajerat","Metkel","1984","1","89"
"Tigray","Hintalo Wajerat","Metkel","1987","2","89"
"Tigray","Hintalo Wajerat","Metkel","1990","3","89"
"Tigray","Hintalo Wajerat","Metkel","2015","4","89"
"Tigray","Hintalo Wajerat","Metkel","2002","5","89"
"Tigray","Hintalo Wajerat","Metkel","2000","6","89"
"Tigray","Hintalo Wajerat","Metkel","2010","7","89"
"Tigray","Hintalo Wajerat","Metkel","2013","8","89"
"Tigray","Hintalo Wajerat","Metkel","1998","9","89"
"Tigray","Hintalo Wajerat","Metkel","1993","10","89"
"Tigray","Hawzien","Qoraro","1984","1","90"
"Tigray","Hawzien","Qoraro","1985","2","90"
"Tigray","Hawzien","Qoraro","1987","3","90"
"Tigray","Hawzien","Qoraro","2014","4","90"
"Tigray","Hawzien","Qoraro","1997","5","90"
"Tigray","Hawzien","Qoraro","2017","6","90"
"Tigray","Hawzien","Qoraro","2004","7","90"
"Tigray","Hawzien","Qoraro","1999","8","90"
"Tigray","Hawzien","Qoraro","1994","9","90"
"Tigray","Hawzien","Qoraro","2008","10","90"
"Tigray","Hintalo Wajerat","Hareko","1984","1","91"
"Tigray","Hintalo Wajerat","Hareko","1985","2","91"
"Tigray","Hintalo Wajerat","Hareko","1995","3","91"
"Tigray","Hintalo Wajerat","Hareko","1990","4","91"
"Tigray","Hintalo Wajerat","Hareko","2004","5","91"
"Tigray","Hintalo Wajerat","Hareko","2015","6","91"
"Tigray","Hintalo Wajerat","Hareko","2000","7","91"
"Tigray","Hintalo Wajerat","Hareko","2002","8","91"
"Tigray","Hintalo Wajerat","Hareko","1992","9","91"
"Tigray","Hintalo Wajerat","Hareko","2018","10","91"
"Tigray","Hintalo Wajerat","FikreAlem","1984","1","92"
"Tigray","Hintalo Wajerat","FikreAlem","1987","2","92"
"Tigray","Hintalo Wajerat","FikreAlem","2014","3","92"
"Tigray","Hintalo Wajerat","FikreAlem","1990","4","92"
"Tigray","Hintalo Wajerat","FikreAlem","1994","5","92"
"Tigray","Hintalo Wajerat","FikreAlem","2004","6","92"
"Tigray","Hintalo Wajerat","FikreAlem","1999","7","92"
"Tigray","Hintalo Wajerat","FikreAlem","1992","8","92"
"Tigray","Hintalo Wajerat","FikreAlem","1996","9","92"
"Tigray","Hintalo Wajerat","FikreAlem","2016","10","92"
"Tigray","Hintalo Wajerat","HagereSelam","1984","1","93"
"Tigray","Hintalo Wajerat","HagereSelam","1987","2","93"
"Tigray","Hintalo Wajerat","HagereSelam","2014","3","93"
"Tigray","Hintalo Wajerat","HagereSelam","1993","4","93"
"Tigray","Hintalo Wajerat","HagereSelam","1994","5","93"
"Tigray","Hintalo Wajerat","HagereSelam","2005","6","93"
"Tigray","Hintalo Wajerat","HagereSelam","2002","7","93"
"Tigray","Hintalo Wajerat","HagereSelam","2008","8","93"
"Tigray","Hintalo Wajerat","HagereSelam","1997","9","93"
"Tigray","Hintalo Wajerat","HagereSelam","1990","10","93"
"Tigray","Hawzien","Debrebirhan","1984","1","94"
"Tigray","Hawzien","Debrebirhan","1987","2","94"
"Tigray","Hawzien","Debrebirhan","1999","3","94"
"Tigray","Hawzien","Debrebirhan","1997","4","94"
"Tigray","Hawzien","Debrebirhan","2015","5","94"
"Tigray","Hawzien","Debrebirhan","2007","6","94"
"Tigray","Hawzien","Debrebirhan","2010","7","94"
"Tigray","Hawzien","Debrebirhan","1988","8","94"
"Tigray","Hawzien","Debrebirhan","1993","9","94"
"Tigray","Hawzien","Debrebirhan","1994","10","94"
"Tigray","Hawzien","Mozutey","1984","1","95"
"Tigray","Hawzien","Mozutey","1987","2","95"
"Tigray","Hawzien","Mozutey","1989","3","95"
"Tigray","Hawzien","Mozutey","1999","4","95"
"Tigray","Hawzien","Mozutey","2008","5","95"
"Tigray","Hawzien","Mozutey","1993","6","95"
"Tigray","Hawzien","Mozutey","2004","7","95"
"Tigray","Hawzien","Mozutey","2015","8","95"
"Tigray","Hawzien","Mozutey","2006","9","95"
"Tigray","Hawzien","Mozutey","2016","10","95"
"Tigray","Tanqua-Abergele","Hadashtekli","1983","1","96"
"Tigray","Tanqua-Abergele","Hadashtekli","1996","2","96"
"Tigray","Tanqua-Abergele","Hadashtekli","2001","3","96"
"Tigray","Tanqua-Abergele","Hadashtekli","2014","4","96"
"Tigray","Tanqua-Abergele","Hadashtekli","2008","5","96"
"Tigray","Tanqua-Abergele","Hadashtekli","2011","6","96"
"Tigray","Tanqua-Abergele","Hadashtekli","2016","7","96"
"Tigray","Tanqua-Abergele","Hadashtekli","2003","8","96"
"Tigray","Tanqua-Abergele","Hadashtekli","1989","9","96"
"Tigray","Tanqua-Abergele","Hadashtekli","1990","10","96"
"Amhara","Ibinat","Mechena","1984","1","97"
"Amhara","Ibinat","Mechena","1986","2","97"
"Amhara","Ibinat","Mechena","1991","3","97"
"Amhara","Ibinat","Mechena","2001","4","97"
"Amhara","Ibinat","Mechena","1999","5","97"
"Amhara","Ibinat","Mechena","2002","6","97"
"Amhara","Ibinat","Mechena","2013","7","97"
"Amhara","Ibinat","Mechena","2008","8","97"
"Amhara","Ibinat","Mechena","2009","9","97"
"Amhara","Ibinat","Mechena","2016","10","97"
"Amhara","Ibinat","Ader Seg","1984","1","98"
"Amhara","Ibinat","Ader Seg","1986","2","98"
"Amhara","Ibinat","Ader Seg","1997","3","98"
"Amhara","Ibinat","Ader Seg","2002","4","98"
"Amhara","Ibinat","Ader Seg","2000","5","98"
"Amhara","Ibinat","Ader Seg","2004","6","98"
"Amhara","Ibinat","Ader Seg","1998","7","98"
"Amhara","Ibinat","Ader Seg","2008","8","98"
"Amhara","Ibinat","Ader Seg","2006","9","98"
"Amhara","Ibinat","Ader Seg","2015","10","98"
"Amhara","Ibinat","Tigage","1984","1","99"
"Amhara","Ibinat","Tigage","1986","2","99"
"Amhara","Ibinat","Tigage","1992","3","99"
"Amhara","Ibinat","Tigage","1997","4","99"
"Amhara","Ibinat","Tigage","1989","5","99"
"Amhara","Ibinat","Tigage","2002","6","99"
"Amhara","Ibinat","Tigage","2004","7","99"
"Amhara","Ibinat","Tigage","2014","8","99"
"Amhara","Ibinat","Tigage","2018","9","99"
"Amhara","Ibinat","Tigage","2016","10","99"
"Amhara","Ibinat","Deber Aba Jale","1987","1","100"
"Amhara","Ibinat","Deber Aba Jale","1985","2","100"
"Amhara","Ibinat","Deber Aba Jale","2003","3","100"
"Amhara","Ibinat","Deber Aba Jale","1999","4","100"
"Amhara","Ibinat","Deber Aba Jale","2011","5","100"
"Amhara","Ibinat","Deber Aba Jale","2007","6","100"
"Amhara","Ibinat","Deber Aba Jale","2006","7","100"
"Amhara","Ibinat","Deber Aba Jale","2018","8","100"
"Amhara","Ibinat","Deber Aba Jale","1997","9","100"
"Amhara","Ibinat","Deber Aba Jale","2012","10","100"
"Amhara","Ibinat","Tara Senba","1985","1","101"
"Amhara","Ibinat","Tara Senba","1984","2","101"
"Amhara","Ibinat","Tara Senba","1987","3","101"
"Amhara","Ibinat","Tara Senba","1995","4","101"
"Amhara","Ibinat","Tara Senba","1990","5","101"
"Amhara","Ibinat","Tara Senba","2011","6","101"
"Amhara","Ibinat","Tara Senba","1999","7","101"
"Amhara","Ibinat","Tara Senba","2003","8","101"
"Amhara","Ibinat","Tara Senba","2007","9","101"
"Amhara","Ibinat","Tara Senba","2015","10","101"
"Amhara","Ibinat","Aqua Shumoch","1984","1","102"
"Amhara","Ibinat","Aqua Shumoch","1985","2","102"
"Amhara","Ibinat","Aqua Shumoch","1988","3","102"
"Amhara","Ibinat","Aqua Shumoch","1990","4","102"
"Amhara","Ibinat","Aqua Shumoch","2004","5","102"
"Amhara","Ibinat","Aqua Shumoch","2014","6","102"
"Amhara","Ibinat","Aqua Shumoch","2015","7","102"
"Amhara","Ibinat","Aqua Shumoch","2018","8","102"
"Amhara","Ibinat","Aqua Shumoch","2012","9","102"
"Amhara","Ibinat","Aqua Shumoch","2002","10","102"
"Amhara","Ibinat","Amisetya","1985","1","103"
"Amhara","Ibinat","Amisetya","1987","2","103"
"Amhara","Ibinat","Amisetya","2012","3","103"
"Amhara","Ibinat","Amisetya","2011","4","103"
"Amhara","Ibinat","Amisetya","2013","5","103"
"Amhara","Ibinat","Amisetya","1999","6","103"
"Amhara","Ibinat","Amisetya","2015","7","103"
"Amhara","Ibinat","Amisetya","2000","8","103"
"Amhara","Ibinat","Amisetya","1997","9","103"
"Amhara","Ibinat","Amisetya","2009","10","103"
"Amhara","Ibinat","Niquara","1985","1","104"
"Amhara","Ibinat","Niquara","1988","2","104"
"Amhara","Ibinat","Niquara","2003","3","104"
"Amhara","Ibinat","Niquara","1991","4","104"
"Amhara","Ibinat","Niquara","1986","5","104"
"Amhara","Ibinat","Niquara","2005","6","104"
"Amhara","Ibinat","Niquara","2018","7","104"
"Amhara","Ibinat","Niquara","2013","8","104"
"Amhara","Ibinat","Niquara","2011","9","104"
"Amhara","Ibinat","Niquara","1990","10","104"
"Amhara","Ibinat","Jiman Deregeha","1988","1","105"
"Amhara","Ibinat","Jiman Deregeha","1999","2","105"
"Amhara","Ibinat","Jiman Deregeha","1987","3","105"
"Amhara","Ibinat","Jiman Deregeha","2017","4","105"
"Amhara","Ibinat","Jiman Deregeha","1985","5","105"
"Amhara","Ibinat","Jiman Deregeha","1984","6","105"
"Amhara","Ibinat","Jiman Deregeha","1993","7","105"
"Amhara","Ibinat","Jiman Deregeha","1986","8","105"
"Amhara","Ibinat","Jiman Deregeha","1991","9","105"
"Amhara","Ibinat","Jiman Deregeha","2004","10","105"
"Tigray","Medebay-Zana","Deber kerbye","1984","1","106"
"Tigray","Medebay-Zana","Deber kerbye","1991","2","106"
"Tigray","Medebay-Zana","Deber kerbye","2018","3","106"
"Tigray","Medebay-Zana","Deber kerbye","2001","4","106"
"Tigray","Medebay-Zana","Deber kerbye","2012","5","106"
"Tigray","Medebay-Zana","Deber kerbye","2016","6","106"
"Tigray","Medebay-Zana","Deber kerbye","2017","7","106"
"Tigray","Medebay-Zana","Deber kerbye","1998","8","106"
"Tigray","Medebay-Zana","Deber kerbye","2002","9","106"
"Tigray","Medebay-Zana","Deber kerbye","2012","10","106"
"Tigray","Medebay-Zana","Mesehle","1984","1","107"
"Tigray","Medebay-Zana","Mesehle","2016","2","107"
"Tigray","Medebay-Zana","Mesehle","1992","3","107"
"Tigray","Medebay-Zana","Mesehle","2001","4","107"
"Tigray","Medebay-Zana","Mesehle","2006","5","107"
"Tigray","Medebay-Zana","Mesehle","2017","6","107"
"Tigray","Medebay-Zana","Mesehle","2009","7","107"
"Tigray","Medebay-Zana","Mesehle","1991","8","107"
"Tigray","Medebay-Zana","Mesehle","2002","9","107"
"Tigray","Medebay-Zana","Mesehle","1987","10","107"
"Tigray","Medebay-Zana","Adibearj","1984","1","108"
"Tigray","Medebay-Zana","Adibearj","1997","2","108"
"Tigray","Medebay-Zana","Adibearj","2002","3","108"
"Tigray","Medebay-Zana","Adibearj","2007","4","108"
"Tigray","Medebay-Zana","Adibearj","2014","5","108"
"Tigray","Medebay-Zana","Adibearj","1990","6","108"
"Tigray","Medebay-Zana","Adibearj","1993","7","108"
"Tigray","Medebay-Zana","Adibearj","1991","8","108"
"Tigray","Medebay-Zana","Adibearj","1994","9","108"
"Tigray","Medebay-Zana","Adibearj","2010","10","108"
"Tigray","Medebay-Zana","Nefasit","1984","1","109"
"Tigray","Medebay-Zana","Nefasit","1983","2","109"
"Tigray","Medebay-Zana","Nefasit","1991","3","109"
"Tigray","Medebay-Zana","Nefasit","1989","4","109"
"Tigray","Medebay-Zana","Nefasit","1999","5","109"
"Tigray","Medebay-Zana","Nefasit","2001","6","109"
"Tigray","Medebay-Zana","Nefasit","2011","7","109"
"Tigray","Medebay-Zana","Nefasit","2017","8","109"
"Tigray","Medebay-Zana","Nefasit","2018","9","109"
"Tigray","Medebay-Zana","Nefasit","2009","10","109"
"Tigray","Ganta-afeshum","Adekiney","1990","1","110"
"Tigray","Ganta-afeshum","Adekiney","1984","2","110"
"Tigray","Ganta-afeshum","Adekiney","2002","3","110"
"Tigray","Ganta-afeshum","Adekiney","1987","4","110"
"Tigray","Ganta-afeshum","Adekiney","1989","5","110"
"Tigray","Ganta-afeshum","Adekiney","1983","6","110"
"Tigray","Ganta-afeshum","Adekiney","1997","7","110"
"Tigray","Ganta-afeshum","Adekiney","1999","8","110"
"Tigray","Ganta-afeshum","Adekiney","1994","9","110"
"Tigray","Ganta-afeshum","Adekiney","2014","10","110"
"Tigray","Ganta-afeshum","Wuhdet","1984","1","111"
"Tigray","Ganta-afeshum","Wuhdet","1983","2","111"
"Tigray","Ganta-afeshum","Wuhdet","1990","3","111"
"Tigray","Ganta-afeshum","Wuhdet","1994","4","111"
"Tigray","Ganta-afeshum","Wuhdet","1987","5","111"
"Tigray","Ganta-afeshum","Wuhdet","2007","6","111"
"Tigray","Ganta-afeshum","Wuhdet","2017","7","111"
"Tigray","Ganta-afeshum","Wuhdet","2004","8","111"
"Tigray","Ganta-afeshum","Wuhdet","2014","9","111"
"Tigray","Ganta-afeshum","Wuhdet","1998","10","111"
"Tigray","Ganta-afeshum","Simret-1","1988","1","112"
"Tigray","Ganta-afeshum","Simret-1","1990","2","112"
"Tigray","Ganta-afeshum","Simret-1","1984","3","112"
"Tigray","Ganta-afeshum","Simret-1","1993","4","112"
"Tigray","Ganta-afeshum","Simret-1","1987","5","112"
"Tigray","Ganta-afeshum","Simret-1","2016","6","112"
"Tigray","Ganta-afeshum","Simret-1","2007","7","112"
"Tigray","Ganta-afeshum","Simret-1","1999","8","112"
"Tigray","Ganta-afeshum","Simret-1","2018","9","112"
"Tigray","Ganta-afeshum","Simret-1","2008","10","112"
"Tigray","Werieleke","Enda-Felasi","1984","1","113"
"Tigray","Werieleke","Enda-Felasi","2002","2","113"
"Tigray","Werieleke","Enda-Felasi","1997","3","113"
"Tigray","Werieleke","Enda-Felasi","1994","4","113"
"Tigray","Werieleke","Enda-Felasi","2009","5","113"
"Tigray","Werieleke","Enda-Felasi","1991","6","113"
"Tigray","Werieleke","Enda-Felasi","1987","7","113"
"Tigray","Werieleke","Enda-Felasi","1989","8","113"
"Tigray","Werieleke","Enda-Felasi","2016","9","113"
"Tigray","Werieleke","Enda-Felasi","1990","10","113"
"Tigray","Werieleke","Tsae","1984","1","114"
"Tigray","Werieleke","Tsae","1989","2","114"
"Tigray","Werieleke","Tsae","1997","3","114"
"Tigray","Werieleke","Tsae","1994","4","114"
"Tigray","Werieleke","Tsae","1987","5","114"
"Tigray","Werieleke","Tsae","2015","6","114"
"Tigray","Werieleke","Tsae","1999","7","114"
"Tigray","Werieleke","Tsae","1990","8","114"
"Tigray","Werieleke","Tsae","2004","9","114"
"Tigray","Werieleke","Tsae","2001","10","114"
"Tigray","Tanqua-Abergele","Hadashtekli","1983","1","115"
"Tigray","Tanqua-Abergele","Hadashtekli","1996","2","115"
"Tigray","Tanqua-Abergele","Hadashtekli","2001","3","115"
"Tigray","Tanqua-Abergele","Hadashtekli","2014","4","115"
"Tigray","Tanqua-Abergele","Hadashtekli","2008","5","115"
"Tigray","Tanqua-Abergele","Hadashtekli","2011","6","115"
"Tigray","Tanqua-Abergele","Hadashtekli","2016","7","115"
"Tigray","Tanqua-Abergele","Hadashtekli","2003","8","115"
"Tigray","Tanqua-Abergele","Hadashtekli","1989","9","115"
"Tigray","Tanqua-Abergele","Hadashtekli","1990","10","115"
"Amhara","Ibinat","Balarab","1984","1","116"
"Amhara","Ibinat","Balarab","1987","2","116"
"Amhara","Ibinat","Balarab","1994","3","116"
"Amhara","Ibinat","Balarab","2014","4","116"
"Amhara","Ibinat","Balarab","1983","5","116"
"Amhara","Ibinat","Balarab","1997","6","116"
"Amhara","Ibinat","Balarab","2015","7","116"
"Amhara","Ibinat","Balarab","1986","8","116"
"Amhara","Ibinat","Balarab","2002","9","116"
"Amhara","Ibinat","Balarab","2004","10","116"
"Amhara","Ibinat","Aquha","1987","1","117"
"Amhara","Ibinat","Aquha","2002","2","117"
"Amhara","Ibinat","Aquha","1997","3","117"
"Amhara","Ibinat","Aquha","2004","4","117"
"Amhara","Ibinat","Aquha","1998","5","117"
"Amhara","Ibinat","Aquha","1993","6","117"
"Amhara","Ibinat","Aquha","2012","7","117"
"Amhara","Ibinat","Aquha","2014","8","117"
"Amhara","Ibinat","Aquha","2016","9","117"
"Amhara","Ibinat","Aquha","2017","10","117"
"Amhara","Ibinat","Gela Matebiya","1984","1","118"
"Amhara","Ibinat","Gela Matebiya","2002","2","118"
"Amhara","Ibinat","Gela Matebiya","1987","3","118"
"Amhara","Ibinat","Gela Matebiya","1986","4","118"
"Amhara","Ibinat","Gela Matebiya","1997","5","118"
"Amhara","Ibinat","Gela Matebiya","2004","6","118"
"Amhara","Ibinat","Gela Matebiya","2011","7","118"
"Amhara","Ibinat","Gela Matebiya","2006","8","118"
"Amhara","Ibinat","Gela Matebiya","2007","9","118"
"Amhara","Ibinat","Gela Matebiya","2013","10","118"
"Amhara","Ibinat","Ziha","1990","1","119"
"Amhara","Ibinat","Ziha","1984","2","119"
"Amhara","Ibinat","Ziha","1999","3","119"
"Amhara","Ibinat","Ziha","1986","4","119"
"Amhara","Ibinat","Ziha","1988","5","119"
"Amhara","Ibinat","Ziha","1989","6","119"
"Amhara","Ibinat","Ziha","1993","7","119"
"Amhara","Ibinat","Ziha","1998","8","119"
"Amhara","Ibinat","Ziha","1996","9","119"
"Amhara","Ibinat","Ziha","1995","10","119"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","1984","1","120"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","1988","2","120"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","2017","3","120"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","2015","4","120"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","2002","5","120"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","2004","6","120"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","1998","7","120"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","1993","8","120"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","2018","9","120"
"Amhara","Enesie Sar Midir","Debre-Kidusan09","2007","10","120"
"Amhara","Ibinat","Abina","1985","1","121"
"Amhara","Ibinat","Abina","1988","2","121"
"Amhara","Ibinat","Abina","2003","3","121"
"Amhara","Ibinat","Abina","1984","4","121"
"Amhara","Ibinat","Abina","1991","5","121"
"Amhara","Ibinat","Abina","1987","6","121"
"Amhara","Ibinat","Abina","1989","7","121"
"Amhara","Ibinat","Abina","1999","8","121"
"Amhara","Ibinat","Abina","1990","9","121"
"Amhara","Ibinat","Abina","2000","10","121"
"Amhara","Libo Kemkem","Keregna","1985","1","122"
"Amhara","Libo Kemkem","Keregna","1984","2","122"
"Amhara","Libo Kemkem","Keregna","1987","3","122"
"Amhara","Libo Kemkem","Keregna","1989","4","122"
"Amhara","Libo Kemkem","Keregna","2003","5","122"
"Amhara","Libo Kemkem","Keregna","2005","6","122"
"Amhara","Libo Kemkem","Keregna","1993","7","122"
"Amhara","Libo Kemkem","Keregna","2007","8","122"
"Amhara","Libo Kemkem","Keregna","2001","9","122"
"Amhara","Libo Kemkem","Keregna","2016","10","122"
"Amhara","Libo Kemkem","Mitad","1984","1","123"
"Amhara","Libo Kemkem","Mitad","2015","2","123"
"Amhara","Libo Kemkem","Mitad","1991","3","123"
"Amhara","Libo Kemkem","Mitad","1992","4","123"
"Amhara","Libo Kemkem","Mitad","2017","5","123"
"Amhara","Libo Kemkem","Mitad","2008","6","123"
"Amhara","Libo Kemkem","Mitad","1996","7","123"
"Amhara","Libo Kemkem","Mitad","2014","8","123"
"Amhara","Libo Kemkem","Mitad","2007","9","123"
"Amhara","Libo Kemkem","Mitad","2018","10","123"
"Amhara","Libo Kemkem","Estifanos","1984","1","124"
"Amhara","Libo Kemkem","Estifanos","1988","2","124"
"Amhara","Libo Kemkem","Estifanos","2002","3","124"
"Amhara","Libo Kemkem","Estifanos","1999","4","124"
"Amhara","Libo Kemkem","Estifanos","1990","5","124"
"Amhara","Libo Kemkem","Estifanos","2009","6","124"
"Amhara","Libo Kemkem","Estifanos","2010","7","124"
"Amhara","Libo Kemkem","Estifanos","2005","8","124"
"Amhara","Libo Kemkem","Estifanos","2015","9","124"
"Amhara","Libo Kemkem","Estifanos","2000","10","124"
"Amhara","Libo Kemkem","Anigot","1984","1","125"
"Amhara","Libo Kemkem","Anigot","1991","2","125"
"Amhara","Libo Kemkem","Anigot","1989","3","125"
"Amhara","Libo Kemkem","Anigot","1992","4","125"
"Amhara","Libo Kemkem","Anigot","2014","5","125"
"Amhara","Libo Kemkem","Anigot","2000","6","125"
"Amhara","Libo Kemkem","Anigot","2001","7","125"
"Amhara","Libo Kemkem","Anigot","2004","8","125"
"Amhara","Libo Kemkem","Anigot","2012","9","125"
"Amhara","Libo Kemkem","Anigot","2003","10","125"
"Amhara","Libo Kemkem","Ginaza","1990","1","126"
"Amhara","Libo Kemkem","Ginaza","1992","2","126"
"Amhara","Libo Kemkem","Ginaza","2002","3","126"
"Amhara","Libo Kemkem","Ginaza","2008","4","126"
"Amhara","Libo Kemkem","Ginaza","1991","5","126"
"Amhara","Libo Kemkem","Ginaza","2013","6","126"
"Amhara","Libo Kemkem","Ginaza","2012","7","126"
"Amhara","Libo Kemkem","Ginaza","2004","8","126"
"Amhara","Libo Kemkem","Ginaza","2004","9","126"
"Amhara","Libo Kemkem","Ginaza","2004","10","126"
"Amhara","Enesie Sar Midir","Goshedur-033-","1984","1","127"
