gid,Village,District,Region,Country,year,mean,rank
75,Teru, Zone 4, Afar, Ethiopia,1990,0.9244206876033058,2
75,Teru, Zone 4, Afar, Ethiopia,2004,0.9607795408196721,3
75,Teru, Zone 4, Afar, Ethiopia,1987,1.02769858,4
75,Teru, Zone 4, Afar, Ethiopia,1983,1.149057197522124,5
75,Teru, Zone 4, Afar, Ethiopia,1991,1.2107961582644624,6
75,Teru, Zone 4, Afar, Ethiopia,1985,1.386047891008403,7
75,Teru, Zone 4, Afar, Ethiopia,2005,1.4963551616393445,8
75,Teru, Zone 4, Afar, Ethiopia,2012,1.5326950359836062,9
75,Teru, Zone 4, Afar, Ethiopia,1997,1.5364943933606559,10
76,Yalo, Zone 4, Afar, Ethiopia,1984,0.44874586034782615,1
76,Yalo, Zone 4, Afar, Ethiopia,1990,1.0299249312396694,2
76,Yalo, Zone 4, Afar, Ethiopia,2004,1.0914520131967214,3
76,Yalo, Zone 4, Afar, Ethiopia,1987,1.0959478017391302,4
76,Yalo, Zone 4, Afar, Ethiopia,1985,1.4416076033613443,5
76,Yalo, Zone 4, Afar, Ethiopia,1983,1.4616153893805308,6
76,Yalo, Zone 4, Afar, Ethiopia,1991,1.540568510743802,7
76,Yalo, Zone 4, Afar, Ethiopia,2005,1.5753959270491809,8
76,Yalo, Zone 4, Afar, Ethiopia,1997,1.73189609,9
76,Yalo, Zone 4, Afar, Ethiopia,2002,1.7450291937704916,10
77,Artuma, Zone 5, Afar, Ethiopia,1987,0.5624800956521738,1
77,Artuma, Zone 5, Afar, Ethiopia,1984,0.9444922565217392,2
77,Artuma, Zone 5, Afar, Ethiopia,2011,1.4728382617213114,3
77,Artuma, Zone 5, Afar, Ethiopia,2002,1.7310046540983608,4
77,Artuma, Zone 5, Afar, Ethiopia,2004,1.902466542622951,5
77,Artuma, Zone 5, Afar, Ethiopia,2001,1.9684188504918032,6
77,Artuma, Zone 5, Afar, Ethiopia,2009,2.1658692524590157,7
77,Artuma, Zone 5, Afar, Ethiopia,2005,2.1742014098360656,8
77,Artuma, Zone 5, Afar, Ethiopia,1993,2.204428931034483,9
77,Artuma, Zone 5, Afar, Ethiopia,1990,2.212837547107437,10
78,Dewe, Zone 5, Afar, Ethiopia,1987,0.6146433774173912,1
78,Dewe, Zone 5, Afar, Ethiopia,1984,0.6549624834521739,2
78,Dewe, Zone 5, Afar, Ethiopia,2011,1.5152344924754098,3
78,Dewe, Zone 5, Afar, Ethiopia,2002,1.7394551497868849,4
78,Dewe, Zone 5, Afar, Ethiopia,2004,1.837637477704918,5
78,Dewe, Zone 5, Afar, Ethiopia,1990,1.9183051199256205,6
78,Dewe, Zone 5, Afar, Ethiopia,2001,1.9268864240901635,7
78,Dewe, Zone 5, Afar, Ethiopia,2009,2.0139267661065574,8
78,Dewe, Zone 5, Afar, Ethiopia,1992,2.167996267075,9
78,Dewe, Zone 5, Afar, Ethiopia,2005,2.2484557019672127,10
79,Fursi, Zone 5, Afar, Ethiopia,1987,0.4408729572173913,1
79,Fursi, Zone 5, Afar, Ethiopia,2002,1.5306988298360658,2
79,Fursi, Zone 5, Afar, Ethiopia,1984,1.6311559659130437,3
79,Fursi, Zone 5, Afar, Ethiopia,2004,1.7907520167213118,4
79,Fursi, Zone 5, Afar, Ethiopia,2001,1.8175122603278688,5
79,Fursi, Zone 5, Afar, Ethiopia,2009,1.8239360590163936,6
79,Fursi, Zone 5, Afar, Ethiopia,2011,1.9288801728196725,7
79,Fursi, Zone 5, Afar, Ethiopia,2005,1.934896460327869,8
79,Fursi, Zone 5, Afar, Ethiopia,1990,2.041927268677686,9
79,Fursi, Zone 5, Afar, Ethiopia,2000,2.093468312131148,10
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,1987,0.6777156552173913,1
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,2002,1.3849716565573769,2
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,2004,1.6560753409836066,3
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,2009,1.7236764566393448,4
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,2001,1.845510083360656,5
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,1984,1.9158164527826087,6
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,2005,1.9533566600000003,7
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,1990,1.9817984580165289,8
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,2011,2.08512397295082,9
80,Simurobi Gele'alo, Zone 5, Afar, Ethiopia,2000,2.149110864754098,10
81,Telalak, Zone 5, Afar, Ethiopia,1984,0.5847867260869564,1
81,Telalak, Zone 5, Afar, Ethiopia,1987,0.6178126757391302,2
81,Telalak, Zone 5, Afar, Ethiopia,1990,1.3017912556198343,3
81,Telalak, Zone 5, Afar, Ethiopia,2011,1.5224164220491805,4
81,Telalak, Zone 5, Afar, Ethiopia,2004,1.5397369261475409,5
81,Telalak, Zone 5, Afar, Ethiopia,2002,1.6815951095901642,6
81,Telalak, Zone 5, Afar, Ethiopia,2001,1.8121378824590169,7
81,Telalak, Zone 5, Afar, Ethiopia,2009,1.9114990235245903,8
81,Telalak, Zone 5, Afar, Ethiopia,2005,2.155018652295082,9
81,Telalak, Zone 5, Afar, Ethiopia,2000,2.1867249573770486,10
82,Ankesha, Awi, Amhara, Ethiopia,2001,4.450781539344262,1
82,Ankesha, Awi, Amhara, Ethiopia,2000,5.5004278312295085,2
82,Ankesha, Awi, Amhara, Ethiopia,2004,5.617931532459017,3
82,Ankesha, Awi, Amhara, Ethiopia,2011,5.623102614754098,4
82,Ankesha, Awi, Amhara, Ethiopia,2005,5.7169782295082,5
82,Ankesha, Awi, Amhara, Ethiopia,2007,5.804128420409838,6
82,Ankesha, Awi, Amhara, Ethiopia,2003,6.158993864590162,7
82,Ankesha, Awi, Amhara, Ethiopia,1983,6.619590746902651,8
82,Ankesha, Awi, Amhara, Ethiopia,2008,6.739120518360653,9
82,Ankesha, Awi, Amhara, Ethiopia,2009,6.745784302786884,10
83,Banja, Awi, Amhara, Ethiopia,2001,4.561270502540983,1
83,Banja, Awi, Amhara, Ethiopia,2011,5.5594938484426235,2
83,Banja, Awi, Amhara, Ethiopia,2000,5.605560759483607,3
83,Banja, Awi, Amhara, Ethiopia,2007,5.845531177868852,4
83,Banja, Awi, Amhara, Ethiopia,2005,5.905198278852459,5
83,Banja, Awi, Amhara, Ethiopia,2004,6.103045201639342,6
83,Banja, Awi, Amhara, Ethiopia,2003,6.475650589180324,7
83,Banja, Awi, Amhara, Ethiopia,1992,6.836114170500003,8
83,Banja, Awi, Amhara, Ethiopia,1983,7.073171032743362,9
83,Banja, Awi, Amhara, Ethiopia,1995,7.0928489927966085,10
84,Dangila, Awi, Amhara, Ethiopia,2001,5.306063338032788,1
84,Dangila, Awi, Amhara, Ethiopia,2004,5.644791007672132,2
84,Dangila, Awi, Amhara, Ethiopia,2000,5.819523104098362,3
84,Dangila, Awi, Amhara, Ethiopia,2011,5.892668528278692,4
84,Dangila, Awi, Amhara, Ethiopia,2007,6.667727963418032,5
84,Dangila, Awi, Amhara, Ethiopia,2003,6.673873633442621,6
84,Dangila, Awi, Amhara, Ethiopia,2005,6.738101815409832,7
84,Dangila, Awi, Amhara, Ethiopia,2002,7.245102774426229,8
84,Dangila, Awi, Amhara, Ethiopia,2009,7.9114817570819715,9
84,Dangila, Awi, Amhara, Ethiopia,2013,7.918287795508197,10
85,Fagta Lakoma, Awi, Amhara, Ethiopia,2001,4.981546984426228,1
85,Fagta Lakoma, Awi, Amhara, Ethiopia,2004,5.406045993032788,2
85,Fagta Lakoma, Awi, Amhara, Ethiopia,2000,5.7036911799180325,3
85,Fagta Lakoma, Awi, Amhara, Ethiopia,2011,5.768611377786888,4
85,Fagta Lakoma, Awi, Amhara, Ethiopia,2005,6.223529946803278,5
85,Fagta Lakoma, Awi, Amhara, Ethiopia,2007,6.492275234196719,6
85,Fagta Lakoma, Awi, Amhara, Ethiopia,2003,6.653559724426232,7
85,Fagta Lakoma, Awi, Amhara, Ethiopia,1983,7.008308605840711,8
85,Fagta Lakoma, Awi, Amhara, Ethiopia,1992,7.307357129166669,9
85,Fagta Lakoma, Awi, Amhara, Ethiopia,2002,7.31075495081967,10
86,Guangua, Awi, Amhara, Ethiopia,2001,4.390192830245902,1
86,Guangua, Awi, Amhara, Ethiopia,2004,4.837473191393442,2
86,Guangua, Awi, Amhara, Ethiopia,2011,5.311756791885244,3
86,Guangua, Awi, Amhara, Ethiopia,2005,5.99157410180328,4
86,Guangua, Awi, Amhara, Ethiopia,2000,6.152895524426223,5
86,Guangua, Awi, Amhara, Ethiopia,2003,6.207348057131148,6
86,Guangua, Awi, Amhara, Ethiopia,2007,6.295431215491803,7
86,Guangua, Awi, Amhara, Ethiopia,2002,6.566989152868854,8
86,Guangua, Awi, Amhara, Ethiopia,2013,6.64418164180328,9
86,Guangua, Awi, Amhara, Ethiopia,1983,6.72327084345133,10
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,2011,5.062463650819671,1
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,2004,5.1303851040983615,2
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,2001,5.158782590983607,3
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,2000,5.494879786885243,4
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,2005,5.532543516393441,5
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,1997,5.757112311475407,6
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,2009,5.913911968032786,7
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,2003,6.08421177295082,8
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,2007,6.554849604918032,9
87,Bahir Dar, Bar Dar Sp. Zone, Amhara, Ethiopia,2002,6.9497139311475395,10
88,Awabel, East Gojam, Amhara, Ethiopia,2011,3.4323292475409826,1
88,Awabel, East Gojam, Amhara, Ethiopia,2004,3.4793633195901643,2
88,Awabel, East Gojam, Amhara, Ethiopia,2001,3.5250060151639344,3
88,Awabel, East Gojam, Amhara, Ethiopia,2005,3.6456663623770487,4
88,Awabel, East Gojam, Amhara, Ethiopia,2015,3.7781051319918033,5
88,Awabel, East Gojam, Amhara, Ethiopia,2000,3.836444788934428,6
88,Awabel, East Gojam, Amhara, Ethiopia,2003,4.0342273473852455,7
88,Awabel, East Gojam, Amhara, Ethiopia,2002,4.118596743770492,8
88,Awabel, East Gojam, Amhara, Ethiopia,1986,4.398936101160716,9
88,Awabel, East Gojam, Amhara, Ethiopia,2009,4.485244995819673,10
89,Baso Liben, East Gojam, Amhara, Ethiopia,2004,3.217440782704917,1
89,Baso Liben, East Gojam, Amhara, Ethiopia,2005,3.718850289040984,2
89,Baso Liben, East Gojam, Amhara, Ethiopia,2011,3.839104828459016,3
89,Baso Liben, East Gojam, Amhara, Ethiopia,2001,3.860654034590164,4
89,Baso Liben, East Gojam, Amhara, Ethiopia,2000,4.004798493114755,5
89,Baso Liben, East Gojam, Amhara, Ethiopia,2002,4.0715645258196735,6
89,Baso Liben, East Gojam, Amhara, Ethiopia,2015,4.297859063360656,7
89,Baso Liben, East Gojam, Amhara, Ethiopia,2003,4.401761303360656,8
89,Baso Liben, East Gojam, Amhara, Ethiopia,1986,4.623115385669641,9
89,Baso Liben, East Gojam, Amhara, Ethiopia,2009,4.896000088688523,10
90,Bibugn, East Gojam, Amhara, Ethiopia,2004,3.1270522442622943,1
90,Bibugn, East Gojam, Amhara, Ethiopia,2005,3.2317404704098363,2
90,Bibugn, East Gojam, Amhara, Ethiopia,2001,3.428003571311475,3
90,Bibugn, East Gojam, Amhara, Ethiopia,2011,3.4535970696721296,4
90,Bibugn, East Gojam, Amhara, Ethiopia,2000,3.6632996940163935,5
90,Bibugn, East Gojam, Amhara, Ethiopia,1992,3.7911736214999983,6
90,Bibugn, East Gojam, Amhara, Ethiopia,2002,3.885048168688524,7
90,Bibugn, East Gojam, Amhara, Ethiopia,1986,4.026211936517857,8
90,Bibugn, East Gojam, Amhara, Ethiopia,1995,4.095264129152543,9
90,Bibugn, East Gojam, Amhara, Ethiopia,1987,4.1092542506956535,10
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,2004,3.1123625559016395,1
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,2011,3.1970574834426224,2
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,2001,3.4814208077868862,3
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,2005,3.525674677868852,4
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,2000,3.5369672472950806,5
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,1987,3.754324694260871,6
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,2015,3.758546635983607,7
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,2002,3.956789428688524,8
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,2003,4.126613830409837,9
91,Debay Telatgen, East Gojam, Amhara, Ethiopia,1992,4.141808567916668,10
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2011,3.5870034811475406,1
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2004,4.087090568032789,2
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2005,4.11283395737705,3
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2001,4.222519281967212,4
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2000,4.324674647540983,5
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2015,4.598760236885244,6
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2003,4.759413392622951,7
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2002,4.859659158196721,8
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2009,5.508734881967214,9
92,Debre Marqos, East Gojam, Amhara, Ethiopia,2018,5.525567354098358,10
93,Dejen, East Gojam, Amhara, Ethiopia,2004,3.0807392725409843,1
93,Dejen, East Gojam, Amhara, Ethiopia,2011,3.0844870635245907,2
93,Dejen, East Gojam, Amhara, Ethiopia,2001,3.245776043295083,3
93,Dejen, East Gojam, Amhara, Ethiopia,2005,3.4020649416393454,4
93,Dejen, East Gojam, Amhara, Ethiopia,2002,3.482592971393442,5
93,Dejen, East Gojam, Amhara, Ethiopia,2000,3.5197870870491794,6
93,Dejen, East Gojam, Amhara, Ethiopia,1992,3.5322988776666677,7
93,Dejen, East Gojam, Amhara, Ethiopia,2015,3.6765921122131138,8
93,Dejen, East Gojam, Amhara, Ethiopia,2003,3.869345427049181,9
93,Dejen, East Gojam, Amhara, Ethiopia,1987,4.220665220443478,10
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,1987,2.3945132974782606,1
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,2004,2.5356472943442614,2
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,2011,2.685936199344262,3
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,1992,2.899732128516667,4
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,2002,3.0506308383688534,5
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,2015,3.1078447737622947,6
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,2005,3.1078931313934435,7
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,2000,3.1760117631147526,8
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,2001,3.250764017131148,9
94,Enarj Enawga, East Gojam, Amhara, Ethiopia,1984,3.317433017652172,10
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,1987,1.981845784608696,1
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,2004,2.4419726246721307,2
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,2011,2.7208170136885235,3
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,2005,2.7374248504098366,4
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,2002,2.782293896885247,5
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,1992,2.8041510474166667,6
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,2015,2.808099127131148,7
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,1984,3.13655651052174,8
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,2001,3.185497717786886,9
95,Enbise Sar Midir, East Gojam, Amhara, Ethiopia,1993,3.350136156465517,10
96,Enemay, East Gojam, Amhara, Ethiopia,2011,2.859940433852459,1
96,Enemay, East Gojam, Amhara, Ethiopia,1987,2.973364182086956,2
96,Enemay, East Gojam, Amhara, Ethiopia,2004,3.0316250709836066,3
96,Enemay, East Gojam, Amhara, Ethiopia,2002,3.152254379180328,4
96,Enemay, East Gojam, Amhara, Ethiopia,1992,3.2289563965000014,5
96,Enemay, East Gojam, Amhara, Ethiopia,2015,3.3615721912295085,6
96,Enemay, East Gojam, Amhara, Ethiopia,2000,3.424454527418032,7
96,Enemay, East Gojam, Amhara, Ethiopia,2005,3.4416523210655727,8
96,Enemay, East Gojam, Amhara, Ethiopia,1984,3.562343103304348,9
96,Enemay, East Gojam, Amhara, Ethiopia,2001,3.6500763058196735,10
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,2004,2.644901250573771,1
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,1987,2.8477494935652183,2
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,2005,2.994055356557378,3
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,2011,3.0479815987704932,4
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,1992,3.124468729333334,5
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,2001,3.2257703904098363,6
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,2002,3.2718927040983603,7
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,2000,3.298318460409836,8
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,1989,3.517716266779661,9
97,Goncha Siso Enese, East Gojam, Amhara, Ethiopia,2015,3.8392195773770488,10
98,Guzamn, East Gojam, Amhara, Ethiopia,2004,3.6534341795081966,1
98,Guzamn, East Gojam, Amhara, Ethiopia,2011,3.746151308032786,2
98,Guzamn, East Gojam, Amhara, Ethiopia,2001,3.889729872868852,3
98,Guzamn, East Gojam, Amhara, Ethiopia,2000,4.05365796459836,4
98,Guzamn, East Gojam, Amhara, Ethiopia,2005,4.055599615819671,5
98,Guzamn, East Gojam, Amhara, Ethiopia,2003,4.593523131393441,6
98,Guzamn, East Gojam, Amhara, Ethiopia,2002,4.743524123647537,7
98,Guzamn, East Gojam, Amhara, Ethiopia,2015,4.757602217459015,8
98,Guzamn, East Gojam, Amhara, Ethiopia,1995,4.786390995508474,9
98,Guzamn, East Gojam, Amhara, Ethiopia,1992,5.250133056691666,10
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,2004,2.8551722163114768,1
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,2005,3.0477830895081963,2
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,1987,3.3848111363478264,3
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,2011,3.4380930218032786,4
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,2000,3.4394874265573754,5
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,2001,3.455433848852459,6
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,1992,3.5928134079166667,7
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,2002,3.8412290684426247,8
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,1989,4.011810649152541,9
99,Hulet Ej Enese, East Gojam, Amhara, Ethiopia,1986,4.025964739178572,10
100,Machakel, East Gojam, Amhara, Ethiopia,2001,3.7354467379508196,1
100,Machakel, East Gojam, Amhara, Ethiopia,2004,3.779463734057377,2
100,Machakel, East Gojam, Amhara, Ethiopia,2011,4.0180670434426204,3
100,Machakel, East Gojam, Amhara, Ethiopia,2005,4.2620063410655735,4
100,Machakel, East Gojam, Amhara, Ethiopia,2000,4.399656256213113,5
100,Machakel, East Gojam, Amhara, Ethiopia,1992,4.566647091508836,6
100,Machakel, East Gojam, Amhara, Ethiopia,2003,4.839602477868854,7
100,Machakel, East Gojam, Amhara, Ethiopia,1995,4.919122293728812,8
100,Machakel, East Gojam, Amhara, Ethiopia,2007,5.072632706639341,9
100,Machakel, East Gojam, Amhara, Ethiopia,1986,5.07655635717857,10
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,2011,2.692033897950819,1
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,2002,2.874591721721312,2
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,1992,2.8970336466666664,3
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,2004,2.955101286065573,4
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,2001,3.1938999293114763,5
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,2005,3.198061899754097,6
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,2015,3.27369465,7
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,2000,3.4665154263934426,8
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,1984,3.9410039065217375,9
101,Shebel Berenta, East Gojam, Amhara, Ethiopia,2003,4.004618165163936,10
102,Addi Arkay, North Gonder, Amhara, Ethiopia,2004,3.561878011721311,1
102,Addi Arkay, North Gonder, Amhara, Ethiopia,2002,3.779818107786885,2
102,Addi Arkay, North Gonder, Amhara, Ethiopia,2011,3.821771717213117,3
102,Addi Arkay, North Gonder, Amhara, Ethiopia,2005,4.596188315655733,4
102,Addi Arkay, North Gonder, Amhara, Ethiopia,2000,4.6795118564754095,5
102,Addi Arkay, North Gonder, Amhara, Ethiopia,2001,4.680631791803278,6
102,Addi Arkay, North Gonder, Amhara, Ethiopia,1984,5.026965780869566,7
102,Addi Arkay, North Gonder, Amhara, Ethiopia,2003,5.150301931639347,8
102,Addi Arkay, North Gonder, Amhara, Ethiopia,2013,5.448383263114754,9
102,Addi Arkay, North Gonder, Amhara, Ethiopia,2008,5.584981100163933,10
103,Alefa, North Gonder, Amhara, Ethiopia,2001,5.1242365048442595,1
103,Alefa, North Gonder, Amhara, Ethiopia,2004,5.287570502459019,2
103,Alefa, North Gonder, Amhara, Ethiopia,2000,5.430585885040983,3
103,Alefa, North Gonder, Amhara, Ethiopia,2011,5.521897046065574,4
103,Alefa, North Gonder, Amhara, Ethiopia,2005,6.10683217434426,5
103,Alefa, North Gonder, Amhara, Ethiopia,2003,6.6217755245901655,6
103,Alefa, North Gonder, Amhara, Ethiopia,2007,6.716501233303277,7
103,Alefa, North Gonder, Amhara, Ethiopia,2002,6.763896257180329,8
103,Alefa, North Gonder, Amhara, Ethiopia,1994,6.956359372571431,9
103,Alefa, North Gonder, Amhara, Ethiopia,1992,6.998221979416669,10
104,Belesa, North Gonder, Amhara, Ethiopia,2004,2.171832707811475,1
104,Belesa, North Gonder, Amhara, Ethiopia,1987,2.4745633329217385,2
104,Belesa, North Gonder, Amhara, Ethiopia,2011,2.7721056663688524,3
104,Belesa, North Gonder, Amhara, Ethiopia,2002,2.78984775880328,4
104,Belesa, North Gonder, Amhara, Ethiopia,2000,3.1517857499180315,5
104,Belesa, North Gonder, Amhara, Ethiopia,2005,3.169497094032787,6
104,Belesa, North Gonder, Amhara, Ethiopia,1990,3.175602561735538,7
104,Belesa, North Gonder, Amhara, Ethiopia,1984,3.2235598717391296,8
104,Belesa, North Gonder, Amhara, Ethiopia,1983,3.3120186357699115,9
104,Belesa, North Gonder, Amhara, Ethiopia,1992,3.3514542075,10
105,Beyeda, North Gonder, Amhara, Ethiopia,2002,2.417112728032785,1
105,Beyeda, North Gonder, Amhara, Ethiopia,2004,2.5160041520491805,2
105,Beyeda, North Gonder, Amhara, Ethiopia,2011,2.9387456989344254,3
105,Beyeda, North Gonder, Amhara, Ethiopia,1984,3.0411666147826084,4
105,Beyeda, North Gonder, Amhara, Ethiopia,2005,3.1401278990983617,5
105,Beyeda, North Gonder, Amhara, Ethiopia,2000,3.692936503196721,6
105,Beyeda, North Gonder, Amhara, Ethiopia,2001,3.7105650440163935,7
105,Beyeda, North Gonder, Amhara, Ethiopia,2008,3.795055592704919,8
105,Beyeda, North Gonder, Amhara, Ethiopia,2003,3.7994713031967207,9
105,Beyeda, North Gonder, Amhara, Ethiopia,2015,3.854804107377048,10
106,Chilga, North Gonder, Amhara, Ethiopia,2004,4.799511606475412,1
106,Chilga, North Gonder, Amhara, Ethiopia,2011,4.823861796065576,2
106,Chilga, North Gonder, Amhara, Ethiopia,2000,5.411059931147539,3
106,Chilga, North Gonder, Amhara, Ethiopia,2001,5.553244667704918,4
106,Chilga, North Gonder, Amhara, Ethiopia,2005,5.800189781147537,5
106,Chilga, North Gonder, Amhara, Ethiopia,2002,6.1710566981147545,6
106,Chilga, North Gonder, Amhara, Ethiopia,2003,6.33337185737705,7
106,Chilga, North Gonder, Amhara, Ethiopia,2007,6.391792899475408,8
106,Chilga, North Gonder, Amhara, Ethiopia,1994,6.806174904453782,9
106,Chilga, North Gonder, Amhara, Ethiopia,2010,6.912683689426231,10
107,Dabat, North Gonder, Amhara, Ethiopia,2004,2.863903533524589,1
107,Dabat, North Gonder, Amhara, Ethiopia,2001,3.4047206113114763,2
107,Dabat, North Gonder, Amhara, Ethiopia,2011,3.435788882704919,3
107,Dabat, North Gonder, Amhara, Ethiopia,2002,3.6869774384754095,4
107,Dabat, North Gonder, Amhara, Ethiopia,2005,3.707927616557377,5
107,Dabat, North Gonder, Amhara, Ethiopia,1984,3.744486889391304,6
107,Dabat, North Gonder, Amhara, Ethiopia,2000,3.810210983196721,7
107,Dabat, North Gonder, Amhara, Ethiopia,2013,4.346147018278689,8
107,Dabat, North Gonder, Amhara, Ethiopia,2003,4.5312060010655735,9
107,Dabat, North Gonder, Amhara, Ethiopia,1992,4.568063179749999,10
108,Debarq, North Gonder, Amhara, Ethiopia,2004,3.3307688600819665,1
108,Debarq, North Gonder, Amhara, Ethiopia,2011,3.673265855286884,2
108,Debarq, North Gonder, Amhara, Ethiopia,2002,3.920951245737706,3
108,Debarq, North Gonder, Amhara, Ethiopia,2001,4.095522570163936,4
108,Debarq, North Gonder, Amhara, Ethiopia,2005,4.0993083909836034,5
108,Debarq, North Gonder, Amhara, Ethiopia,1984,4.34494342747826,6
108,Debarq, North Gonder, Amhara, Ethiopia,2000,4.410421695901638,7
108,Debarq, North Gonder, Amhara, Ethiopia,1987,4.9593171939130425,8
108,Debarq, North Gonder, Amhara, Ethiopia,2003,4.9934414296721314,9
108,Debarq, North Gonder, Amhara, Ethiopia,2013,5.2328275016393455,10
109,Dembia, North Gonder, Amhara, Ethiopia,2004,3.5251893004098345,1
109,Dembia, North Gonder, Amhara, Ethiopia,2011,3.837289723032786,2
109,Dembia, North Gonder, Amhara, Ethiopia,2001,4.0650858244262285,3
109,Dembia, North Gonder, Amhara, Ethiopia,2000,4.178847441803279,4
109,Dembia, North Gonder, Amhara, Ethiopia,2007,4.5663155571311504,5
109,Dembia, North Gonder, Amhara, Ethiopia,2005,4.57689082803279,6
109,Dembia, North Gonder, Amhara, Ethiopia,2003,4.679873585245901,7
109,Dembia, North Gonder, Amhara, Ethiopia,2002,4.721335381639343,8
109,Dembia, North Gonder, Amhara, Ethiopia,1992,4.7708384809166695,9
109,Dembia, North Gonder, Amhara, Ethiopia,2013,5.3430162126229535,10
110,Gonder, North Gonder, Amhara, Ethiopia,2011,3.2060971803278693,1
110,Gonder, North Gonder, Amhara, Ethiopia,2004,3.3329643843442622,2
