gid,Village,District,Region,Country,year,mean,rank
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,1987,1.2052496844782608,1
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,2002,1.4297000206229509,2
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,2004,1.5168976459016392,3
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,1990,1.657892255396694,4
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,2000,1.7589822569508196,5
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,2005,1.943608063032788,6
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,1993,2.1075165157931046,7
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,2015,2.2783080615081963,8
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,2009,2.2820527456557373,9
1,Minjarna Shenkora, North Shewa (K3), Amhara, Ethiopia,2014,2.3563946304344263,10
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,1987,1.009027824347826,1
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,1984,1.641852402521739,2
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,2004,1.6996214614754095,3
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,2001,1.8811209632786887,4
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,2002,1.9028447327868847,5
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,2009,1.914511042622951,6
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,1990,2.193411119008265,7
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,2000,2.198322237131148,8
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,2005,2.3168240991803275,9
2,Mojana Wadera, North Shewa (K3), Amhara, Ethiopia,2015,2.351737070163934,10
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,1987,1.8750544582608693,1
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,2002,1.9359466690163931,2
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,2004,2.0274881009836068,3
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,2001,2.3802036381967207,4
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,2015,2.670646609016393,5
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,2000,2.6826011648360653,6
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,1992,2.7671849819999994,7
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,2011,2.8091775113114754,8
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,2005,2.845507822950819,9
3,Moretna Jiru, North Shewa (K3), Amhara, Ethiopia,1984,2.8686394693913035,10
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,1987,2.278232685478261,1
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,2004,2.2838395861475416,2
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,2002,2.35905941147541,3
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,1983,2.476902515929204,4
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,1992,2.6369166717500003,5
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,2001,2.7396726599999988,6
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,2000,2.749927011311476,7
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,2005,2.8667052439344256,8
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,2014,2.966344315819672,9
4,Siya Debirna Wayu & Ensaro, North Shewa (K3), Amhara, Ethiopia,2011,3.001274441967213,10
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,1987,1.174636195652174,1
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,2002,1.9835531524590164,2
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,2004,2.1068150701639348,3
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,1983,2.1343112355752214,4
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,2001,2.1813386893442623,5
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,2000,2.3874414693442625,6
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,2015,2.4068823006557385,7
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,1984,2.4212784034782606,8
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,2005,2.519886599180328,9
5,Tarmaber, North Shewa (K3), Amhara, Ethiopia,2011,2.7657396950819666,10
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,2004,2.313159277540983,1
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,2001,2.6705118768032783,2
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,2002,2.7007892952459014,3
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,2011,2.872740827622952,4
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,1984,2.998357776695652,5
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,2005,3.127237679508197,6
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,1992,3.143784226583333,7
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,1987,3.2068288913043475,8
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,1989,3.3019855999999987,9
6,Weremo Wajetuna Mida, North Shewa (K3), Amhara, Ethiopia,2000,3.445693066311475,10
7,Bugna, North Wollo, Amhara, Ethiopia,1984,0.753053212173913,1
7,Bugna, North Wollo, Amhara, Ethiopia,1987,1.3424246682608698,2
7,Bugna, North Wollo, Amhara, Ethiopia,1983,1.8660394432743368,3
7,Bugna, North Wollo, Amhara, Ethiopia,2004,1.9972668098770487,4
7,Bugna, North Wollo, Amhara, Ethiopia,1993,2.1281122555689658,5
7,Bugna, North Wollo, Amhara, Ethiopia,2002,2.1628078890983606,6
7,Bugna, North Wollo, Amhara, Ethiopia,2011,2.203953097213115,7
7,Bugna, North Wollo, Amhara, Ethiopia,1990,2.3300018975206616,8
7,Bugna, North Wollo, Amhara, Ethiopia,2005,2.4194826877868847,9
7,Bugna, North Wollo, Amhara, Ethiopia,1989,2.7555006052542383,10
8,Fogera, South Gonder, Amhara, Ethiopia,2004,3.7267376770491802,1
8,Fogera, South Gonder, Amhara, Ethiopia,1992,4.074086751033332,2
8,Fogera, South Gonder, Amhara, Ethiopia,2011,4.159280489122948,3
8,Fogera, South Gonder, Amhara, Ethiopia,2001,4.446933311967213,4
8,Fogera, South Gonder, Amhara, Ethiopia,2005,4.57598995942623,5
8,Fogera, South Gonder, Amhara, Ethiopia,2000,4.617283724590164,6
8,Fogera, South Gonder, Amhara, Ethiopia,2003,5.563333086885244,7
8,Fogera, South Gonder, Amhara, Ethiopia,2008,5.692983046721313,8
8,Fogera, South Gonder, Amhara, Ethiopia,1983,5.7575582612389375,9
8,Fogera, South Gonder, Amhara, Ethiopia,2002,5.842186647868853,10
9,Kemekem, South Gonder, Amhara, Ethiopia,2004,2.689998513114754,1
9,Kemekem, South Gonder, Amhara, Ethiopia,2011,3.611822910409836,2
9,Kemekem, South Gonder, Amhara, Ethiopia,1992,3.745926467499999,3
9,Kemekem, South Gonder, Amhara, Ethiopia,2002,3.755318566803279,4
9,Kemekem, South Gonder, Amhara, Ethiopia,2005,3.8263453556557376,5
9,Kemekem, South Gonder, Amhara, Ethiopia,2000,3.908590441475411,6
9,Kemekem, South Gonder, Amhara, Ethiopia,1987,4.215433406608695,7
9,Kemekem, South Gonder, Amhara, Ethiopia,2001,4.489583748442623,8
9,Kemekem, South Gonder, Amhara, Ethiopia,2003,4.581237399508196,9
9,Kemekem, South Gonder, Amhara, Ethiopia,1983,4.588668635044245,10
10,Lay Gayint, South Gonder, Amhara, Ethiopia,1987,1.6221206808695654,1
10,Lay Gayint, South Gonder, Amhara, Ethiopia,2004,2.126826925573771,2
10,Lay Gayint, South Gonder, Amhara, Ethiopia,1984,2.2694099686086955,3
10,Lay Gayint, South Gonder, Amhara, Ethiopia,2005,2.5709519776229515,4
10,Lay Gayint, South Gonder, Amhara, Ethiopia,1993,2.6668762589655164,5
10,Lay Gayint, South Gonder, Amhara, Ethiopia,1992,2.8284645375,6
10,Lay Gayint, South Gonder, Amhara, Ethiopia,2002,2.8935819917213115,7
10,Lay Gayint, South Gonder, Amhara, Ethiopia,2011,2.9412323320491804,8
10,Lay Gayint, South Gonder, Amhara, Ethiopia,1990,3.1236623319008268,9
10,Lay Gayint, South Gonder, Amhara, Ethiopia,1989,3.1409149266949155,10
11,Simada, South Gonder, Amhara, Ethiopia,1987,1.9140327944347832,1
11,Simada, South Gonder, Amhara, Ethiopia,2004,2.4025289408196717,2
11,Simada, South Gonder, Amhara, Ethiopia,1990,2.7835646644628103,3
11,Simada, South Gonder, Amhara, Ethiopia,2011,2.8231224152950816,4
11,Simada, South Gonder, Amhara, Ethiopia,2005,2.895811059098361,5
11,Simada, South Gonder, Amhara, Ethiopia,2001,2.9136808318852467,6
11,Simada, South Gonder, Amhara, Ethiopia,1989,2.985837689830507,7
11,Simada, South Gonder, Amhara, Ethiopia,1984,3.1191228608695654,8
11,Simada, South Gonder, Amhara, Ethiopia,2015,3.1830912622950804,9
11,Simada, South Gonder, Amhara, Ethiopia,2000,3.2108789737704915,10
12,Tach Gayint, South Gonder, Amhara, Ethiopia,1984,1.860580866086957,1
12,Tach Gayint, South Gonder, Amhara, Ethiopia,1987,2.0596756633043483,2
12,Tach Gayint, South Gonder, Amhara, Ethiopia,2004,2.184186886311475,3
12,Tach Gayint, South Gonder, Amhara, Ethiopia,2005,2.3303922962295083,4
12,Tach Gayint, South Gonder, Amhara, Ethiopia,1997,2.4282680108196724,5
12,Tach Gayint, South Gonder, Amhara, Ethiopia,2002,2.4954311299180327,6
12,Tach Gayint, South Gonder, Amhara, Ethiopia,1992,2.5714562158333343,7
12,Tach Gayint, South Gonder, Amhara, Ethiopia,1993,2.637263923275862,8
12,Tach Gayint, South Gonder, Amhara, Ethiopia,2011,2.6407872032786885,9
12,Tach Gayint, South Gonder, Amhara, Ethiopia,1989,2.715254401694916,10
13,Amba Sel, South Wollo, Amhara, Ethiopia,1987,1.4594501366086958,1
13,Amba Sel, South Wollo, Amhara, Ethiopia,1984,1.4906561319130434,2
13,Amba Sel, South Wollo, Amhara, Ethiopia,2005,2.2311071546721304,3
13,Amba Sel, South Wollo, Amhara, Ethiopia,2011,2.2837627138524588,4
13,Amba Sel, South Wollo, Amhara, Ethiopia,2004,2.341152252868852,5
13,Amba Sel, South Wollo, Amhara, Ethiopia,1993,2.390290540344828,6
13,Amba Sel, South Wollo, Amhara, Ethiopia,2015,2.5177542355737708,7
13,Amba Sel, South Wollo, Amhara, Ethiopia,1990,2.5195194764462814,8
13,Amba Sel, South Wollo, Amhara, Ethiopia,2002,2.6617001841475405,9
13,Amba Sel, South Wollo, Amhara, Ethiopia,1997,2.6825206378360664,10
14,Debre Sina, South Wollo, Amhara, Ethiopia,1984,2.3585168202608697,1
14,Debre Sina, South Wollo, Amhara, Ethiopia,2011,2.432084716393442,2
14,Debre Sina, South Wollo, Amhara, Ethiopia,1987,2.5183813625217395,3
14,Debre Sina, South Wollo, Amhara, Ethiopia,2004,2.5309868673770493,4
14,Debre Sina, South Wollo, Amhara, Ethiopia,1991,3.074729084297522,5
14,Debre Sina, South Wollo, Amhara, Ethiopia,2001,3.0813016495081977,6
14,Debre Sina, South Wollo, Amhara, Ethiopia,2002,3.1333901158196715,7
14,Debre Sina, South Wollo, Amhara, Ethiopia,2005,3.1693295610655725,8
14,Debre Sina, South Wollo, Amhara, Ethiopia,1992,3.2651446066666665,9
14,Debre Sina, South Wollo, Amhara, Ethiopia,1990,3.2757102219008267,10
15,Dessie, South Wollo, Amhara, Ethiopia,1984,1.4420283295652172,1
15,Dessie, South Wollo, Amhara, Ethiopia,2005,2.229275729508196,2
15,Dessie, South Wollo, Amhara, Ethiopia,1987,2.33676690173913,3
15,Dessie, South Wollo, Amhara, Ethiopia,2011,2.8319195934426227,4
15,Dessie, South Wollo, Amhara, Ethiopia,1983,2.842788763716814,5
15,Dessie, South Wollo, Amhara, Ethiopia,2002,2.9125303983606554,6
15,Dessie, South Wollo, Amhara, Ethiopia,2004,2.952819606557377,7
15,Dessie, South Wollo, Amhara, Ethiopia,2001,3.0417187573770503,8
15,Dessie, South Wollo, Amhara, Ethiopia,2015,3.0710650180327863,9
15,Dessie, South Wollo, Amhara, Ethiopia,1990,3.3271991049586767,10
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,1984,1.1921589313043477,1
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,1987,2.0131586592173907,2
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,2005,2.3687123515573782,3
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,2002,2.652976231885245,4
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,2011,2.6584171827868857,5
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,2004,2.6800664055737693,6
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,2015,2.8376290346721316,7
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,1990,3.012405702066116,8
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,2001,3.0878412368852453,9
16,Dessie Zuria, South Wollo, Amhara, Ethiopia,1983,3.2325635336283187,10
17,Jama, South Wollo, Amhara, Ethiopia,1987,1.3281311052173912,1
17,Jama, South Wollo, Amhara, Ethiopia,2004,2.2079403557377044,2
17,Jama, South Wollo, Amhara, Ethiopia,2002,2.3552655961475413,3
17,Jama, South Wollo, Amhara, Ethiopia,2011,2.5116136203278683,4
17,Jama, South Wollo, Amhara, Ethiopia,1984,2.5393940674782614,5
17,Jama, South Wollo, Amhara, Ethiopia,2001,2.6353453868852457,6
17,Jama, South Wollo, Amhara, Ethiopia,1990,2.7432377271900825,7
17,Jama, South Wollo, Amhara, Ethiopia,2015,2.790410418606558,8
17,Jama, South Wollo, Amhara, Ethiopia,2005,2.8549440077049177,9
17,Jama, South Wollo, Amhara, Ethiopia,1993,2.975056419827587,10
18,Kalu, South Wollo, Amhara, Ethiopia,1984,1.118333052347826,1
18,Kalu, South Wollo, Amhara, Ethiopia,1987,1.800459989478261,2
18,Kalu, South Wollo, Amhara, Ethiopia,2004,2.2772325663114747,3
18,Kalu, South Wollo, Amhara, Ethiopia,2011,2.326999018770492,4
18,Kalu, South Wollo, Amhara, Ethiopia,2005,2.444572749672132,5
18,Kalu, South Wollo, Amhara, Ethiopia,2002,2.57804575452459,6
18,Kalu, South Wollo, Amhara, Ethiopia,2001,2.713533786967213,7
18,Kalu, South Wollo, Amhara, Ethiopia,1990,2.715519977289256,8
18,Kalu, South Wollo, Amhara, Ethiopia,2015,2.8790955937131155,9
18,Kalu, South Wollo, Amhara, Ethiopia,2000,3.1310969868852463,10
19,Kelela, South Wollo, Amhara, Ethiopia,2011,2.3057867145901643,1
19,Kelela, South Wollo, Amhara, Ethiopia,1984,2.498498769565217,2
19,Kelela, South Wollo, Amhara, Ethiopia,2002,2.7835212836065573,3
19,Kelela, South Wollo, Amhara, Ethiopia,2015,2.854343229590165,4
19,Kelela, South Wollo, Amhara, Ethiopia,2004,2.885239026065573,5
19,Kelela, South Wollo, Amhara, Ethiopia,2001,2.9191483133606546,6
19,Kelela, South Wollo, Amhara, Ethiopia,1992,3.10063159175,7
19,Kelela, South Wollo, Amhara, Ethiopia,2005,3.173317110327869,8
19,Kelela, South Wollo, Amhara, Ethiopia,1987,3.246696347565217,9
19,Kelela, South Wollo, Amhara, Ethiopia,1990,3.464815252066116,10
20,Kombolcha, South Wollo, Amhara, Ethiopia,1983,,1
20,Kombolcha, South Wollo, Amhara, Ethiopia,1984,,2
20,Kombolcha, South Wollo, Amhara, Ethiopia,1985,,3
20,Kombolcha, South Wollo, Amhara, Ethiopia,1986,,4
20,Kombolcha, South Wollo, Amhara, Ethiopia,1987,,5
20,Kombolcha, South Wollo, Amhara, Ethiopia,1988,,6
20,Kombolcha, South Wollo, Amhara, Ethiopia,1989,,7
20,Kombolcha, South Wollo, Amhara, Ethiopia,1990,,8
20,Kombolcha, South Wollo, Amhara, Ethiopia,1991,,9
20,Kombolcha, South Wollo, Amhara, Ethiopia,1992,,10
21,Kutaber, South Wollo, Amhara, Ethiopia,1984,1.2195009053913042,1
21,Kutaber, South Wollo, Amhara, Ethiopia,1987,1.9614104188956525,2
21,Kutaber, South Wollo, Amhara, Ethiopia,2005,2.1607560360655738,3
21,Kutaber, South Wollo, Amhara, Ethiopia,1990,2.299139097355372,4
21,Kutaber, South Wollo, Amhara, Ethiopia,1993,2.3876425862327584,5
21,Kutaber, South Wollo, Amhara, Ethiopia,2011,2.468555558278689,6
21,Kutaber, South Wollo, Amhara, Ethiopia,2002,2.6187912241803266,7
21,Kutaber, South Wollo, Amhara, Ethiopia,2015,2.7287083637704916,8
21,Kutaber, South Wollo, Amhara, Ethiopia,2004,2.80428449262295,9
21,Kutaber, South Wollo, Amhara, Ethiopia,1997,2.995091912049181,10
22,Legambo, South Wollo, Amhara, Ethiopia,1984,1.1427280242608702,1
22,Legambo, South Wollo, Amhara, Ethiopia,1987,1.684107716104348,2
22,Legambo, South Wollo, Amhara, Ethiopia,1990,1.9946209250413216,3
22,Legambo, South Wollo, Amhara, Ethiopia,2011,2.2270224070491795,4
22,Legambo, South Wollo, Amhara, Ethiopia,2004,2.3889238786065583,5
22,Legambo, South Wollo, Amhara, Ethiopia,2005,2.650748517540984,6
22,Legambo, South Wollo, Amhara, Ethiopia,2015,2.6760881192049184,7
22,Legambo, South Wollo, Amhara, Ethiopia,2002,2.733379331721313,8
22,Legambo, South Wollo, Amhara, Ethiopia,1993,2.8411367772068967,9
22,Legambo, South Wollo, Amhara, Ethiopia,1992,3.0692436683333333,10
23,Mekdela, South Wollo, Amhara, Ethiopia,1984,1.0881966464347823,1
23,Mekdela, South Wollo, Amhara, Ethiopia,1987,1.2479143599999996,2
23,Mekdela, South Wollo, Amhara, Ethiopia,1993,2.096410965517242,3
23,Mekdela, South Wollo, Amhara, Ethiopia,1990,2.1250042210743807,4
23,Mekdela, South Wollo, Amhara, Ethiopia,2015,2.311118542213116,5
23,Mekdela, South Wollo, Amhara, Ethiopia,2011,2.3184310346721317,6
23,Mekdela, South Wollo, Amhara, Ethiopia,2002,2.4356733618852457,7
23,Mekdela, South Wollo, Amhara, Ethiopia,1989,2.4692382025423725,8
23,Mekdela, South Wollo, Amhara, Ethiopia,2005,2.5137810211475413,9
23,Mekdela, South Wollo, Amhara, Ethiopia,2004,2.6751764336065564,10
24,Sayint, South Wollo, Amhara, Ethiopia,1987,1.5927751906086958,1
24,Sayint, South Wollo, Amhara, Ethiopia,1984,1.7116913224347825,2
24,Sayint, South Wollo, Amhara, Ethiopia,2004,2.4488602017213115,3
24,Sayint, South Wollo, Amhara, Ethiopia,2011,2.515102381967212,4
24,Sayint, South Wollo, Amhara, Ethiopia,2005,2.5739915120573778,5
24,Sayint, South Wollo, Amhara, Ethiopia,1989,2.578346481525424,6
24,Sayint, South Wollo, Amhara, Ethiopia,2002,2.7403087751639355,7
24,Sayint, South Wollo, Amhara, Ethiopia,1990,2.748115787603306,8
24,Sayint, South Wollo, Amhara, Ethiopia,2015,2.7823142092622946,9
24,Sayint, South Wollo, Amhara, Ethiopia,1992,2.9150417426000006,10
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1983,,1
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1984,,2
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1985,,3
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1986,,4
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1987,,5
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1988,,6
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1989,,7
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1990,,8
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1991,,9
25,WEREDA 01, Unknown, Addis Ababa, Ethiopia,1992,,10
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,2004,2.2041131032786883,1
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,2002,2.7911160385245903,2
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,2000,2.9020530557377056,3
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,2011,3.3307405491803275,4
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,1987,3.472437166086955,5
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,2001,3.5184433844262286,6
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,2005,3.6280332844262304,7
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,2014,3.774856020491804,8
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,2003,3.9973706467213113,9
26,WEREDA 02, Unknown, Addis Ababa, Ethiopia,2015,4.09888115,10
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1983,,1
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1984,,2
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1985,,3
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1986,,4
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1987,,5
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1988,,6
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1989,,7
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1990,,8
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1991,,9
27,WEREDA 03, Unknown, Addis Ababa, Ethiopia,1992,,10
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1983,,1
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1984,,2
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1985,,3
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1986,,4
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1987,,5
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1988,,6
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1989,,7
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1990,,8
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1991,,9
28,WEREDA 04, Unknown, Addis Ababa, Ethiopia,1992,,10
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1983,,1
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1984,,2
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1985,,3
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1986,,4
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1987,,5
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1988,,6
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1989,,7
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1990,,8
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1991,,9
29,WEREDA 07, Unknown, Addis Ababa, Ethiopia,1992,,10
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1983,,1
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1984,,2
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1985,,3
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1986,,4
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1987,,5
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1988,,6
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1989,,7
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1990,,8
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1991,,9
30,WEREDA 09, Unknown, Addis Ababa, Ethiopia,1992,,10
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1983,,1
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1984,,2
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1985,,3
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1986,,4
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1987,,5
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1988,,6
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1989,,7
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1990,,8
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1991,,9
31,WEREDA 13, Unknown, Addis Ababa, Ethiopia,1992,,10
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,2004,2.2041131032786883,1
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,2002,2.7911160385245903,2
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,2000,2.9020530557377056,3
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,2011,3.3307405491803275,4
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,1987,3.472437166086955,5
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,2001,3.5184433844262286,6
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,2005,3.6280332844262304,7
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,2014,3.774856020491804,8
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,2003,3.9973706467213113,9
32,WEREDA 14, Unknown, Addis Ababa, Ethiopia,2015,4.09888115,10
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,2004,2.2041131032786883,1
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,2002,2.7911160385245903,2
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,2000,2.9020530557377056,3
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,2011,3.3307405491803275,4
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,1987,3.472437166086955,5
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,2001,3.5184433844262286,6
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,2005,3.6280332844262304,7
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,2014,3.774856020491804,8
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,2003,3.9973706467213113,9
33,WEREDA 18, Unknown, Addis Ababa, Ethiopia,2015,4.09888115,10
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,2004,2.3663162377049174,1
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,2002,3.2006987655737698,2
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,1987,3.4779388321739133,3
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,2000,3.5442691581967227,4
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,2001,3.5494412836065576,5
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,2011,3.76645875,6
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,2005,4.087690918032788,7
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,2003,4.109215246721312,8
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,2014,4.162425231967212,9
34,WEREDA 22, Unknown, Addis Ababa, Ethiopia,1997,4.183089301639345,10
35,WEREDA 05, Zone 1, Addis Ababa, Ethiopia,1983,,1
35,WEREDA 05, Zone 1, Addis Ababa, Ethiopia,1984,,2
35,WEREDA 05, Zone 1, Addis Ababa, Ethiopia,1985,,3
35,WEREDA 05, Zone 1, Addis Ababa, Ethiopia,1986,,4
