year,District,Village,count,std,mean,pmean
1983,Ebenat,AderSeg,0,0,0,1.220718886
1983,Ebenat,Amisetya,0,0,0,1.234002718
1983,Ebenat,WorgajaWagi,0,0,0,1.241230041
1983,Ebenat,Mechena,0,0,0,1.223864686
1983,Ebenat,Aquha,0,0,0,1.240950692
1983,Ebenat,EmbachekoGunaguna,1,0,10,1.217978803
1983,Ebenat,TaraSenba,0,0,0,1.234917488
1983,Ebenat,Wariba,0,0,0,1.22483909
1983,Ebenat,Selamaya,0,0,0,1.22925069
1983,Ebenat,Burkoche,0,0,0,1.244523318
1983,Ebenat,Gela Matebiya,0,0,0,1.0243555
1983,Ebenat,Ziha,0,0,0,1.220447303
1983,Ebenat,Serawudi,1,0,10,1.236114495
1983,Ebenat,AquaShumoch,0,0,0,1.21975457
1983,Ebenat,Tigage,0,0,0,1.22260465
1983,Ebenat,Abina,0,0,0,1.22508729
1983,Ebenat,Niquara,0,0,0,1.227251928
1983,Ebenat,DeberAbaJale,0,0,0,1.226798452
1983,Ebenat,Wonberoch,0,0,0,1.246351366
1983,Ebenat,Balarab,1,0,6,1.233466761
1983,Ebenat,Shunge,0,0,0,1.219238817
1983,Ebenat,JimanDeregeha,0,0,0,1.218023036
1983,Enbise Sar Midir,Lul,0,0,0,0.853172735
1983,Enbise Sar Midir,DebreKidusan,0,0,0,0.836399921
1983,Enbise Sar Midir,Felegehiwot,0,0,0,0.841145851
1983,Enbise Sar Midir,Adisalem,0,0,0,0.84249387
1983,Enbise Sar Midir,DembezaAmbaLay,0,0,0,0.83749092
1983,Enbise Sar Midir,Goshedur,0,0,0,0.832692195
1983,Enbise Sar Midir,WoryaMeskel,0,0,0,0.8452029
1983,Enbise Sar Midir,ZobarYikuanda,0,0,0,0.856518253
1983,Enbise Sar Midir,Berlay,0,0,0,0.835373949
1983,Enbise Sar Midir,Melabesh,0,0,0,0.844241554
1983,Enbise Sar Midir,DebreGenet,0,0,0,0.838797586
1983,Enbise Sar Midir,ZihonHuha,0,0,0,0.837315193
1983,Enbise Sar Midir,Debremawie,0,0,0,0.851765452
1983,Enbise Sar Midir,HagereSelam,0,0,0,0.83050628
1983,Enbise Sar Midir,Yetefet,0,0,0,0.837281168
1983,Enbise Sar Midir,HagereGenet,0,0,0,1.0243555
1983,Goncha Siso Enese,Abarwuha,0,0,0,0.667095676
1983,Goncha Siso Enese,Derit,0,0,0,0.638128127
1983,Goncha Siso Enese,Filatako,0,0,0,0.652932216
1983,Kemekem,Ginaza,2,0.707106781,9.5,1.462725706
1983,Kemekem,WushaTires,0,0,0,1.473484814
1983,Kemekem,ShehochTehara,0,0,0,1.46826516
1983,Kemekem,Asta,0,0,0,1.468286151
1983,Kemekem,Anigot,0,0,0,1.449880867
1983,Kemekem,MendereMariam,0,0,0,1.469133117
1983,Kemekem,BilbWuha,0,0,0,1.461206821
1983,Kemekem,Libo,0,0,0,1.479676332
1983,Kemekem,MichelDebre,0,0,0,1.474849448
1983,Kemekem,Goza,1,0,1,1.46225582
1983,Kemekem,Tibaga,0,0,0,1.492291273
1983,Kemekem,Mitad,0,0,0,1.473370288
1983,Kemekem,Agid,0,0,0,1.475485839
1983,Kemekem,Keregna,0,0,0,1.473916166
1983,Kemekem,Estifanos,0,0,0,1.455232891
1983,Kemekem,Shamo,0,0,0,1.463172561
1983,Kemekem,Birkutea,1,0,10,1.471245999
1983,Kemekem,Derita,0,0,0,1.473276251
1983,Kemekem,Agela,0,0,0,1.454537213
1983,Kemekem,TaraGedam,0,0,0,1.471634878
1983,Kemekem,YifagAkababi,0,0,0,1.486749571
1983,Shebel Berenta,Abrekuy,0,0,0,0.826063088
1983,Shebel Berenta,Ledy,0,0,0,0.816066798
1983,Shebel Berenta,Wobo,0,0,0,0.835335591
1983,Shebel Berenta,Yedwuha,0,0,0,0.834396996
1983,Shebel Berenta,Suha,0,0,0,0.826585293
1983,Shebel Berenta,Ansheb,0,0,0,0.849817568
1983,Shebel Berenta,Gedayasu,0,0,0,0.842292708
1983,Shebel Berenta,Mozen,0,0,0,0.84639909
1983,Shebel Berenta,Worego,0,0,0,0.841376032
1983,Shebel Berenta,Yeju,0,0,0,0.834148872
1983,Shebel Berenta,Mergech,0,0,0,0.832490283
1983,Shebel Berenta,Gebsit,0,0,0,0.836764751
1983,Shebel Berenta,Woynye,0,0,0,0.843891242
1983,Shebel Berenta,Abaselima,0,0,0,0.84632792
1983,Shebel Berenta,Selelkula,0,0,0,0.822946675
1983,Adwa,Lalaylogomti,0,0,0,0.352200755
1983,Adwa,Woyenti,0,0,0,0.354462042
1983,Ahferom,EmbaAhfrom,0,0,0,0.546508646
1983,Ahferom,Laelayhahaile,0,0,0,0.566764714
1983,Ahferom,Mezbr,0,0,0,0.571889377
1983,Ahferom,Sefo,0,0,0,0.53831859
1983,Ahferom,Endamariam,0,0,0,0.578989315
1983,Ahferom,Kudo,0,0,0,0.562435731
1983,Ahferom,Edagaarbi,0,0,0,0.576218325
1983,Alamata,Sorya,0,0,0,0.592283598
1983,Alamata,Tsetsera,0,0,0,0.668385872
1983,Alamata,Tao,0,0,0,0.662648818
1983,Ambalaje,Tekea,0,0,0,0.612432587
1983,Ambalaje,Seret,0,0,0,0.422230128
1983,Ambalaje,Ayba,0,0,0,0.551661692
1983,Ambalaje,Amedwuha,0,0,0,0.53735847
1983,Endamehoni,Meswaeti,0,0,0,0.377341801
1983,Endamehoni,Simret,0,0,0,0.218521304
1983,Endamehoni,HizbaTeklehymanot,0,0,0,0.422861481
1983,Endamehoni,Tahtayhaya,0,0,0,0.34315614
1983,Endamehoni,Mekan,0,0,0,0.456734558
1983,Ganta Afeshum,Wuhdet,1,0,9,4.760126277
1983,Ganta Afeshum,Adekiney,1,0,5,4.777948045
1983,Ganta Afeshum,Simret,0,0,0,4.755685806
1983,Hawzen,Qoraro,0,0,0,0.690651583
1983,Hawzen,Debrebirhan,0,0,0,0.674548937
1983,Hawzen,Selam,0,0,0,0.674954392
1983,Hawzen,Mozutey,0,0,0,0.670346597
1983,Hawzen,Debreselam,0,0,0,0.693172559
1983,Hintalo Wajerat,Metkel,0,0,0,0.574826253
1983,Hintalo Wajerat,FikreAlem,0,0,0,0.564538284
1983,Hintalo Wajerat,HagereSelam,0,0,0,0.500079907
1983,Hintalo Wajerat,Hareko,0,0,0,0.556244426
1983,Kola Temben,Santagelebeda,1,0,10,8.726387551
1983,Kola Temben,Smret,1,0,10,8.750229254
1983,Kola Temben,Guya,1,0,10,8.755343298
1983,Kola Temben,Debrinetseb,1,0,10,8.741738826
1983,Kola Temben,Wuhdet,2,0,10,8.725860824
1983,Kola Temben,Mtsaiwerki,1,0,10,8.755881623
1983,Kola Temben,Guroro,1,0,10,8.740169399
1983,Medebay Zana,Deberkerbye,0,0,0,0.7839776
1983,Medebay Zana,Adibearj,0,0,0,0.788001847
1983,Medebay Zana,Kuluferha,0,0,0,0.789000956
1983,Medebay Zana,Nefasit,1,0,9,0.779687055
1983,Medebay Zana,Mesehle,0,0,0,0.776496628
1983,Naeder Adet,Seka,0,0,0,0.944008153
1983,Naeder Adet,Adiselam,0,0,0,0.947509686
1983,Naeder Adet,Adreb,0,0,0,0.940182068
1983,Naeder Adet,Ksadacki,0,0,0,0.945526906
1983,Naeder Adet,Jira,0,0,0,0.953659115
1983,Ofla,Zata,0,0,0,0.518557312
1983,Ofla,Darubekeda,0,0,0,0.478399615
1983,Ofla,Adishimbirkti,0,0,0,0.603506514
1983,Ofla,Dinkashena,0,0,0,0.488960451
1983,Ofla,Fala,0,0,0,0.527037872
1983,Raya Azebo,Werabaye,0,0,0,0.455582861
1983,Raya Azebo,Wargba,0,0,0,0.493801841
1983,Raya Azebo,Erba,0,0,0,0.506688116
1983,Samre,Gijet,0,0,0,0.45255134
1983,Samre,LemlemArena,0,0,0,0.49574466
1983,Samre,Hintsa,0,0,0,0.52286079
1983,Samre,Esiret,0,0,0,0.481495641
1983,Samre,Cheli,0,0,0,0.491669264
1983,Samre,Bamba,0,0,0,0.506275214
1983,Samre,Dekera,0,0,0,0.524780669
1983,Samre,Nebarhadinet,0,0,0,0.503286934
1983,Tanku Abergele,Limat,0,0,0,0.648111825
1983,Tanku Abergele,Grwre,0,0,0,0.669059389
1983,Tanku Abergele,Siye,0,0,0,0.676418174
1983,Tanku Abergele,Negedebrhan,0,0,0,0.648026792
1983,Tanku Abergele,Jijqe,0,0,0,0.664572712
1983,Tanku Abergele,Hadashtekli,2,0,10,0.641851759
1983,Tanku Abergele,Tseykeme,0,0,0,0.664197797
1983,Tanku Abergele,Simret,0,0,0,0.608268173
1983,Tanku Abergele,Tekleweyni,0,0,0,0.687005709
1983,Werie Lehe,Arena,0,0,0,0.47098461
1983,Werie Lehe,Tsae,0,0,0,0.446213074
1983,Werie Lehe,MayChekemte,0,0,0,0.415292228
1983,Werie Lehe,EndaFelasi,0,0,0,0.428321825
1983,Werie Lehe,Misema,0,0,0,0.522877799
1983,Werie Lehe,MayNebri,0,0,0,0.428767174
1983,Wukro,Hadnet,0,0,0,0.720555877
1983,Wukro,Hayelom,0,0,0,0.694624624
1983,Wukro,Debrebrhan,0,0,0,0.707616833
1984,Ebenat,AderSeg,1,0,10,7.524499659
1984,Ebenat,Amisetya,0,0,0,7.483254017
1984,Ebenat,WorgajaWagi,0,0,0,7.536998353
1984,Ebenat,Mechena,1,0,10,7.537714798
1984,Ebenat,Aquha,0,0,0,7.484071235
1984,Ebenat,EmbachekoGunaguna,1,0,1,7.528186443
1984,Ebenat,TaraSenba,1,0,9,7.540366932
1984,Ebenat,Wariba,0,0,0,7.527437412
1984,Ebenat,Selamaya,1,0,10,7.527058771
1984,Ebenat,Burkoche,1,0,10,7.485046821
1984,Ebenat,Gela Matebiya,1,0,10,7.339138521
1984,Ebenat,Ziha,1,0,9,7.531811244
1984,Ebenat,Serawudi,1,0,9,7.532663245
1984,Ebenat,AquaShumoch,1,0,10,7.536459292
1984,Ebenat,Tigage,1,0,10,7.4672342
1984,Ebenat,Abina,1,0,7,7.52437844
1984,Ebenat,Niquara,0,0,0,7.53035893
1984,Ebenat,DeberAbaJale,0,0,0,7.531070174
1984,Ebenat,Wonberoch,1,0,10,7.518954344
1984,Ebenat,Balarab,1,0,10,7.506366363
1984,Ebenat,Shunge,1,0,10,7.524242736
1984,Ebenat,JimanDeregeha,1,0,5,7.531766423
1984,Enbise Sar Midir,Lul,1,0,10,8.731394671
1984,Enbise Sar Midir,DebreKidusan,1,0,10,8.735129933
1984,Enbise Sar Midir,Felegehiwot,1,0,10,8.704886859
1984,Enbise Sar Midir,Adisalem,1,0,10,8.735449335
1984,Enbise Sar Midir,DembezaAmbaLay,1,0,10,8.725105642
1984,Enbise Sar Midir,Goshedur,1,0,10,8.700429255
1984,Enbise Sar Midir,WoryaMeskel,1,0,10,8.721645062
1984,Enbise Sar Midir,ZobarYikuanda,1,0,10,8.739190701
1984,Enbise Sar Midir,Berlay,1,0,10,8.7056675
1984,Enbise Sar Midir,Melabesh,1,0,10,8.727456909
1984,Enbise Sar Midir,DebreGenet,1,0,10,8.717070327
1984,Enbise Sar Midir,HagereSelam,0,0,0,8.749377748
1984,Enbise Sar Midir,ZihonHuha,1,0,10,8.727015496
1984,Enbise Sar Midir,Debremawie,1,0,10,8.72811619
1984,Enbise Sar Midir,Yetefet,1,0,10,8.696719094
1984,Enbise Sar Midir,HagereGenet,1,0,10,8.854672563
1984,Goncha Siso Enese,Abarwuha,1,0,10,8.876646944
1984,Goncha Siso Enese,Derit,1,0,10,8.929321282
1984,Goncha Siso Enese,Filatako,1,0,10,8.880865416
1984,Kemekem,Ginaza,7,4.029652,4.285714286,7.939117428
1984,Kemekem,WushaTires,1,0,10,7.967038417
1984,Kemekem,ShehochTehara,0,0,0,7.962669602
1984,Kemekem,Asta,1,0,10,7.972133847
1984,Kemekem,Anigot,2,0,10,7.944135516
1984,Kemekem,MendereMariam,1,0,10,7.973228056
1984,Kemekem,BilbWuha,1,0,8,7.958576042
1984,Kemekem,Libo,1,0,10,7.945928862
1984,Kemekem,MichelDebre,1,0,10,7.962453624
1984,Kemekem,Goza,0,0,0,7.966839988
1984,Kemekem,Tibaga,0,0,0,7.982734285
1984,Kemekem,Mitad,2,0,10,7.969957942
1984,Kemekem,Agid,1,0,9,7.955827651
1984,Kemekem,Keregna,1,0,9,7.967645982
1984,Kemekem,Estifanos,2,0,10,7.987002199
1984,Kemekem,Shamo,1,0,10,7.971325882
1984,Kemekem,Birkutea,1,0,10,7.94990714
1984,Kemekem,Derita,1,0,9,7.960445306
1984,Kemekem,Agela,1,0,10,7.920856826
1984,Kemekem,TaraGedam,1,0,10,7.953406442
1984,Kemekem,YifagAkababi,1,0,10,7.976356741
1984,Shebel Berenta,Abrekuy,1,0,10,8.756946404
1984,Shebel Berenta,Ledy,1,0,10,8.761686682
1984,Shebel Berenta,Wobo,1,0,10,8.768415722
1984,Shebel Berenta,Yedwuha,1,0,10,8.755065735
1984,Shebel Berenta,Suha,1,0,10,8.753873837
1984,Shebel Berenta,Ansheb,1,0,10,8.787307269
1984,Shebel Berenta,Gedayasu,1,0,10,8.768134573
1984,Shebel Berenta,Mozen,1,0,10,8.769105873
1984,Shebel Berenta,Worego,1,0,10,8.748583263
1984,Shebel Berenta,Yeju,1,0,10,8.776857092
1984,Shebel Berenta,Mergech,1,0,10,8.753114474
1984,Shebel Berenta,Gebsit,1,0,10,8.756828014
1984,Shebel Berenta,Woynye,1,0,10,8.761537351
1984,Shebel Berenta,Abaselima,1,0,10,8.791395614
1984,Shebel Berenta,Selelkula,1,0,10,8.766753433
1984,Adwa,Lalaylogomti,1,0,10,9.317568827
1984,Adwa,Woyenti,1,0,10,9.330534298
1984,Ahferom,Laelayhahaile,1,0,10,9.01616367
1984,Ahferom,EmbaAhfrom,1,0,10,9.027541374
1984,Ahferom,Mezbr,1,0,10,9.057353637
1984,Ahferom,Sefo,1,0,10,9.046887097
1984,Ahferom,Edagaarbi,1,0,10,9.027374284
1984,Ahferom,Endamariam,1,0,10,9.02566051
1984,Ahferom,Kudo,1,0,10,9.018198793
1984,Alamata,Sorya,1,0,10,9.185531794
1984,Alamata,Tsetsera,1,0,10,9.166482217
1984,Alamata,Tao,1,0,10,9.229670917
1984,Ambalaje,Tekea,1,0,10,9.047247602
1984,Ambalaje,Seret,1,0,10,9.188633398
1984,Ambalaje,Ayba,1,0,10,9.033674167
1984,Ambalaje,Amedwuha,1,0,10,9.11230095
1984,Endamehoni,Simret,1,0,10,9.387631354
1984,Endamehoni,Meswaeti,2,0,10,9.317524456
1984,Endamehoni,HizbaTeklehymanot,1,0,10,9.315320072
1984,Endamehoni,Tahtayhaya,2,0,10,9.340352874
1984,Endamehoni,Mekan,1,0,10,9.371390477
1984,Ganta Afeshum,Wuhdet,1,0,10,8.208669428
1984,Ganta Afeshum,Adekiney,1,0,9,8.200732908
1984,Ganta Afeshum,Simret,1,0,8,8.189279691
1984,Hawzen,Qoraro,1,0,10,8.977239918
1984,Hawzen,Debrebirhan,1,0,10,8.939330258
1984,Hawzen,Selam,1,0,10,8.963031705
1984,Hawzen,Mozutey,1,0,10,8.925139081
1984,Hawzen,Debreselam,1,0,10,9.000600846
1984,Hintalo Wajerat,FikreAlem,1,0,10,9.138158286
1984,Hintalo Wajerat,Metkel,1,0,10,9.147519258
1984,Hintalo Wajerat,HagereSelam,1,0,10,9.218597781
1984,Hintalo Wajerat,Hareko,1,0,10,9.098045411
1984,Kola Temben,Santagelebeda,0,0,0,0.833065989
1984,Kola Temben,Smret,0,0,0,0.832399453
1984,Kola Temben,Wuhdet,0,0,0,0.816829256
1984,Kola Temben,Guya,0,0,0,0.830393109
1984,Kola Temben,Debrinetseb,1,0,9,0.824806078
1984,Kola Temben,Mtsaiwerki,0,0,0,0.832605918
1984,Kola Temben,Guroro,0,0,0,0.831818858
1984,Medebay Zana,Deberkerbye,1,0,10,8.759601616
1984,Medebay Zana,Adibearj,1,0,10,8.756641748
1984,Medebay Zana,Kuluferha,1,0,10,8.757785095
1984,Medebay Zana,Nefasit,1,0,10,8.75452367
1984,Medebay Zana,Mesehle,1,0,10,8.735115021
1984,Naeder Adet,Adiselam,1,0,10,8.57061942
1984,Naeder Adet,Seka,1,0,10,8.572037911
1984,Naeder Adet,Ksadacki,1,0,10,8.569803385
1984,Naeder Adet,Adreb,1,0,10,8.569429783
1984,Naeder Adet,Jira,1,0,10,8.564386662
1984,Ofla,Zata,1,0,10,9.347721074
1984,Ofla,Adishimbirkti,1,0,10,9.258599077
1984,Ofla,Dinkashena,1,0,10,9.363817921
1984,Ofla,Darubekeda,1,0,10,9.283571081
1984,Ofla,Fala,1,0,10,9.262709907
1984,Raya Azebo,Wargba,1,0,10,9.107187806
1984,Raya Azebo,Werabaye,1,0,10,9.192132561
1984,Raya Azebo,Erba,1,0,10,9.406445663
1984,Samre,Gijet,1,0,10,9.15223806
1984,Samre,LemlemArena,1,0,10,9.201961369
1984,Samre,Hintsa,1,0,10,9.292306477
1984,Samre,Esiret,1,0,10,9.217867433
1984,Samre,Cheli,1,0,10,9.288017455
1984,Samre,Bamba,1,0,10,9.290256531
1984,Samre,Dekera,1,0,10,9.235039622
1984,Samre,Nebarhadinet,1,0,10,9.184496995
1984,Tanku Abergele,Simret,1,0,10,8.94579766
1984,Tanku Abergele,Limat,1,0,10,8.994967294
1984,Tanku Abergele,Siye,1,0,10,8.9968068
1984,Tanku Abergele,Grwre,1,0,10,8.999423008
1984,Tanku Abergele,Jijqe,1,0,10,8.989661343
1984,Tanku Abergele,Negedebrhan,1,0,10,8.996185076
1984,Tanku Abergele,Tseykeme,1,0,10,8.979965275
1984,Tanku Abergele,Hadashtekli,0,0,0,8.997747403
1984,Tanku Abergele,Tekleweyni,1,0,10,9.011481723
1984,Werie Lehe,Arena,1,0,10,9.231175396
1984,Werie Lehe,Tsae,2,0,10,9.228366282
1984,Werie Lehe,MayChekemte,1,0,10,9.199046352
1984,Werie Lehe,EndaFelasi,2,0,10,9.236746269
1984,Werie Lehe,Misema,1,0,10,9.181287157
1984,Werie Lehe,MayNebri,1,0,10,9.221674997
1984,Wukro,Hadnet,1,0,9,8.943997545
1984,Wukro,Hayelom,1,0,10,8.924128664
1984,Wukro,Debrebrhan,1,0,10,8.927134626
1985,Ebenat,AderSeg,0,0,0,1.205815138
1985,Ebenat,Amisetya,1,0,10,1.185658942
1985,Ebenat,WorgajaWagi,1,0,7,1.226907809
1985,Ebenat,Mechena,0,0,0,1.22830621
1985,Ebenat,Aquha,0,0,0,1.175093513
1985,Ebenat,EmbachekoGunaguna,0,0,0,1.221081055
1985,Ebenat,TaraSenba,1,0,10,1.231194639
1985,Ebenat,Wariba,0,0,0,1.21927639
1985,Ebenat,Selamaya,0,0,0,1.214504644
1985,Ebenat,Burkoche,1,0,5,1.175748358
1985,Ebenat,Gela Matebiya,0,0,0,1.0243555
1985,Ebenat,Ziha,0,0,0,1.231685339
1985,Ebenat,Serawudi,0,0,0,1.232185108
1985,Ebenat,AquaShumoch,1,0,9,1.228147756
1985,Ebenat,Tigage,0,0,0,1.178351127
1985,Ebenat,Abina,1,0,10,1.20221981
1985,Ebenat,Niquara,1,0,10,1.204957094
1985,Ebenat,DeberAbaJale,1,0,9,1.229629839
1985,Ebenat,Wonberoch,0,0,0,1.24257113
1985,Ebenat,Balarab,0,0,0,1.189736984
1985,Ebenat,Shunge,0,0,0,1.214451637
1985,Ebenat,JimanDeregeha,2,2.121320344,7.5,1.22314377
1985,Enbise Sar Midir,Lul,0,0,0,0.869936089
1985,Enbise Sar Midir,Felegehiwot,0,0,0,0.847671747
1985,Enbise Sar Midir,DebreKidusan,0,0,0,0.837461901
1985,Enbise Sar Midir,Goshedur,0,0,0,0.842765595
1985,Enbise Sar Midir,Adisalem,0,0,0,0.850842731
1985,Enbise Sar Midir,DembezaAmbaLay,0,0,0,0.828336503
1985,Enbise Sar Midir,Melabesh,0,0,0,0.844226933
1985,Enbise Sar Midir,ZobarYikuanda,0,0,0,0.840054084
1985,Enbise Sar Midir,Berlay,0,0,0,0.838328224
1985,Enbise Sar Midir,Debremawie,0,0,0,0.841346507
1985,Enbise Sar Midir,WoryaMeskel,0,0,0,0.85177912
1985,Enbise Sar Midir,HagereSelam,1,0,10,0.836719389
1985,Enbise Sar Midir,ZihonHuha,1,0,6,0.835243771
1985,Enbise Sar Midir,HagereGenet,0,0,0,1.0243555
1985,Enbise Sar Midir,DebreGenet,0,0,0,0.83441894
1985,Enbise Sar Midir,Yetefet,0,0,0,0.843422366
1985,Goncha Siso Enese,Abarwuha,0,0,0,0.661017428
1985,Goncha Siso Enese,Derit,0,0,0,0.653548395
1985,Goncha Siso Enese,Filatako,0,0,0,0.645101106
1985,Kemekem,Ginaza,0,0,0,1.451634291
1985,Kemekem,WushaTires,0,0,0,1.470282939
1985,Kemekem,ShehochTehara,1,0,10,1.464086944
1985,Kemekem,Asta,0,0,0,1.443272689
1985,Kemekem,Anigot,0,0,0,1.46343759
1985,Kemekem,MendereMariam,0,0,0,1.463733793
1985,Kemekem,BilbWuha,0,0,0,1.43869866
1985,Kemekem,Libo,0,0,0,1.458173909
1985,Kemekem,MichelDebre,0,0,0,1.464735948
1985,Kemekem,Goza,1,0,4,1.439613353
1985,Kemekem,Tibaga,1,0,10,1.483028709
1985,Kemekem,Mitad,0,0,0,1.46654806
1985,Kemekem,Agid,0,0,0,1.477617704
1985,Kemekem,Keregna,1,0,10,1.477225838
1985,Kemekem,Estifanos,0,0,0,1.469080224
1985,Kemekem,Shamo,0,0,0,1.464091752
1985,Kemekem,Birkutea,0,0,0,1.464270343
1985,Kemekem,Derita,0,0,0,1.454758951
1985,Kemekem,Agela,0,0,0,1.448090419
1985,Kemekem,TaraGedam,0,0,0,1.458379343
1985,Kemekem,YifagAkababi,0,0,0,1.466815261
1985,Shebel Berenta,Abrekuy,0,0,0,0.803759997
1985,Shebel Berenta,Ledy,0,0,0,0.813594256
1985,Shebel Berenta,Wobo,0,0,0,0.797382827
1985,Shebel Berenta,Yedwuha,0,0,0,0.827740063
1985,Shebel Berenta,Suha,0,0,0,0.805124254
1985,Shebel Berenta,Ansheb,0,0,0,0.805777344
1985,Shebel Berenta,Gedayasu,0,0,0,0.827330602
1985,Shebel Berenta,Mozen,0,0,0,0.815616394
1985,Shebel Berenta,Worego,0,0,0,0.839617964
1985,Shebel Berenta,Yeju,0,0,0,0.819967586
1985,Shebel Berenta,Mergech,0,0,0,0.818721992
1985,Shebel Berenta,Gebsit,0,0,0,0.833090932
1985,Shebel Berenta,Woynye,0,0,0,0.833673126
1985,Shebel Berenta,Abaselima,0,0,0,0.810519991
1985,Shebel Berenta,Selelkula,0,0,0,0.831464818
1985,Adwa,Lalaylogomti,0,0,0,0.402945765
1985,Adwa,Woyenti,0,0,0,0.3791353
1985,Ahferom,Laelayhahaile,0,0,0,0.625568776
1985,Ahferom,EmbaAhfrom,0,0,0,0.648431898
1985,Ahferom,Mezbr,0,0,0,0.650985229
1985,Ahferom,Sefo,0,0,0,0.63802143
1985,Ahferom,Edagaarbi,0,0,0,0.611327645
1985,Ahferom,Endamariam,0,0,0,0.657249665
1985,Ahferom,Kudo,0,0,0,0.611755087
1985,Alamata,Sorya,0,0,0,0.524935918
1985,Alamata,Tsetsera,0,0,0,0.585448947
1985,Alamata,Tao,0,0,0,0.609339403
1985,Ambalaje,Tekea,0,0,0,0.530147305
1985,Ambalaje,Seret,0,0,0,0.563635018
1985,Ambalaje,Ayba,0,0,0,0.499709228
1985,Ambalaje,Amedwuha,0,0,0,0.464610202
1985,Endamehoni,Meswaeti,0,0,0,0.38910041
1985,Endamehoni,Simret,0,0,0,0.376492208
1985,Endamehoni,HizbaTeklehymanot,0,0,0,0.453510539
1985,Endamehoni,Tahtayhaya,0,0,0,0.447348463
1985,Endamehoni,Mekan,0,0,0,0.336966165
1985,Ganta Afeshum,Adekiney,0,0,0,0.62256515
1985,Ganta Afeshum,Wuhdet,0,0,0,0.626906332
1985,Ganta Afeshum,Simret,0,0,0,0.627004307
1985,Hawzen,Debrebirhan,0,0,0,0.769143322
1985,Hawzen,Qoraro,1,0,9,0.748880102
1985,Hawzen,Mozutey,0,0,0,0.715751882
1985,Hawzen,Selam,0,0,0,0.766535395
1985,Hawzen,Debreselam,0,0,0,0.713344941
1985,Hintalo Wajerat,FikreAlem,0,0,0,0.612666164
1985,Hintalo Wajerat,Metkel,0,0,0,0.603395558
1985,Hintalo Wajerat,HagereSelam,0,0,0,0.516883593
1985,Hintalo Wajerat,Hareko,1,0,9,0.598396982
1985,Kola Temben,Wuhdet,0,0,0,0.828768389
1985,Kola Temben,Smret,0,0,0,0.810741864
1985,Kola Temben,Santagelebeda,0,0,0,0.844595535
1985,Kola Temben,Guya,0,0,0,0.807045807
1985,Kola Temben,Debrinetseb,0,0,0,0.813060677
1985,Kola Temben,Mtsaiwerki,0,0,0,0.807662389
1985,Kola Temben,Guroro,0,0,0,0.823080657
1985,Medebay Zana,Deberkerbye,0,0,0,0.802582385
1985,Medebay Zana,Adibearj,0,0,0,0.808508141
1985,Medebay Zana,Nefasit,0,0,0,0.796780489
1985,Medebay Zana,Mesehle,0,0,0,0.810233158
1985,Medebay Zana,Kuluferha,0,0,0,0.802713428
1985,Naeder Adet,Seka,0,0,0,0.950220864
1985,Naeder Adet,Adreb,0,0,0,0.952091156
1985,Naeder Adet,Adiselam,0,0,0,0.949273338
1985,Naeder Adet,Jira,0,0,0,0.947087533
1985,Naeder Adet,Ksadacki,0,0,0,0.946549522
1985,Ofla,Zata,0,0,0,0.418091635
1985,Ofla,Adishimbirkti,0,0,0,0.406257621
1985,Ofla,Dinkashena,1,0,5,0.412607496
1985,Ofla,Darubekeda,0,0,0,0.406665742
1985,Ofla,Fala,0,0,0,0.40512505
1985,Raya Azebo,Wargba,0,0,0,0.807128064
1985,Raya Azebo,Werabaye,0,0,0,0.537712316
1985,Raya Azebo,Erba,0,0,0,0.445010982
1985,Samre,Gijet,0,0,0,0.581098094
1985,Samre,LemlemArena,0,0,0,0.556690617
1985,Samre,Hintsa,0,0,0,0.55073681
1985,Samre,Esiret,0,0,0,0.508962859
1985,Samre,Cheli,0,0,0,0.525683668
1985,Samre,Bamba,0,0,0,0.526043895
1985,Samre,Dekera,0,0,0,0.558621664
1985,Samre,Nebarhadinet,0,0,0,0.532856833
1985,Tanku Abergele,Limat,0,0,0,0.678422918
1985,Tanku Abergele,Grwre,0,0,0,0.680922463
1985,Tanku Abergele,Siye,0,0,0,0.69132386
1985,Tanku Abergele,Negedebrhan,0,0,0,0.67657815
1985,Tanku Abergele,Jijqe,0,0,0,0.682931086
1985,Tanku Abergele,Hadashtekli,0,0,0,0.702457519
1985,Tanku Abergele,Tseykeme,0,0,0,0.679102461
1985,Tanku Abergele,Simret,0,0,0,0.689835438
1985,Tanku Abergele,Tekleweyni,0,0,0,0.679013895
1985,Werie Lehe,Arena,0,0,0,0.510405557
1985,Werie Lehe,Tsae,0,0,0,0.493082959
1985,Werie Lehe,MayChekemte,0,0,0,0.493612379
1985,Werie Lehe,EndaFelasi,0,0,0,0.507067252
1985,Werie Lehe,Misema,0,0,0,0.453484943
1985,Werie Lehe,MayNebri,0,0,0,0.471529714
1985,Wukro,Hadnet,0,0,0,0.78089533
1985,Wukro,Hayelom,0,0,0,0.744707436
1985,Wukro,Debrebrhan,0,0,0,0.732817875
1986,Ebenat,AderSeg,1,0,9,4.386554379
1986,Ebenat,Amisetya,0,0,0,4.38856535
1986,Ebenat,WorgajaWagi,0,0,0,4.379302021
1986,Ebenat,Mechena,1,0,9,4.388972188
1986,Ebenat,Aquha,0,0,0,4.388205625
1986,Ebenat,EmbachekoGunaguna,1,0,9,4.390581566
