gid,time,mean,a,order
151,2005,2.1649974270491805,Jile Timuga,9
151,2000,2.24468805795082,Jile Timuga,10
152,2004,2.580561283606557,Debre Tabor,1
152,1992,3.2135177999999995,Debre Tabor,2
152,2005,3.63464659672131,Debre Tabor,3
152,1983,3.652907239823009,Debre Tabor,4
152,2001,3.748422542622951,Debre Tabor,5
152,2011,3.890266843442624,Debre Tabor,6
152,1984,4.070408860869565,Debre Tabor,7
152,1987,4.227998330434783,Debre Tabor,8
152,2000,4.37824591967213,Debre Tabor,9
152,1990,4.421537735537188,Debre Tabor,10
153,2001,4.457070003934424,Dera,1
153,2011,4.476110171885244,Dera,2
153,2004,4.521967739016397,Dera,3
153,1992,4.681056006458333,Dera,4
153,2005,4.70313224819672,Dera,5
153,2000,5.031474869836068,Dera,6
153,2003,5.985568017926233,Dera,7
153,2007,6.009101411639342,Dera,8
153,1995,6.09902919809322,Dera,9
153,1994,6.217818195294119,Dera,10
154,2004,2.314794854426229,Ebenat,1
154,1987,2.635864164,Ebenat,2
154,2011,2.9222158065573764,Ebenat,3
154,2002,2.9601665544426234,Ebenat,4
154,1984,3.0378536382608696,Ebenat,5
154,2005,3.0616464646721298,Ebenat,6
154,1990,3.2073167344628093,Ebenat,7
154,2001,3.385889746131148,Ebenat,8
154,1989,3.454397803050848,Ebenat,9
154,2000,3.5106988917213124,Ebenat,10
155,2004,2.9586522757377045,Esite,1
155,2005,3.2933531303278696,Esite,2
155,2001,3.441868188606558,Esite,3
155,1992,3.497052550775,Esite,4
155,2011,3.646790373688524,Esite,5
155,2000,3.8823487437704913,Esite,6
155,1987,4.268437251652174,Esite,7
155,1995,4.2720561771186425,Esite,8
155,2007,4.302398976393442,Esite,9
155,1990,4.396634831842975,Esite,10
156,2004,2.4752704597540984,Farta,1
156,1992,3.3911341533333332,Farta,2
156,2005,3.4088961162295086,Farta,3
156,2001,3.5407064868852447,Farta,4
156,1987,3.6152481365217386,Farta,5
156,2011,3.6609553080327855,Farta,6
156,1984,3.848179173217392,Farta,7
156,1983,3.8500520929203534,Farta,8
156,1993,3.9876820971551736,Farta,9
156,2000,4.198154624508197,Farta,10
157,1984,1.9268867556521727,Tehuledere,1
157,1987,1.949010503956521,Tehuledere,2
157,2005,2.32687681885246,Tehuledere,3
157,2011,2.3752953581967216,Tehuledere,4
157,2004,2.4340342351311475,Tehuledere,5
157,2002,2.6666285163934424,Tehuledere,6
157,1990,2.669510952892561,Tehuledere,7
157,2001,2.7861222413934423,Tehuledere,8
157,2015,2.8353102974344253,Tehuledere,9
157,1983,3.1396426991150443,Tehuledere,10
158,1984,0.5420988092173913,Tenta,1
158,1987,1.2539387094782606,Tenta,2
158,1993,1.8920351580172428,Tenta,3
158,1990,2.0308823390909096,Tenta,4
158,1997,2.2318442805737697,Tenta,5
158,2005,2.2373434836065567,Tenta,6
158,2011,2.3413183261475417,Tenta,7
158,2015,2.449170926885247,Tenta,8
158,2004,2.502157900819672,Tenta,9
158,2002,2.512154076393444,Tenta,10
159,2011,2.3100428745901644,Wegde,1
159,1984,2.6354971304347816,Wegde,2
159,2004,2.8294129035245907,Wegde,3
159,2002,2.893923396721312,Wegde,4
159,2015,3.0479266573770487,Wegde,5
159,2005,3.0801567532786898,Wegde,6
159,2001,3.110030209836065,Wegde,7
159,1992,3.2488220674999995,Wegde,8
159,2000,3.2767899442622967,Wegde,9
159,1991,3.2907356446280995,Wegde,10
160,1984,0.9091757566956522,Were Ilu,1
160,1987,1.3188950844347826,Were Ilu,2
160,2011,2.2073406138524585,Were Ilu,3
160,2015,2.410428006385246,Were Ilu,4
160,1990,2.430198636611569,Were Ilu,5
160,2004,2.4717553173770486,Were Ilu,6
160,2005,2.6805811155737715,Were Ilu,7
160,1993,2.867461554482759,Were Ilu,8
160,2001,2.934765953278688,Were Ilu,9
160,2002,3.0203506385,Were Ilu,10
161,1984,0.9541584376521741,Werebabu,1
161,1987,1.651634744521739,Werebabu,2
161,2004,1.9906574148360647,Werebabu,3
161,2011,2.1679806549180327,Werebabu,4
161,2005,2.2493451827868856,Werebabu,5
161,2015,2.4130089581147547,Werebabu,6
161,1990,2.5105962952892567,Werebabu,7
161,2000,2.5848596491803284,Werebabu,8
161,2002,2.6135721139344263,Werebabu,9
161,2001,2.8791038159836058,Werebabu,10
162,1984,1.1535695515652176,Dehana,1
162,1987,1.3502173432173907,Dehana,2
162,2004,2.1197993989344264,Dehana,3
162,1983,2.1709455725663718,Dehana,4
162,2002,2.284369828114753,Dehana,5
162,2011,2.499740959836065,Dehana,6
162,1992,2.693306859166667,Dehana,7
162,2005,2.841469148688525,Dehana,8
162,1985,2.9233989778487404,Dehana,9
162,1993,2.941526702758621,Dehana,10
163,1984,1.2136899521739128,Sekota,1
163,1987,1.591004734347826,Sekota,2
163,2004,2.017637381803279,Sekota,3
163,2002,2.1119791839344257,Sekota,4
163,2005,2.2941130007377057,Sekota,5
163,1990,2.427806374876033,Sekota,6
163,2011,2.4873654434426227,Sekota,7
163,1997,2.668335741704916,Sekota,8
163,2009,2.7888587638524585,Sekota,9
163,2001,2.8339102385245902,Sekota,10
164,2004,2.05911144795082,Zikuala,1
164,1987,2.063079689565217,Zikuala,2
164,1984,2.109109199913044,Zikuala,3
164,2002,2.1570199007786885,Zikuala,4
164,2011,2.4590187980327887,Zikuala,5
164,2005,2.5771989077868844,Zikuala,6
164,1992,2.882029166583333,Zikuala,7
164,2015,3.04506275295082,Zikuala,8
164,2001,3.0855904574590163,Zikuala,9
164,2000,3.091617142213114,Zikuala,10
165,2004,4.789034350131149,Achefer,1
165,2001,5.083757331967213,Achefer,2
165,2000,5.388076664180331,Achefer,3
165,2011,5.492370025983609,Achefer,4
165,2005,6.0324653513934425,Achefer,5
165,2007,6.362371985196723,Achefer,6
165,2003,6.512923364098362,Achefer,7
165,2002,6.539942264909839,Achefer,8
165,1997,7.375637347704918,Achefer,9
165,1994,7.5749326347899135,Achefer,10
166,2004,3.5932359288524576,Adet,1
166,2005,3.607932764754097,Adet,2
166,2001,3.631775911393442,Adet,3
166,2011,3.656520688565576,Adet,4
166,2000,3.8034671462295084,Adet,5
166,2009,4.3899948467213115,Adet,6
166,2007,4.484582264672133,Adet,7
166,1992,4.556217334366665,Adet,8
166,1995,4.588923665084746,Adet,9
166,2012,4.786840604672133,Adet,10
167,2004,4.404774292508198,Bahir Dar Zuria,1
167,2001,4.759571771672132,Bahir Dar Zuria,2
167,2000,4.782217541163936,Bahir Dar Zuria,3
167,2011,4.87541532204918,Bahir Dar Zuria,4
167,2005,5.14607595459016,Bahir Dar Zuria,5
167,2003,5.87366586218033,Bahir Dar Zuria,6
167,2002,6.095962998278685,Bahir Dar Zuria,7
167,1992,6.299698211333334,Bahir Dar Zuria,8
167,2007,6.311913534631147,Bahir Dar Zuria,9
167,1997,6.779177084016392,Bahir Dar Zuria,10
168,2001,3.4686341458196734,Bure Wemberma,1
168,2004,4.457789235483607,Bure Wemberma,2
168,2005,4.504559221885248,Bure Wemberma,3
168,2007,4.52908632295082,Bure Wemberma,4
168,2000,4.604898963360659,Bure Wemberma,5
168,2011,4.638702624262295,Bure Wemberma,6
168,1992,4.8845809679166665,Bure Wemberma,7
168,2003,5.1892478237704935,Bure Wemberma,8
168,1986,5.278576089375,Bure Wemberma,9
168,2002,5.2958401596065565,Bure Wemberma,10
169,2004,3.350203763688524,Dega Damot,1
169,2001,3.4509888286065578,Dega Damot,2
169,2005,3.681894762786885,Dega Damot,3
169,2011,3.7668415463934433,Dega Damot,4
169,2000,4.031347558934427,Dega Damot,5
169,1992,4.065744171250001,Dega Damot,6
169,2002,4.1730731563114745,Dega Damot,7
169,2007,4.2305762895901635,Dega Damot,8
169,1995,4.2718183329661015,Dega Damot,9
169,1986,4.312080614464286,Dega Damot,10
170,2004,4.03033846557377,Dembecha,1
170,2001,4.035068997540983,Dembecha,2
170,2011,4.369776406393443,Dembecha,3
170,2005,4.6958545564754095,Dembecha,4
170,2000,4.722043698606559,Dembecha,5
170,1992,4.97426572425,Dembecha,6
170,2007,5.08159804762295,Dembecha,7
170,1995,5.3661505228813535,Dembecha,8
170,1983,5.401170606283183,Dembecha,9
170,1986,5.557056380803573,Dembecha,10
171,2001,3.6492245229508207,Jabi Tehnan,1
171,2005,4.546049369590165,Jabi Tehnan,2
171,2011,4.589874841147541,Jabi Tehnan,3
171,2004,4.712757535409836,Jabi Tehnan,4
171,2000,4.722189673360655,Jabi Tehnan,5
171,2007,4.7256068795082005,Jabi Tehnan,6
171,1995,4.981117558898305,Jabi Tehnan,7
171,2002,5.290468066639346,Jabi Tehnan,8
171,1992,5.395638663666668,Jabi Tehnan,9
171,1983,5.4267421376991125,Jabi Tehnan,10
172,2001,4.266596726557377,Merawi,1
172,2004,4.398705513032787,Merawi,2
172,2000,4.678123790737707,Merawi,3
172,2011,4.701887325,Merawi,4
172,2005,4.958209550737704,Merawi,5
172,2002,5.4956996152459014,Merawi,6
172,2007,5.603590555663935,Merawi,7
172,2003,6.051031681967213,Merawi,8
172,2009,6.316311851557377,Merawi,9
172,1997,6.346396419254098,Merawi,10
173,2001,3.51244358114754,Quarit,1
173,2004,3.5794403860655737,Quarit,2
173,2005,3.7948206133606566,Quarit,3
173,2000,3.8379757987704934,Quarit,4
173,2011,3.842081857950819,Quarit,5
173,2007,4.084672706393444,Quarit,6
173,1995,4.088515076186441,Quarit,7
173,2002,4.5489161156557385,Quarit,8
173,1986,4.553262184464288,Quarit,9
173,1987,4.611694947913044,Quarit,10
174,2001,4.1965356795901645,Sekela,1
174,2004,4.358335209836065,Sekela,2
174,2000,4.462258400327869,Sekela,3
174,2007,4.5397866299180345,Sekela,4
174,2005,4.594680757131145,Sekela,5
174,2011,4.639009748360653,Sekela,6
174,1992,5.370413392166665,Sekela,7
174,1983,5.398474841592921,Sekela,8
174,1995,5.41847783559322,Sekela,9
174,2002,5.567189184262296,Sekela,10
175,2001,4.443393736229508,Asosa,1
175,2004,4.554104941655737,Asosa,2
175,2003,4.986705003688523,Asosa,3
175,1991,5.049359099173555,Asosa,4
175,2002,5.068538695901638,Asosa,5
175,2011,5.112121009844262,Asosa,6
175,1992,5.186032209916665,Asosa,7
175,1999,5.303741847107436,Asosa,8
175,2007,5.3336330040983615,Asosa,9
175,2000,5.438609084590166,Asosa,10
176,2001,4.513359999098358,Bambasi,1
176,2011,4.831259885188526,Bambasi,2
176,2004,4.968449204918032,Bambasi,3
176,1992,5.353931608416668,Bambasi,4
176,2003,5.412695464180329,Bambasi,5
176,2002,5.450318388950817,Bambasi,6
176,2007,5.518481578114754,Bambasi,7
176,2000,5.626444036147541,Bambasi,8
176,1999,5.701655331363638,Bambasi,9
176,2005,6.03527519098361,Bambasi,10
177,1991,4.131954085041322,Komesha,1
177,2004,4.1353194813934415,Komesha,2
177,2001,4.1460244997540965,Komesha,3
177,2011,4.582569721311471,Komesha,4
177,2002,4.759149241393442,Komesha,5
177,2000,4.8916939590163935,Komesha,6
177,1992,5.067953161166667,Komesha,7
177,2003,5.3243244205737685,Komesha,8
177,2013,5.435634095901642,Komesha,9
177,2005,5.489670130737708,Komesha,10
178,2004,3.8208988598360665,Kurmuk,1
178,2001,4.027519499426232,Kurmuk,2
178,2011,4.041932770737705,Kurmuk,3
178,1991,4.104423293388432,Kurmuk,4
178,2002,4.382328467295084,Kurmuk,5
178,2000,4.480611890737704,Kurmuk,6
178,2003,4.63202803762295,Kurmuk,7
178,1992,4.936664361666668,Kurmuk,8
178,2013,4.986468367868854,Kurmuk,9
178,2005,5.1129555490163945,Kurmuk,10
179,2001,3.711726927377048,Menge,1
179,2004,3.894118021147541,Menge,2
179,2011,4.3931396444262285,Menge,3
179,2002,4.645227555491803,Menge,4
179,2000,4.777581743852457,Menge,5
179,1991,4.8409139659504135,Menge,6
179,1992,5.029000649749999,Menge,7
179,2013,5.1742937720491815,Menge,8
179,2005,5.333907034918032,Menge,9
179,1999,5.371809917272729,Menge,10
180,2001,4.1237744513278685,Oda Godere,1
180,2004,4.1319561694262275,Oda Godere,2
180,2011,4.6858434397540965,Oda Godere,3
180,2000,4.8300852597541,Oda Godere,4
180,1992,5.176528326083333,Oda Godere,5
180,2013,5.235108416229506,Oda Godere,6
180,2002,5.336121536967213,Oda Godere,7
180,2003,5.3992040797540986,Oda Godere,8
180,1999,5.454941236776857,Oda Godere,9
180,1991,5.485965519173552,Oda Godere,10
181,2001,3.9418209328196734,Sherkole,1
181,2004,4.0474105265573765,Sherkole,2
181,2011,4.32196046647541,Sherkole,3
181,2002,4.619097652040984,Sherkole,4
181,2000,4.802905920327867,Sherkole,5
181,2003,5.0609429167950815,Sherkole,6
181,2013,5.209908374229508,Sherkole,7
181,1991,5.244156877272724,Sherkole,8
181,2006,5.318126610983606,Sherkole,9
181,1999,5.470009269421488,Sherkole,10
182,2004,4.195786449508196,Tongo Sp. Wereda,1
182,2011,4.440862093934426,Tongo Sp. Wereda,2
182,1994,4.6474385730252115,Tongo Sp. Wereda,3
182,2002,4.680893975983609,Tongo Sp. Wereda,4
182,2003,4.688612150163934,Tongo Sp. Wereda,5
182,1992,4.88216985925,Tongo Sp. Wereda,6
182,2000,4.985294021360655,Tongo Sp. Wereda,7
182,2001,5.08080781918033,Tongo Sp. Wereda,8
182,2013,5.135371731475413,Tongo Sp. Wereda,9
182,2007,5.192207517213113,Tongo Sp. Wereda,10
183,2004,4.011668633770491,Agelo Meti,1
183,2001,4.0514176754754105,Agelo Meti,2
183,2000,5.120482935081964,Agelo Meti,3
183,2011,5.162542362786885,Agelo Meti,4
183,2002,5.191067640655739,Agelo Meti,5
183,1999,5.400377880909094,Agelo Meti,6
183,2007,5.679974482377047,Agelo Meti,7
183,2005,5.759565782581968,Agelo Meti,8
183,1992,5.960538337499997,Agelo Meti,9
183,2003,6.060039832704918,Agelo Meti,10
184,2001,3.9435681999508194,Belo Jegonfoy,1
184,2004,4.276392480491804,Belo Jegonfoy,2
184,2000,5.005033472786887,Belo Jegonfoy,3
184,2011,5.287553823508197,Belo Jegonfoy,4
184,2002,5.653548599918032,Belo Jegonfoy,5
184,1997,5.8067349054098365,Belo Jegonfoy,6
184,2005,5.823862885655742,Belo Jegonfoy,7
184,1999,6.032657160190082,Belo Jegonfoy,8
184,2018,6.1815860778688565,Belo Jegonfoy,9
184,2003,6.245066245131147,Belo Jegonfoy,10
185,2001,3.754876215,Kamashi,1
185,2004,3.9083086617213127,Kamashi,2
185,2011,5.184903929016395,Kamashi,3
185,2000,5.394181106885247,Kamashi,4
185,2002,5.404251283524591,Kamashi,5
185,1999,5.508834777685951,Kamashi,6
185,2005,5.809049744508196,Kamashi,7
185,2003,5.811676225000002,Kamashi,8
185,2007,5.86664656770492,Kamashi,9
185,1992,5.966605381166666,Kamashi,10
186,2004,3.926650225409836,Sirba Abay,1
186,2001,4.152612443688525,Sirba Abay,2
186,2011,4.673006078688523,Sirba Abay,3
186,2000,4.7583663503278695,Sirba Abay,4
186,2002,5.014919536639342,Sirba Abay,5
186,2005,5.193707350245902,Sirba Abay,6
186,1999,5.377110856280992,Sirba Abay,7
186,2013,5.378859247049179,Sirba Abay,8
186,1992,5.461857267416668,Sirba Abay,9
186,2003,5.528693393934423,Sirba Abay,10
187,2001,3.950613885000002,Yaso,1
187,2004,4.081834709098362,Yaso,2
187,2011,5.015338758278687,Yaso,3
187,2000,5.084512711147542,Yaso,4
187,2002,5.353130217459016,Yaso,5
187,1999,5.515565312305784,Yaso,6
187,2007,5.661796016655736,Yaso,7
187,1992,5.683919216783334,Yaso,8
187,2005,5.731993104836067,Yaso,9
187,2003,5.747488126721313,Yaso,10
188,2001,4.396069801557377,Bulen,1
188,2011,4.967369423180328,Bulen,2
188,2004,5.1350501479508175,Bulen,3
188,2000,5.560041543032787,Bulen,4
188,2003,5.740947296803277,Bulen,5
188,2002,5.784375221557374,Bulen,6
188,2005,5.875673281311475,Bulen,7
188,2013,6.023000894754097,Bulen,8
188,2007,6.142475778770492,Bulen,9
188,1999,6.23360010661157,Bulen,10
189,2011,5.49010813590164,Dangur,1
189,2004,5.636121916721313,Dangur,2
189,2001,6.1104510640163925,Dangur,3
189,2000,6.299189891065577,Dangur,4
189,2002,6.428647367213116,Dangur,5
189,2005,6.631789797540983,Dangur,6
189,2003,7.101628946803277,Dangur,7
189,2007,7.456314692131147,Dangur,8
189,2009,7.693866126065572,Dangur,9
189,2013,7.884513368852461,Dangur,10
190,2001,3.6806046003278685,Dibate,1
190,2004,4.293753579016394,Dibate,2
190,2011,4.8989844536311455,Dibate,3
190,2005,5.2459227339344245,Dibate,4
190,2000,5.396974926639345,Dibate,5
190,2003,5.486393535081965,Dibate,6
190,2002,5.492378638360655,Dibate,7
190,1992,5.5461814775833345,Dibate,8
190,1999,5.674500724545456,Dibate,9
190,2007,5.7655560377868875,Dibate,10
191,2004,4.910167306885244,Guba,1
191,2001,5.205433047704919,Guba,2
191,2011,5.225595032377048,Guba,3
191,2002,5.538917234098362,Guba,4
191,2000,5.651303022213112,Guba,5
191,2005,5.6609316930327855,Guba,6
191,1994,5.9796511983193295,Guba,7
191,2003,6.198623502540986,Guba,8
191,1992,6.436332411733332,Guba,9
191,2009,6.525847287459017,Guba,10
192,2001,5.717871675901638,Mandura,1
192,2004,5.889097427049182,Mandura,2
192,2011,6.005286482049183,Mandura,3
192,2000,6.888790205737708,Mandura,4
192,2005,7.139218959180328,Mandura,5
192,1994,7.403960438655457,Mandura,6
192,2003,7.5139373312295055,Mandura,7
192,2002,7.602422111065575,Mandura,8
192,2007,7.7547631627049185,Mandura,9
192,2013,7.804646221393441,Mandura,10
193,2004,5.775924175327865,Pawe,1
193,2011,5.804858678114754,Pawe,2
193,2001,6.148631911475409,Pawe,3
193,2000,6.392190679508202,Pawe,4
193,2005,7.208150106557378,Pawe,5
193,2003,7.271621518032784,Pawe,6
193,2007,7.295730584426226,Pawe,7
193,2002,7.798248447131147,Pawe,8
193,1994,8.079635164117649,Pawe,9
193,1992,8.342909023333336,Pawe,10
194,2001,4.4971694555491775,Wembera,1
194,2004,4.5391226851639335,Wembera,2
194,2011,4.762645278934428,Wembera,3
194,2000,5.369053924508197,Wembera,4
194,2002,5.561249121311478,Wembera,5
194,2003,5.616639069918032,Wembera,6
194,1999,5.915573885537193,Wembera,7
194,2005,5.9196402729098345,Wembera,8
194,2013,5.9591106961475395,Wembera,9
194,1997,6.009037606721313,Wembera,10
195,2001,1.6045128975409837,Dire Dawa,1
195,2000,1.7204309186065576,Dire Dawa,2
195,1985,1.796909411848739,Dire Dawa,3
195,1984,1.9239881224347823,Dire Dawa,4
195,1990,1.9363492395950417,Dire Dawa,5
195,2002,1.9371805011393448,Dire Dawa,6
195,1991,2.0932676907438013,Dire Dawa,7
195,1986,2.1155395613392853,Dire Dawa,8
195,2005,2.1203166074590163,Dire Dawa,9
195,1998,2.13596645555372,Dire Dawa,10
196,2005,2.1894555388278696,Akobo,1
196,2002,2.294757327213115,Akobo,2
196,2009,2.407102121909836,Akobo,3
196,2000,2.4213142127868847,Akobo,4
196,2011,2.475765776114753,Akobo,5
196,2004,2.6053121897540987,Akobo,6
196,1991,2.6187159685950427,Akobo,7
196,2008,2.6379942906557377,Akobo,8
196,1990,2.830948074966944,Akobo,9
196,2003,2.874879369426232,Akobo,10
197,2004,3.0929795900819665,Gambela,1
197,2000,3.1421649391803266,Gambela,2
197,2002,3.449491465,Gambela,3
197,1995,3.699905820669492,Gambela,4
197,2008,3.7255216522950825,Gambela,5
197,2011,3.745139720163934,Gambela,6
197,2001,3.8238326982786894,Gambela,7
197,2005,3.8327279113114754,Gambela,8
197,2003,3.86715624172131,Gambela,9
197,2009,3.906894200221312,Gambela,10
198,2002,2.738605927942623,Itang,1
198,2000,2.762085386090164,Itang,2
198,2004,2.7711511281147536,Itang,3
198,2011,3.050101553196721,Itang,4
198,2005,3.054285310983605,Itang,5
198,2008,3.0548706809836066,Itang,6
198,2009,3.1717586336065584,Itang,7
198,1997,3.2027003973770483,Itang,8
198,2006,3.4838535617213124,Itang,9
198,1995,3.5108487083898305,Itang,10
199,2005,2.4797751420491805,Jikawo,1
199,2002,2.5275375490737697,Jikawo,2
199,2000,2.785279226959017,Jikawo,3
199,2009,2.8421719527049176,Jikawo,4
199,2008,2.853882516491804,Jikawo,5
199,2004,2.8554830206475414,Jikawo,6
199,2011,2.865274063278689,Jikawo,7
199,1990,2.9857111382396697,Jikawo,8
199,1984,2.9937233237391316,Jikawo,9
199,2006,3.0508853722131133,Jikawo,10
200,2004,2.725158254573769,Abobo,1
200,2000,2.7813841746721315,Abobo,2
200,2002,2.8656928619672115,Abobo,3
200,1997,3.146812372622949,Abobo,4
200,2009,3.4713672518934424,Abobo,5
200,2008,3.4848555476229506,Abobo,6
200,2001,3.5032881352868843,Abobo,7
200,2003,3.5523111441803263,Abobo,8
200,1995,3.602742180169491,Abobo,9
200,2011,3.6596902937704905,Abobo,10
201,2000,1.6142150459016396,Dima,1
201,2002,1.833268850819672,Dima,2
201,2009,2.387834252459016,Dima,3
201,1997,2.4476844967213114,Dima,4
201,2001,2.4529741065573774,Dima,5
201,2004,2.6322970237704917,Dima,6
201,2018,2.7545712950819667,Dima,7
201,1992,2.8555436991666667,Dima,8
201,2003,2.855699610655737,Dima,9
201,1993,2.9206798775862066,Dima,10
202,2000,1.7848577467213111,Godere,1
202,2002,2.0769958718032777,Godere,2
202,2004,2.46562818737705,Godere,3
202,2009,2.679481226696723,Godere,4
202,2001,2.884746669655737,Godere,5
202,2018,3.0241642799180317,Godere,6
202,1992,3.050029269583335,Godere,7
202,1997,3.0805581462295097,Godere,8
202,2003,3.1179717927049184,Godere,9
202,2005,3.187167249688524,Godere,10
203,2000,1.7056311016557384,Gog,1
203,2004,2.2193989017540976,Gog,2
203,2002,2.3093891480655735,Gog,3
203,2009,2.352705613360656,Gog,4
203,1997,2.564502084106557,Gog,5
203,2003,2.7007952734426244,Gog,6
203,2018,2.8604208199180325,Gog,7
203,2008,3.1878016403278693,Gog,8
203,1989,3.201269584406778,Gog,9
203,2001,3.2448744557377056,Gog,10
204,2000,2.014333406811476,Jor,1
204,2009,2.3307941350819665,Jor,2
204,2002,2.3945662172131144,Jor,3
204,2004,2.5212449276229507,Jor,4
204,2003,2.5688357500819667,Jor,5
204,2011,2.6523555783606563,Jor,6
204,1997,2.6876578463524607,Jor,7
204,2005,2.7921093295081976,Jor,8
204,2008,2.8499976552459008,Jor,9
204,1991,2.9245499403305786,Jor,10
205,1993,1.209179733448276,Harar/Hundene,1
205,1998,1.2460934466115705,Harar/Hundene,2
205,2001,1.2659469114754098,Harar/Hundene,3
205,2016,1.4067413442622954,Harar/Hundene,4
205,2000,1.502305835081967,Harar/Hundene,5
205,2005,1.6927806295901642,Harar/Hundene,6
205,2002,1.7082997801639344,Harar/Hundene,7
205,1985,1.708836028907563,Harar/Hundene,8
205,1990,1.8153836472644629,Harar/Hundene,9
205,1986,1.982211917857143,Harar/Hundene,10
206,1990,0.5810266123140496,Amigna,1
206,2000,0.6371854062131146,Amigna,2
206,2005,0.8851099912295081,Amigna,3
206,2002,0.917215896147541,Amigna,4
206,2004,1.04583861352459,Amigna,5
206,1997,1.2006072119672129,Amigna,6
206,1985,1.3535733525210083,Amigna,7
206,1995,1.3795088040677963,Amigna,8
206,2009,1.4054573290163936,Amigna,9
206,1984,1.4269443478260873,Amigna,10
207,2000,1.167767907377049,Aseko,1
207,2002,1.2500400263114757,Aseko,2
207,1990,1.4735695817355372,Aseko,3
207,1984,1.9062972862608696,Aseko,4
207,2005,1.9552763918032792,Aseko,5
207,2001,1.9696833459016392,Aseko,6
207,1993,2.0038836805172413,Aseko,7
207,2014,2.0572516277049178,Aseko,8
207,2004,2.0688524793442618,Aseko,9
207,2009,2.1740300824590157,Aseko,10
208,1987,0.8163285345739129,Bekoji,1
208,2002,1.1685104316639343,Bekoji,2
208,1997,1.2928376583606564,Bekoji,3
208,1984,1.3219378212608692,Bekoji,4
208,1990,1.3447581329008265,Bekoji,5
208,2000,1.3881657168770491,Bekoji,6
208,2005,1.3911488972131147,Bekoji,7
208,2001,1.5044036500327869,Bekoji,8
208,2016,1.558032395,Bekoji,9
208,2003,1.6612111990491805,Bekoji,10
209,1990,0.7327384933884297,Chole,1
209,2000,1.1105510755573769,Chole,2
209,2002,1.4305642814754105,Chole,3
209,2005,1.4613344506557373,Chole,4
209,2009,1.4628343434426223,Chole,5
209,2001,1.5599341187704925,Chole,6
209,2018,2.107667240983606,Chole,7
209,1997,2.1544255851639345,Chole,8
209,1995,2.349295066101694,Chole,9
209,2014,2.4162040440163928,Chole,10
210,1984,0.8892206352173913,Degeluna Tijo,1
210,1987,1.0376802220869563,Degeluna Tijo,2
210,2000,1.3874549822131148,Degeluna Tijo,3
210,1990,1.4789524885950414,Degeluna Tijo,4
210,2002,1.4828445071311471,Degeluna Tijo,5
210,2001,1.6609338231147537,Degeluna Tijo,6
210,2005,1.7166930870491808,Degeluna Tijo,7
210,1997,1.7186720984426231,Degeluna Tijo,8
210,1995,1.9715844879661009,Degeluna Tijo,9
210,2003,2.0379715983606554,Degeluna Tijo,10
211,1984,1.5656811150434786,Dodotana Sire,1
211,2004,1.7867321953278696,Dodotana Sire,2
211,2002,1.8638602362295085,Dodotana Sire,3
211,1986,1.8646708532142853,Dodotana Sire,4
211,2005,1.9314030909836069,Dodotana Sire,5
211,2000,1.9605177046721312,Dodotana Sire,6
211,2009,2.0895973243442625,Dodotana Sire,7
211,1991,2.374375615454546,Dodotana Sire,8
211,1993,2.4403541217241385,Dodotana Sire,9
211,2001,2.4629490126803293,Dodotana Sire,10
212,1987,0.7535923307826086,Gedeb,1
212,2002,1.0640300674590164,Gedeb,2
212,2004,1.179566030245901,Gedeb,3
212,1997,1.3458262284426226,Gedeb,4
212,2016,1.4797702183606556,Gedeb,5
212,2000,1.4817253527049177,Gedeb,6
212,2003,1.4870177368032793,Gedeb,7
212,2001,1.5367566937704913,Gedeb,8
212,1992,1.5500280570833336,Gedeb,9
212,2014,1.564954821721311,Gedeb,10
213,2000,1.0396979159016393,Gololcha,1
213,2002,1.1544040660655734,Gololcha,2
213,2005,1.3001090800819677,Gololcha,3
213,1990,1.422786857595042,Gololcha,4
213,2009,1.4556418423449995,Gololcha,5
213,1993,1.7247607673342242,Gololcha,6
213,2001,1.738048200983607,Gololcha,7
213,1997,1.7511880039590164,Gololcha,8
213,2004,1.7923041913688524,Gololcha,9
213,2008,1.9807061874836067,Gololcha,10
214,1984,1.5086765246086955,Hitosa,1
214,2004,1.5922074504918031,Hitosa,2
214,2005,1.6716425118032787,Hitosa,3
214,2000,1.6721903414754098,Hitosa,4
214,2002,1.83721137147541,Hitosa,5
214,1987,2.107187644086957,Hitosa,6
214,2001,2.1659166105737704,Hitosa,7
214,2009,2.1739299238524588,Hitosa,8
214,1990,2.188471305785124,Hitosa,9
214,1991,2.2967017180991744,Hitosa,10
215,2000,1.5880725467213117,Jeju,1
215,1990,1.6165799159752068,Jeju,2
215,2002,1.732805723114755,Jeju,3
215,2005,1.8472163254098355,Jeju,4
215,1986,1.937364848482143,Jeju,5
215,2009,1.9617169649016388,Jeju,6
215,2001,2.0316434094262297,Jeju,7
215,2004,2.2306100665573765,Jeju,8
215,1997,2.349524325909836,Jeju,9
215,2015,2.5019633410819675,Jeju,10
216,2000,1.397031505245902,Kofele,1
216,2002,1.4671635805737702,Kofele,2
216,2004,1.5588158854918042,Kofele,3
216,2001,1.842239020245902,Kofele,4
216,2016,1.865918278688525,Kofele,5
216,2005,1.8912843311475405,Kofele,6
216,2003,1.9883754428524598,Kofele,7
216,2011,2.016576928467213,Kofele,8
216,1987,2.2110371782608698,Kofele,9
216,1989,2.283500357211865,Kofele,10
