Region,District,Village,year,rank,_index
Tigray,Ofla,Adishimbirkti,2015,8,68
Tigray,Ofla,Adishimbirkti,2007,7,68
Tigray,Ofla,Adishimbirkti,1990,6,68
Tigray,Ofla,Adishimbirkti,1997,5,68
Tigray,Ofla,Adishimbirkti,2004,4,68
Tigray,Ofla,Adishimbirkti,1993,3,68
Tigray,Ofla,Adishimbirkti,2010,2,68
Tigray,Ofla,Adishimbirkti,2001,1,68
Tigray,Ofla,Dinkashena,1984,10,69
Tigray,Ofla,Dinkashena,1987,9,69
Tigray,Ofla,Dinkashena,2015,8,69
Tigray,Ofla,Dinkashena,1998,7,69
Tigray,Ofla,Dinkashena,1993,6,69
Tigray,Ofla,Dinkashena,1985,5,69
Tigray,Ofla,Dinkashena,2008,4,69
Tigray,Ofla,Dinkashena,2004,3,69
Tigray,Ofla,Dinkashena,2002,2,69
Tigray,Ofla,Dinkashena,2018,1,69
Tigray,Ofla,Darubekeda,1984,10,70
Tigray,Ofla,Darubekeda,1987,9,70
Tigray,Ofla,Darubekeda,2015,8,70
Tigray,Ofla,Darubekeda,1998,7,70
Tigray,Ofla,Darubekeda,2007,6,70
Tigray,Ofla,Darubekeda,1994,5,70
Tigray,Ofla,Darubekeda,2001,4,70
Tigray,Ofla,Darubekeda,1990,3,70
Tigray,Ofla,Darubekeda,2004,2,70
Tigray,Ofla,Darubekeda,1993,1,70
Amhara,Kemekem,Wusha Tires,1984,10,71
Amhara,Kemekem,Wusha Tires,1990,9,71
Amhara,Kemekem,Wusha Tires,1993,8,71
Amhara,Kemekem,Wusha Tires,2002,7,71
Amhara,Kemekem,Wusha Tires,1997,6,71
Amhara,Kemekem,Wusha Tires,2001,5,71
Amhara,Kemekem,Wusha Tires,1991,4,71
Amhara,Kemekem,Wusha Tires,2006,3,71
Amhara,Kemekem,Wusha Tires,2004,2,71
Amhara,Kemekem,Wusha Tires,2015,1,71
Amhara,Kemekem,Asta,1984,10,72
Amhara,Kemekem,Asta,1999,9,72
Amhara,Kemekem,Asta,1995,8,72
Amhara,Kemekem,Asta,1998,7,72
Amhara,Kemekem,Asta,2004,6,72
Amhara,Kemekem,Asta,1994,5,72
Amhara,Kemekem,Asta,2008,4,72
Amhara,Kemekem,Asta,2009,3,72
Amhara,Kemekem,Asta,1987,2,72
Amhara,Kemekem,Asta,2012,1,72
Tigray,Kola Temben,Santa gelebeda,1983,10,73
Tigray,Kola Temben,Santa gelebeda,2006,9,73
Tigray,Kola Temben,Santa gelebeda,1991,8,73
Tigray,Kola Temben,Santa gelebeda,2001,7,73
Tigray,Kola Temben,Santa gelebeda,2003,6,73
Tigray,Kola Temben,Santa gelebeda,1996,5,73
Tigray,Kola Temben,Santa gelebeda,2014,4,73
Tigray,Kola Temben,Santa gelebeda,2016,3,73
Tigray,Kola Temben,Santa gelebeda,1987,2,73
Tigray,Kola Temben,Santa gelebeda,2008,1,73
Tigray,Kola Temben,Mtsai werki,1983,10,74
Tigray,Kola Temben,Mtsai werki,1986,9,74
Tigray,Kola Temben,Mtsai werki,1989,8,74
Tigray,Kola Temben,Mtsai werki,1996,7,74
Tigray,Kola Temben,Mtsai werki,2006,6,74
Tigray,Kola Temben,Mtsai werki,1992,5,74
Tigray,Kola Temben,Mtsai werki,2000,4,74
Tigray,Kola Temben,Mtsai werki,2002,3,74
Tigray,Kola Temben,Mtsai werki,2013,2,74
Tigray,Kola Temben,Mtsai werki,2017,1,74
Tigray,Kola Temben,Guroro,1983,10,75
Tigray,Kola Temben,Guroro,2007,9,75
Tigray,Kola Temben,Guroro,2010,8,75
Tigray,Kola Temben,Guroro,2001,7,75
Tigray,Kola Temben,Guroro,1999,6,75
Tigray,Kola Temben,Guroro,2005,5,75
Tigray,Kola Temben,Guroro,2013,4,75
Tigray,Kola Temben,Guroro,1995,3,75
Tigray,Kola Temben,Guroro,2017,2,75
Tigray,Kola Temben,Guroro,2013,1,75
Tigray,Kola Temben,Debrinetseb,1983,10,76
Tigray,Kola Temben,Debrinetseb,1984,9,76
Tigray,Kola Temben,Debrinetseb,1986,8,76
Tigray,Kola Temben,Debrinetseb,2016,7,76
Tigray,Kola Temben,Debrinetseb,1993,6,76
Tigray,Kola Temben,Debrinetseb,2001,5,76
Tigray,Kola Temben,Debrinetseb,1988,4,76
Tigray,Kola Temben,Debrinetseb,2015,3,76
Tigray,Kola Temben,Debrinetseb,2013,2,76
Tigray,Kola Temben,Debrinetseb,2005,1,76
Tigray,Kola Temben,Wuhdet,1983,10,77
Tigray,Kola Temben,Wuhdet,1990,9,77
Tigray,Kola Temben,Wuhdet,1996,8,77
Tigray,Kola Temben,Wuhdet,1988,7,77
Tigray,Kola Temben,Wuhdet,1998,6,77
Tigray,Kola Temben,Wuhdet,1986,5,77
Tigray,Kola Temben,Wuhdet,1989,4,77
Tigray,Kola Temben,Wuhdet,2007,3,77
Tigray,Kola Temben,Wuhdet,2016,2,77
Tigray,Kola Temben,Wuhdet,2017,1,77
Tigray,Kola Temben,Smret,1983,10,78
Tigray,Kola Temben,Smret,1992,9,78
Tigray,Kola Temben,Smret,2000,8,78
Tigray,Kola Temben,Smret,1989,7,78
Tigray,Kola Temben,Smret,2006,6,78
Tigray,Kola Temben,Smret,1994,5,78
Tigray,Kola Temben,Smret,1998,4,78
Tigray,Kola Temben,Smret,2013,3,78
Tigray,Kola Temben,Smret,2015,2,78
Tigray,Kola Temben,Smret,2016,1,78
Tigray,Kola Temben,Guya,1983,10,79
Tigray,Kola Temben,Guya,1996,9,79
Tigray,Kola Temben,Guya,2006,8,79
Tigray,Kola Temben,Guya,2013,7,79
Tigray,Kola Temben,Guya,1989,6,79
Tigray,Kola Temben,Guya,2010,5,79
Tigray,Kola Temben,Guya,1986,4,79
Tigray,Kola Temben,Guya,1990,3,79
Tigray,Kola Temben,Guya,1999,2,79
Tigray,Kola Temben,Guya,1993,1,79
Amhara,Kemekem,Libo,1984,10,80
Amhara,Kemekem,Libo,1988,9,80
Amhara,Kemekem,Libo,1994,8,80
Amhara,Kemekem,Libo,1998,7,80
Amhara,Kemekem,Libo,2015,6,80
Amhara,Kemekem,Libo,2018,5,80
Amhara,Kemekem,Libo,2011,4,80
Amhara,Kemekem,Libo,2010,3,80
Amhara,Kemekem,Libo,2002,2,80
Amhara,Kemekem,Libo,2001,1,80
Amhara,Kemekem,Derita,1986,10,81
Amhara,Kemekem,Derita,1984,9,81
Amhara,Kemekem,Derita,1989,8,81
Amhara,Kemekem,Derita,1997,7,81
Amhara,Kemekem,Derita,2002,6,81
Amhara,Kemekem,Derita,2000,5,81
Amhara,Kemekem,Derita,2014,4,81
Amhara,Kemekem,Derita,2001,3,81
Amhara,Kemekem,Derita,2013,2,81
Amhara,Kemekem,Derita,2007,1,81
Amhara,Kemekem,Mendere Mariam,1984,10,82
Amhara,Kemekem,Mendere Mariam,2013,9,82
Amhara,Kemekem,Mendere Mariam,1994,8,82
Amhara,Kemekem,Mendere Mariam,1987,7,82
Amhara,Kemekem,Mendere Mariam,2015,6,82
Amhara,Kemekem,Mendere Mariam,2002,5,82
Amhara,Kemekem,Mendere Mariam,1999,4,82
Amhara,Kemekem,Mendere Mariam,1996,3,82
Amhara,Kemekem,Mendere Mariam,2003,2,82
Amhara,Kemekem,Mendere Mariam,2005,1,82
Amhara,Kemekem,Ginaza,1989,10,83
Amhara,Kemekem,Ginaza,2002,9,83
Amhara,Kemekem,Ginaza,1992,8,83
Amhara,Kemekem,Ginaza,1990,7,83
Amhara,Kemekem,Ginaza,2014,6,83
Amhara,Kemekem,Ginaza,2009,5,83
Amhara,Kemekem,Ginaza,2003,4,83
Amhara,Kemekem,Ginaza,1998,3,83
Amhara,Kemekem,Ginaza,1993,2,83
Amhara,Kemekem,Ginaza,1997,1,83
Amhara,Kemekem,Tara Gedam,1984,10,84
Amhara,Kemekem,Tara Gedam,1990,9,84
Amhara,Kemekem,Tara Gedam,1987,8,84
Amhara,Kemekem,Tara Gedam,2003,7,84
Amhara,Kemekem,Tara Gedam,1998,6,84
Amhara,Kemekem,Tara Gedam,1994,5,84
Amhara,Kemekem,Tara Gedam,1992,4,84
Amhara,Kemekem,Tara Gedam,2008,3,84
Amhara,Kemekem,Tara Gedam,2017,2,84
Amhara,Kemekem,Tara Gedam,2015,1,84
Amhara,Kemekem,Shehoch Tehara,1985,10,85
Amhara,Kemekem,Shehoch Tehara,1991,9,85
Amhara,Kemekem,Shehoch Tehara,1988,8,85
Amhara,Kemekem,Shehoch Tehara,2012,7,85
Amhara,Kemekem,Shehoch Tehara,2009,6,85
Amhara,Kemekem,Shehoch Tehara,2015,5,85
Amhara,Kemekem,Shehoch Tehara,2004,4,85
Amhara,Kemekem,Shehoch Tehara,2011,3,85
Amhara,Kemekem,Shehoch Tehara,1999,2,85
Amhara,Kemekem,Shehoch Tehara,1995,1,85
Amhara,Kemekem,Tibaga,1985,10,86
Amhara,Kemekem,Tibaga,1991,9,86
Amhara,Kemekem,Tibaga,1992,8,86
Amhara,Kemekem,Tibaga,1994,7,86
Amhara,Kemekem,Tibaga,1998,6,86
Amhara,Kemekem,Tibaga,2011,5,86
Amhara,Kemekem,Tibaga,2001,4,86
Amhara,Kemekem,Tibaga,2005,3,86
Amhara,Kemekem,Tibaga,2009,2,86
Amhara,Kemekem,Tibaga,2013,1,86
Tigray,Hawzen,Selam,1984,10,87
Tigray,Hawzen,Selam,1986,9,87
Tigray,Hawzen,Selam,2007,8,87
Tigray,Hawzen,Selam,1997,7,87
Tigray,Hawzen,Selam,2015,6,87
Tigray,Hawzen,Selam,2004,5,87
Tigray,Hawzen,Selam,2011,4,87
Tigray,Hawzen,Selam,1989,3,87
Tigray,Hawzen,Selam,2013,2,87
Tigray,Hawzen,Selam,2016,1,87
Tigray,Hawzen,Debreselam,1984,10,88
Tigray,Hawzen,Debreselam,1987,9,88
Tigray,Hawzen,Debreselam,2002,8,88
Tigray,Hawzen,Debreselam,1994,7,88
Tigray,Hawzen,Debreselam,1990,6,88
Tigray,Hawzen,Debreselam,1989,5,88
Tigray,Hawzen,Debreselam,2017,4,88
Tigray,Hawzen,Debreselam,2004,3,88
Tigray,Hawzen,Debreselam,1999,2,88
Tigray,Hawzen,Debreselam,1997,1,88
Tigray,Hintalo Wajerat,Metkel,1984,10,89
Tigray,Hintalo Wajerat,Metkel,1987,9,89
Tigray,Hintalo Wajerat,Metkel,1990,8,89
Tigray,Hintalo Wajerat,Metkel,2015,7,89
Tigray,Hintalo Wajerat,Metkel,2002,6,89
Tigray,Hintalo Wajerat,Metkel,2000,5,89
Tigray,Hintalo Wajerat,Metkel,2010,4,89
Tigray,Hintalo Wajerat,Metkel,2013,3,89
Tigray,Hintalo Wajerat,Metkel,1998,2,89
Tigray,Hintalo Wajerat,Metkel,1993,1,89
Tigray,Hawzen,Qoraro,1984,10,90
Tigray,Hawzen,Qoraro,1985,9,90
Tigray,Hawzen,Qoraro,1987,8,90
Tigray,Hawzen,Qoraro,2014,7,90
Tigray,Hawzen,Qoraro,1997,6,90
Tigray,Hawzen,Qoraro,2017,5,90
Tigray,Hawzen,Qoraro,2004,4,90
Tigray,Hawzen,Qoraro,1999,3,90
Tigray,Hawzen,Qoraro,1994,2,90
Tigray,Hawzen,Qoraro,2008,1,90
Tigray,Hintalo Wajerat,Hareko,1984,10,91
Tigray,Hintalo Wajerat,Hareko,1985,9,91
Tigray,Hintalo Wajerat,Hareko,1995,8,91
Tigray,Hintalo Wajerat,Hareko,1990,7,91
Tigray,Hintalo Wajerat,Hareko,2004,6,91
Tigray,Hintalo Wajerat,Hareko,2015,5,91
Tigray,Hintalo Wajerat,Hareko,2000,4,91
Tigray,Hintalo Wajerat,Hareko,2002,3,91
Tigray,Hintalo Wajerat,Hareko,1992,2,91
Tigray,Hintalo Wajerat,Hareko,2018,1,91
Tigray,Hintalo Wajerat,Fikre-Alem,1984,10,92
Tigray,Hintalo Wajerat,Fikre-Alem,1987,9,92
Tigray,Hintalo Wajerat,Fikre-Alem,2014,8,92
Tigray,Hintalo Wajerat,Fikre-Alem,1990,7,92
Tigray,Hintalo Wajerat,Fikre-Alem,1994,6,92
Tigray,Hintalo Wajerat,Fikre-Alem,2004,5,92
Tigray,Hintalo Wajerat,Fikre-Alem,1999,4,92
Tigray,Hintalo Wajerat,Fikre-Alem,1992,3,92
Tigray,Hintalo Wajerat,Fikre-Alem,1996,2,92
Tigray,Hintalo Wajerat,Fikre-Alem,2016,1,92
Tigray,Hintalo Wajerat,Hagere-Selam,1984,10,93
Tigray,Hintalo Wajerat,Hagere-Selam,1987,9,93
Tigray,Hintalo Wajerat,Hagere-Selam,2014,8,93
Tigray,Hintalo Wajerat,Hagere-Selam,1993,7,93
Tigray,Hintalo Wajerat,Hagere-Selam,1994,6,93
Tigray,Hintalo Wajerat,Hagere-Selam,2005,5,93
Tigray,Hintalo Wajerat,Hagere-Selam,2002,4,93
Tigray,Hintalo Wajerat,Hagere-Selam,2008,3,93
Tigray,Hintalo Wajerat,Hagere-Selam,1997,2,93
Tigray,Hintalo Wajerat,Hagere-Selam,1990,1,93
Tigray,Hawzen,Debrebirhan,1984,10,94
Tigray,Hawzen,Debrebirhan,1987,9,94
Tigray,Hawzen,Debrebirhan,1999,8,94
Tigray,Hawzen,Debrebirhan,1997,7,94
Tigray,Hawzen,Debrebirhan,2015,6,94
Tigray,Hawzen,Debrebirhan,2007,5,94
Tigray,Hawzen,Debrebirhan,2010,4,94
Tigray,Hawzen,Debrebirhan,1988,3,94
Tigray,Hawzen,Debrebirhan,1993,2,94
Tigray,Hawzen,Debrebirhan,1994,1,94
Tigray,Hawzen,Mozutey,1984,10,95
Tigray,Hawzen,Mozutey,1987,9,95
Tigray,Hawzen,Mozutey,1989,8,95
Tigray,Hawzen,Mozutey,1999,7,95
Tigray,Hawzen,Mozutey,2008,6,95
Tigray,Hawzen,Mozutey,1993,5,95
Tigray,Hawzen,Mozutey,2004,4,95
Tigray,Hawzen,Mozutey,2015,3,95
Tigray,Hawzen,Mozutey,2006,2,95
Tigray,Hawzen,Mozutey,2016,1,95
Tigray,Tanku Abergele,Hadashtekli,1983,10,96
Tigray,Tanku Abergele,Hadashtekli,1996,9,96
Tigray,Tanku Abergele,Hadashtekli,2001,8,96
Tigray,Tanku Abergele,Hadashtekli,2014,7,96
Tigray,Tanku Abergele,Hadashtekli,2008,6,96
Tigray,Tanku Abergele,Hadashtekli,2011,5,96
Tigray,Tanku Abergele,Hadashtekli,2016,4,96
Tigray,Tanku Abergele,Hadashtekli,2003,3,96
Tigray,Tanku Abergele,Hadashtekli,1989,2,96
Tigray,Tanku Abergele,Hadashtekli,1990,1,96
Amhara,Ebenat,Mechena,1984,10,97
Amhara,Ebenat,Mechena,1986,9,97
Amhara,Ebenat,Mechena,1991,8,97
Amhara,Ebenat,Mechena,2001,7,97
Amhara,Ebenat,Mechena,1999,6,97
Amhara,Ebenat,Mechena,2002,5,97
Amhara,Ebenat,Mechena,2013,4,97
Amhara,Ebenat,Mechena,2008,3,97
Amhara,Ebenat,Mechena,2009,2,97
Amhara,Ebenat,Mechena,2016,1,97
Amhara,Ebenat,Ader Seg,1984,10,98
Amhara,Ebenat,Ader Seg,1986,9,98
Amhara,Ebenat,Ader Seg,1997,8,98
Amhara,Ebenat,Ader Seg,2002,7,98
Amhara,Ebenat,Ader Seg,2000,6,98
Amhara,Ebenat,Ader Seg,2004,5,98
Amhara,Ebenat,Ader Seg,1998,4,98
Amhara,Ebenat,Ader Seg,2008,3,98
Amhara,Ebenat,Ader Seg,2006,2,98
Amhara,Ebenat,Ader Seg,2015,1,98
Amhara,Ebenat,Tigage,1984,10,99
Amhara,Ebenat,Tigage,1986,9,99
Amhara,Ebenat,Tigage,1992,8,99
Amhara,Ebenat,Tigage,1997,7,99
Amhara,Ebenat,Tigage,1989,6,99
Amhara,Ebenat,Tigage,2002,5,99
Amhara,Ebenat,Tigage,2004,4,99
Amhara,Ebenat,Tigage,2014,3,99
Amhara,Ebenat,Tigage,2018,2,99
Amhara,Ebenat,Tigage,2016,1,99
Amhara,Ebenat,Deber Aba Jale,1987,10,100
Amhara,Ebenat,Deber Aba Jale,1985,9,100
Amhara,Ebenat,Deber Aba Jale,2003,8,100
Amhara,Ebenat,Deber Aba Jale,1999,7,100
Amhara,Ebenat,Deber Aba Jale,2011,6,100
Amhara,Ebenat,Deber Aba Jale,2007,5,100
Amhara,Ebenat,Deber Aba Jale,2006,4,100
Amhara,Ebenat,Deber Aba Jale,2018,3,100
Amhara,Ebenat,Deber Aba Jale,1997,2,100
Amhara,Ebenat,Deber Aba Jale,2012,1,100
Amhara,Ebenat,Tara Senba,1985,10,101
Amhara,Ebenat,Tara Senba,1984,9,101
Amhara,Ebenat,Tara Senba,1987,8,101
Amhara,Ebenat,Tara Senba,1995,7,101
Amhara,Ebenat,Tara Senba,1990,6,101
Amhara,Ebenat,Tara Senba,2011,5,101
Amhara,Ebenat,Tara Senba,1999,4,101
Amhara,Ebenat,Tara Senba,2003,3,101
Amhara,Ebenat,Tara Senba,2007,2,101
Amhara,Ebenat,Tara Senba,2015,1,101
Amhara,Ebenat,Aqua Shumoch,1984,10,102
Amhara,Ebenat,Aqua Shumoch,1985,9,102
Amhara,Ebenat,Aqua Shumoch,1988,8,102
Amhara,Ebenat,Aqua Shumoch,1990,7,102
Amhara,Ebenat,Aqua Shumoch,2004,6,102
Amhara,Ebenat,Aqua Shumoch,2014,5,102
Amhara,Ebenat,Aqua Shumoch,2015,4,102
Amhara,Ebenat,Aqua Shumoch,2018,3,102
Amhara,Ebenat,Aqua Shumoch,2012,2,102
Amhara,Ebenat,Aqua Shumoch,2002,1,102
Amhara,Ebenat,Amisetya,1985,10,103
Amhara,Ebenat,Amisetya,1987,9,103
Amhara,Ebenat,Amisetya,2012,8,103
Amhara,Ebenat,Amisetya,2011,7,103
Amhara,Ebenat,Amisetya,2013,6,103
Amhara,Ebenat,Amisetya,1999,5,103
Amhara,Ebenat,Amisetya,2015,4,103
Amhara,Ebenat,Amisetya,2000,3,103
Amhara,Ebenat,Amisetya,1997,2,103
Amhara,Ebenat,Amisetya,2009,1,103
Amhara,Ebenat,Niquara,1985,10,104
Amhara,Ebenat,Niquara,1988,9,104
Amhara,Ebenat,Niquara,2003,8,104
Amhara,Ebenat,Niquara,1991,7,104
Amhara,Ebenat,Niquara,1986,6,104
Amhara,Ebenat,Niquara,2005,5,104
Amhara,Ebenat,Niquara,2018,4,104
Amhara,Ebenat,Niquara,2013,3,104
Amhara,Ebenat,Niquara,2011,2,104
Amhara,Ebenat,Niquara,1990,1,104
Amhara,Ebenat,Jiman Deregeha,1988,10,105
Amhara,Ebenat,Jiman Deregeha,1999,9,105
Amhara,Ebenat,Jiman Deregeha,1987,8,105
Amhara,Ebenat,Jiman Deregeha,2017,7,105
Amhara,Ebenat,Jiman Deregeha,1985,6,105
Amhara,Ebenat,Jiman Deregeha,1984,5,105
Amhara,Ebenat,Jiman Deregeha,1993,4,105
Amhara,Ebenat,Jiman Deregeha,1986,3,105
Amhara,Ebenat,Jiman Deregeha,1991,2,105
Amhara,Ebenat,Jiman Deregeha,2004,1,105
Tigray,Medebay Zana,Deber kerbye,1984,10,106
Tigray,Medebay Zana,Deber kerbye,1991,9,106
Tigray,Medebay Zana,Deber kerbye,2018,8,106
Tigray,Medebay Zana,Deber kerbye,2001,7,106
Tigray,Medebay Zana,Deber kerbye,2012,6,106
Tigray,Medebay Zana,Deber kerbye,2016,5,106
Tigray,Medebay Zana,Deber kerbye,2017,4,106
Tigray,Medebay Zana,Deber kerbye,1998,3,106
Tigray,Medebay Zana,Deber kerbye,2002,2,106
Tigray,Medebay Zana,Deber kerbye,2012,1,106
Tigray,Medebay Zana,Mesehle,1984,10,107
Tigray,Medebay Zana,Mesehle,2016,9,107
Tigray,Medebay Zana,Mesehle,1992,8,107
Tigray,Medebay Zana,Mesehle,2001,7,107
Tigray,Medebay Zana,Mesehle,2006,6,107
Tigray,Medebay Zana,Mesehle,2017,5,107
Tigray,Medebay Zana,Mesehle,2009,4,107
Tigray,Medebay Zana,Mesehle,1991,3,107
Tigray,Medebay Zana,Mesehle,2002,2,107
Tigray,Medebay Zana,Mesehle,1987,1,107
Tigray,Medebay Zana,Adibearj,1984,10,108
Tigray,Medebay Zana,Adibearj,1997,9,108
Tigray,Medebay Zana,Adibearj,2002,8,108
Tigray,Medebay Zana,Adibearj,2007,7,108
Tigray,Medebay Zana,Adibearj,2014,6,108
Tigray,Medebay Zana,Adibearj,1990,5,108
Tigray,Medebay Zana,Adibearj,1993,4,108
Tigray,Medebay Zana,Adibearj,1991,3,108
Tigray,Medebay Zana,Adibearj,1994,2,108
Tigray,Medebay Zana,Adibearj,2010,1,108
Tigray,Medebay Zana,Nefasit,1984,10,109
Tigray,Medebay Zana,Nefasit,1983,9,109
Tigray,Medebay Zana,Nefasit,1991,8,109
Tigray,Medebay Zana,Nefasit,1989,7,109
Tigray,Medebay Zana,Nefasit,1999,6,109
Tigray,Medebay Zana,Nefasit,2001,5,109
Tigray,Medebay Zana,Nefasit,2011,4,109
Tigray,Medebay Zana,Nefasit,2017,3,109
Tigray,Medebay Zana,Nefasit,2018,2,109
Tigray,Medebay Zana,Nefasit,2009,1,109
Tigray,Ganta Afeshum,Adekiney,1990,10,110
Tigray,Ganta Afeshum,Adekiney,1984,9,110
Tigray,Ganta Afeshum,Adekiney,2002,8,110
Tigray,Ganta Afeshum,Adekiney,1987,7,110
Tigray,Ganta Afeshum,Adekiney,1989,6,110
Tigray,Ganta Afeshum,Adekiney,1983,5,110
Tigray,Ganta Afeshum,Adekiney,1997,4,110
Tigray,Ganta Afeshum,Adekiney,1999,3,110
Tigray,Ganta Afeshum,Adekiney,1994,2,110
Tigray,Ganta Afeshum,Adekiney,2014,1,110
Tigray,Ganta Afeshum,Wuhdet,1984,10,111
Tigray,Ganta Afeshum,Wuhdet,1983,9,111
Tigray,Ganta Afeshum,Wuhdet,1990,8,111
Tigray,Ganta Afeshum,Wuhdet,1994,7,111
Tigray,Ganta Afeshum,Wuhdet,1987,6,111
Tigray,Ganta Afeshum,Wuhdet,2007,5,111
Tigray,Ganta Afeshum,Wuhdet,2017,4,111
Tigray,Ganta Afeshum,Wuhdet,2004,3,111
Tigray,Ganta Afeshum,Wuhdet,2014,2,111
Tigray,Ganta Afeshum,Wuhdet,1998,1,111
Tigray,Ganta Afeshum,Simret-1,1988,10,112
Tigray,Ganta Afeshum,Simret-1,1990,9,112
Tigray,Ganta Afeshum,Simret-1,1984,8,112
Tigray,Ganta Afeshum,Simret-1,1993,7,112
Tigray,Ganta Afeshum,Simret-1,1987,6,112
Tigray,Ganta Afeshum,Simret-1,2016,5,112
Tigray,Ganta Afeshum,Simret-1,2007,4,112
Tigray,Ganta Afeshum,Simret-1,1999,3,112
Tigray,Ganta Afeshum,Simret-1,2018,2,112
Tigray,Ganta Afeshum,Simret-1,2008,1,112
Tigray,Werie Lehe,Enda-Felasi,1984,10,113
Tigray,Werie Lehe,Enda-Felasi,2002,9,113
Tigray,Werie Lehe,Enda-Felasi,1997,8,113
Tigray,Werie Lehe,Enda-Felasi,1994,7,113
Tigray,Werie Lehe,Enda-Felasi,2009,6,113
Tigray,Werie Lehe,Enda-Felasi,1991,5,113
Tigray,Werie Lehe,Enda-Felasi,1987,4,113
Tigray,Werie Lehe,Enda-Felasi,1989,3,113
Tigray,Werie Lehe,Enda-Felasi,2016,2,113
Tigray,Werie Lehe,Enda-Felasi,1990,1,113
Tigray,Werie Lehe,Tsae,1984,10,114
Tigray,Werie Lehe,Tsae,1989,9,114
Tigray,Werie Lehe,Tsae,1997,8,114
Tigray,Werie Lehe,Tsae,1994,7,114
Tigray,Werie Lehe,Tsae,1987,6,114
Tigray,Werie Lehe,Tsae,2015,5,114
Tigray,Werie Lehe,Tsae,1999,4,114
Tigray,Werie Lehe,Tsae,1990,3,114
Tigray,Werie Lehe,Tsae,2004,2,114
Tigray,Werie Lehe,Tsae,2001,1,114
Tigray,Tanku Abergele,Hadashtekli,1983,10,115
Tigray,Tanku Abergele,Hadashtekli,1996,9,115
Tigray,Tanku Abergele,Hadashtekli,2001,8,115
Tigray,Tanku Abergele,Hadashtekli,2014,7,115
Tigray,Tanku Abergele,Hadashtekli,2008,6,115
Tigray,Tanku Abergele,Hadashtekli,2011,5,115
Tigray,Tanku Abergele,Hadashtekli,2016,4,115
Tigray,Tanku Abergele,Hadashtekli,2003,3,115
Tigray,Tanku Abergele,Hadashtekli,1989,2,115
Tigray,Tanku Abergele,Hadashtekli,1990,1,115
Amhara,Ebenat,Balarab,1984,10,116
Amhara,Ebenat,Balarab,1987,9,116
Amhara,Ebenat,Balarab,1994,8,116
Amhara,Ebenat,Balarab,2014,7,116
Amhara,Ebenat,Balarab,1983,6,116
Amhara,Ebenat,Balarab,1997,5,116
Amhara,Ebenat,Balarab,2015,4,116
Amhara,Ebenat,Balarab,1986,3,116
Amhara,Ebenat,Balarab,2002,2,116
Amhara,Ebenat,Balarab,2004,1,116
Amhara,Ebenat,Aquha,1987,10,117
Amhara,Ebenat,Aquha,2002,9,117
Amhara,Ebenat,Aquha,1997,8,117
Amhara,Ebenat,Aquha,2004,7,117
Amhara,Ebenat,Aquha,1998,6,117
Amhara,Ebenat,Aquha,1993,5,117
Amhara,Ebenat,Aquha,2012,4,117
Amhara,Ebenat,Aquha,2014,3,117
Amhara,Ebenat,Aquha,2016,2,117
Amhara,Ebenat,Aquha,2017,1,117
Amhara,Ebenat,Gela Matebiya,1984,10,118
Amhara,Ebenat,Gela Matebiya,2002,9,118
Amhara,Ebenat,Gela Matebiya,1987,8,118
Amhara,Ebenat,Gela Matebiya,1986,7,118
Amhara,Ebenat,Gela Matebiya,1997,6,118
Amhara,Ebenat,Gela Matebiya,2004,5,118
Amhara,Ebenat,Gela Matebiya,2011,4,118
Amhara,Ebenat,Gela Matebiya,2006,3,118
Amhara,Ebenat,Gela Matebiya,2007,2,118
Amhara,Ebenat,Gela Matebiya,2013,1,118
Amhara,Ebenat,Ziha,1990,10,119
Amhara,Ebenat,Ziha,1984,9,119
Amhara,Ebenat,Ziha,1999,8,119
Amhara,Ebenat,Ziha,1986,7,119
Amhara,Ebenat,Ziha,1988,6,119
Amhara,Ebenat,Ziha,1989,5,119
Amhara,Ebenat,Ziha,1993,4,119
Amhara,Ebenat,Ziha,1998,3,119
Amhara,Ebenat,Ziha,1996,2,119
Amhara,Ebenat,Ziha,1995,1,119
Amhara,Enbise Sar Midir,Debre-Kidusan09,1984,10,120
Amhara,Enbise Sar Midir,Debre-Kidusan09,1988,9,120
Amhara,Enbise Sar Midir,Debre-Kidusan09,2017,8,120
Amhara,Enbise Sar Midir,Debre-Kidusan09,2015,7,120
Amhara,Enbise Sar Midir,Debre-Kidusan09,2002,6,120
Amhara,Enbise Sar Midir,Debre-Kidusan09,2004,5,120
Amhara,Enbise Sar Midir,Debre-Kidusan09,1998,4,120
Amhara,Enbise Sar Midir,Debre-Kidusan09,1993,3,120
Amhara,Enbise Sar Midir,Debre-Kidusan09,2018,2,120
Amhara,Enbise Sar Midir,Debre-Kidusan09,2007,1,120
Amhara,Ebenat,Abina,1985,10,121
Amhara,Ebenat,Abina,1988,9,121
Amhara,Ebenat,Abina,2003,8,121
Amhara,Ebenat,Abina,1984,7,121
Amhara,Ebenat,Abina,1991,6,121
Amhara,Ebenat,Abina,1987,5,121
Amhara,Ebenat,Abina,1989,4,121
Amhara,Ebenat,Abina,1999,3,121
Amhara,Ebenat,Abina,1990,2,121
Amhara,Ebenat,Abina,2000,1,121
Amhara,Kemekem,Keregna,1985,10,122
Amhara,Kemekem,Keregna,1984,9,122
Amhara,Kemekem,Keregna,1987,8,122
