Region,District,Village,year,rank,_index
Amhara,Kemekem,Keregna,1989,7,122
Amhara,Kemekem,Keregna,2003,6,122
Amhara,Kemekem,Keregna,2005,5,122
Amhara,Kemekem,Keregna,1993,4,122
Amhara,Kemekem,Keregna,2007,3,122
Amhara,Kemekem,Keregna,2001,2,122
Amhara,Kemekem,Keregna,2016,1,122
Amhara,Kemekem,Mitad,1984,10,123
Amhara,Kemekem,Mitad,2015,9,123
Amhara,Kemekem,Mitad,1991,8,123
Amhara,Kemekem,Mitad,1992,7,123
Amhara,Kemekem,Mitad,2017,6,123
Amhara,Kemekem,Mitad,2008,5,123
Amhara,Kemekem,Mitad,1996,4,123
Amhara,Kemekem,Mitad,2014,3,123
Amhara,Kemekem,Mitad,2007,2,123
Amhara,Kemekem,Mitad,2018,1,123
Amhara,Kemekem,Estifanos,1984,10,124
Amhara,Kemekem,Estifanos,1988,9,124
Amhara,Kemekem,Estifanos,2002,8,124
Amhara,Kemekem,Estifanos,1999,7,124
Amhara,Kemekem,Estifanos,1990,6,124
Amhara,Kemekem,Estifanos,2009,5,124
Amhara,Kemekem,Estifanos,2010,4,124
Amhara,Kemekem,Estifanos,2005,3,124
Amhara,Kemekem,Estifanos,2015,2,124
Amhara,Kemekem,Estifanos,2000,1,124
Amhara,Kemekem,Anigot,1984,10,125
Amhara,Kemekem,Anigot,1991,9,125
Amhara,Kemekem,Anigot,1989,8,125
Amhara,Kemekem,Anigot,1992,7,125
Amhara,Kemekem,Anigot,2014,6,125
Amhara,Kemekem,Anigot,2000,5,125
Amhara,Kemekem,Anigot,2001,4,125
Amhara,Kemekem,Anigot,2004,3,125
Amhara,Kemekem,Anigot,2012,2,125
Amhara,Kemekem,Anigot,2003,1,125
Amhara,Kemekem,Ginaza,1990,10,126
Amhara,Kemekem,Ginaza,1992,9,126
Amhara,Kemekem,Ginaza,2002,8,126
Amhara,Kemekem,Ginaza,2008,7,126
Amhara,Kemekem,Ginaza,1991,6,126
Amhara,Kemekem,Ginaza,2013,5,126
Amhara,Kemekem,Ginaza,2012,4,126
Amhara,Kemekem,Ginaza,2004,3,126
Amhara,Kemekem,Ginaza,2004,2,126
Amhara,Kemekem,Ginaza,2004,1,126
Amhara,Enbise Sar Midir,Goshedur-033-,1984,10,127
Amhara,Enbise Sar Midir,Goshedur-033-,1990,9,127
Amhara,Enbise Sar Midir,Goshedur-033-,2001,8,127
Amhara,Enbise Sar Midir,Goshedur-033-,1987,7,127
Amhara,Enbise Sar Midir,Goshedur-033-,1992,6,127
Amhara,Enbise Sar Midir,Goshedur-033-,1999,5,127
Amhara,Enbise Sar Midir,Goshedur-033-,1994,4,127
Amhara,Enbise Sar Midir,Goshedur-033-,2015,3,127
Amhara,Enbise Sar Midir,Goshedur-033-,2011,2,127
Amhara,Enbise Sar Midir,Goshedur-033-,2017,1,127
Amhara,Enbise Sar Midir,Yetefet-021-,1984,10,128
Amhara,Enbise Sar Midir,Yetefet-021-,1988,9,128
Amhara,Enbise Sar Midir,Yetefet-021-,2001,8,128
Amhara,Enbise Sar Midir,Yetefet-021-,1990,7,128
Amhara,Enbise Sar Midir,Yetefet-021-,2011,6,128
Amhara,Enbise Sar Midir,Yetefet-021-,1993,5,128
Amhara,Enbise Sar Midir,Yetefet-021-,2014,4,128
Amhara,Enbise Sar Midir,Yetefet-021-,2002,3,128
Amhara,Enbise Sar Midir,Yetefet-021-,2017,2,128
Amhara,Enbise Sar Midir,Yetefet-021-,2015,1,128
Amhara,Enbise Sar Midir,Lul-025-,1984,10,129
Amhara,Enbise Sar Midir,Lul-025-,2014,9,129
Amhara,Enbise Sar Midir,Lul-025-,1991,8,129
Amhara,Enbise Sar Midir,Lul-025-,2001,7,129
Amhara,Enbise Sar Midir,Lul-025-,1987,6,129
Amhara,Enbise Sar Midir,Lul-025-,1997,5,129
Amhara,Enbise Sar Midir,Lul-025-,2000,4,129
Amhara,Enbise Sar Midir,Lul-025-,1990,3,129
Amhara,Enbise Sar Midir,Lul-025-,2003,2,129
Amhara,Enbise Sar Midir,Lul-025-,2011,1,129
Amhara,Enbise Sar Midir,Hagere-Selam-016-,1985,10,130
Amhara,Enbise Sar Midir,Hagere-Selam-016-,1988,9,130
Amhara,Enbise Sar Midir,Hagere-Selam-016-,2015,8,130
Amhara,Enbise Sar Midir,Hagere-Selam-016-,1990,7,130
Amhara,Enbise Sar Midir,Hagere-Selam-016-,2003,6,130
Amhara,Enbise Sar Midir,Hagere-Selam-016-,2006,5,130
Amhara,Enbise Sar Midir,Hagere-Selam-016-,1992,4,130
Amhara,Enbise Sar Midir,Hagere-Selam-016-,2014,3,130
Amhara,Enbise Sar Midir,Hagere-Selam-016-,2010,2,130
Amhara,Enbise Sar Midir,Hagere-Selam-016-,2018,1,130
Amhara,Shebel Berenta,Abrekuy,1984,10,131
Amhara,Shebel Berenta,Abrekuy,1987,9,131
Amhara,Shebel Berenta,Abrekuy,2000,8,131
Amhara,Shebel Berenta,Abrekuy,2002,7,131
Amhara,Shebel Berenta,Abrekuy,2001,6,131
Amhara,Shebel Berenta,Abrekuy,2015,5,131
Amhara,Shebel Berenta,Abrekuy,2003,4,131
Amhara,Shebel Berenta,Abrekuy,1993,3,131
Amhara,Shebel Berenta,Abrekuy,2010,2,131
Amhara,Shebel Berenta,Abrekuy,2018,1,131
Amhara,Shebel Berenta,Mozen,1984,10,132
Amhara,Shebel Berenta,Mozen,1987,9,132
Amhara,Shebel Berenta,Mozen,1990,8,132
Amhara,Shebel Berenta,Mozen,2015,7,132
Amhara,Shebel Berenta,Mozen,1995,6,132
Amhara,Shebel Berenta,Mozen,2001,5,132
Amhara,Shebel Berenta,Mozen,2003,4,132
Amhara,Shebel Berenta,Mozen,1997,3,132
Amhara,Shebel Berenta,Mozen,2002,2,132
Amhara,Shebel Berenta,Mozen,2012,1,132
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,1984,10,133
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,2015,9,133
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,2014,8,133
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,1987,7,133
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,1994,6,133
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,2002,5,133
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,1997,4,133
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,2001,3,133
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,2016,2,133
Amhara,Enbise Sar Midir,Zobar-Yikuanda-028-,1986,1,133
Amhara,Enbise Sar Midir,Hagere-Genet-010-,1984,10,134
Amhara,Enbise Sar Midir,Hagere-Genet-010-,1987,9,134
Amhara,Enbise Sar Midir,Hagere-Genet-010-,2015,8,134
Amhara,Enbise Sar Midir,Hagere-Genet-010-,1991,7,134
Amhara,Enbise Sar Midir,Hagere-Genet-010-,2002,6,134
Amhara,Enbise Sar Midir,Hagere-Genet-010-,1997,5,134
Amhara,Enbise Sar Midir,Hagere-Genet-010-,1995,4,134
Amhara,Enbise Sar Midir,Hagere-Genet-010-,2018,3,134
Amhara,Enbise Sar Midir,Hagere-Genet-010-,2004,2,134
Amhara,Enbise Sar Midir,Hagere-Genet-010-,1999,1,134
Amhara,Enbise Sar Midir,Debremawie-017-,1984,10,135
Amhara,Enbise Sar Midir,Debremawie-017-,1987,9,135
Amhara,Enbise Sar Midir,Debremawie-017-,1993,8,135
Amhara,Enbise Sar Midir,Debremawie-017-,1995,7,135
Amhara,Enbise Sar Midir,Debremawie-017-,1994,6,135
Amhara,Enbise Sar Midir,Debremawie-017-,1999,5,135
Amhara,Enbise Sar Midir,Debremawie-017-,2003,4,135
Amhara,Enbise Sar Midir,Debremawie-017-,2015,3,135
Amhara,Enbise Sar Midir,Debremawie-017-,2018,2,135
Amhara,Enbise Sar Midir,Debremawie-017-,2013,1,135
Amhara,Enbise Sar Midir,Worya-Meskel-032-,1984,10,136
Amhara,Enbise Sar Midir,Worya-Meskel-032-,2014,9,136
Amhara,Enbise Sar Midir,Worya-Meskel-032-,2002,8,136
Amhara,Enbise Sar Midir,Worya-Meskel-032-,1991,7,136
Amhara,Enbise Sar Midir,Worya-Meskel-032-,1997,6,136
Amhara,Enbise Sar Midir,Worya-Meskel-032-,2004,5,136
Amhara,Enbise Sar Midir,Worya-Meskel-032-,1986,4,136
Amhara,Enbise Sar Midir,Worya-Meskel-032-,2015,3,136
Amhara,Enbise Sar Midir,Worya-Meskel-032-,1989,2,136
Amhara,Enbise Sar Midir,Worya-Meskel-032-,2017,1,136
Amhara,Ebenat,Selamaya,1984,10,137
Amhara,Ebenat,Selamaya,1986,9,137
Amhara,Ebenat,Selamaya,1998,8,137
Amhara,Ebenat,Selamaya,2006,7,137
Amhara,Ebenat,Selamaya,2003,6,137
Amhara,Ebenat,Selamaya,2008,5,137
Amhara,Ebenat,Selamaya,2004,4,137
Amhara,Ebenat,Selamaya,2001,3,137
Amhara,Ebenat,Selamaya,2012,2,137
Amhara,Ebenat,Selamaya,2007,1,137
Amhara,Shebel Berenta,Yedwuha,1984,10,138
Amhara,Shebel Berenta,Yedwuha,1988,9,138
Amhara,Shebel Berenta,Yedwuha,1989,8,138
Amhara,Shebel Berenta,Yedwuha,2015,7,138
Amhara,Shebel Berenta,Yedwuha,1993,6,138
Amhara,Shebel Berenta,Yedwuha,1996,5,138
Amhara,Shebel Berenta,Yedwuha,2013,4,138
Amhara,Shebel Berenta,Yedwuha,1999,3,138
Amhara,Shebel Berenta,Yedwuha,2003,2,138
Amhara,Shebel Berenta,Yedwuha,2018,1,138
Amhara,Shebel Berenta,Wobo,1984,10,139
Amhara,Shebel Berenta,Wobo,1987,9,139
Amhara,Shebel Berenta,Wobo,2014,8,139
Amhara,Shebel Berenta,Wobo,1999,7,139
Amhara,Shebel Berenta,Wobo,2003,6,139
Amhara,Shebel Berenta,Wobo,2018,5,139
Amhara,Shebel Berenta,Wobo,2017,4,139
Amhara,Shebel Berenta,Wobo,2009,3,139
Amhara,Shebel Berenta,Wobo,2011,2,139
Amhara,Shebel Berenta,Wobo,2015,1,139
Amhara,Enbise Sar Midir,Melabesh-015-,1984,10,140
Amhara,Enbise Sar Midir,Melabesh-015-,2014,9,140
Amhara,Enbise Sar Midir,Melabesh-015-,1999,8,140
Amhara,Enbise Sar Midir,Melabesh-015-,1987,7,140
Amhara,Enbise Sar Midir,Melabesh-015-,2017,6,140
Amhara,Enbise Sar Midir,Melabesh-015-,2002,5,140
Amhara,Enbise Sar Midir,Melabesh-015-,2005,4,140
Amhara,Enbise Sar Midir,Melabesh-015-,2016,3,140
Amhara,Enbise Sar Midir,Melabesh-015-,1994,2,140
Amhara,Enbise Sar Midir,Melabesh-015-,2012,1,140
Amhara,Enbise Sar Midir,Debre-Genet-018-,1984,10,141
Amhara,Enbise Sar Midir,Debre-Genet-018-,1988,9,141
Amhara,Enbise Sar Midir,Debre-Genet-018-,1987,8,141
Amhara,Enbise Sar Midir,Debre-Genet-018-,2014,7,141
Amhara,Enbise Sar Midir,Debre-Genet-018-,1993,6,141
Amhara,Enbise Sar Midir,Debre-Genet-018-,2003,5,141
Amhara,Enbise Sar Midir,Debre-Genet-018-,1991,4,141
Amhara,Enbise Sar Midir,Debre-Genet-018-,1999,3,141
Amhara,Enbise Sar Midir,Debre-Genet-018-,2002,2,141
Amhara,Enbise Sar Midir,Debre-Genet-018-,2017,1,141
Amhara,Enbise Sar Midir,Adisalem-020-,1984,10,142
Amhara,Enbise Sar Midir,Adisalem-020-,2014,9,142
Amhara,Enbise Sar Midir,Adisalem-020-,1987,8,142
Amhara,Enbise Sar Midir,Adisalem-020-,1991,7,142
Amhara,Enbise Sar Midir,Adisalem-020-,1998,6,142
Amhara,Enbise Sar Midir,Adisalem-020-,2001,5,142
Amhara,Enbise Sar Midir,Adisalem-020-,2003,4,142
Amhara,Enbise Sar Midir,Adisalem-020-,2009,3,142
Amhara,Enbise Sar Midir,Adisalem-020-,2017,2,142
Amhara,Enbise Sar Midir,Adisalem-020-,1994,1,142
Amhara,Shebel Berenta,Mergech,1984,10,143
Amhara,Shebel Berenta,Mergech,1987,9,143
Amhara,Shebel Berenta,Mergech,2004,8,143
Amhara,Shebel Berenta,Mergech,2003,7,143
Amhara,Shebel Berenta,Mergech,2015,6,143
Amhara,Shebel Berenta,Mergech,1997,5,143
Amhara,Shebel Berenta,Mergech,1990,4,143
Amhara,Shebel Berenta,Mergech,2008,3,143
Amhara,Shebel Berenta,Mergech,2010,2,143
Amhara,Shebel Berenta,Mergech,2002,1,143
Amhara,Shebel Berenta,Abaselima,1984,10,144
Amhara,Shebel Berenta,Abaselima,1987,9,144
Amhara,Shebel Berenta,Abaselima,1992,8,144
Amhara,Shebel Berenta,Abaselima,2015,7,144
Amhara,Shebel Berenta,Abaselima,2000,6,144
Amhara,Shebel Berenta,Abaselima,2001,5,144
Amhara,Shebel Berenta,Abaselima,1990,4,144
Amhara,Shebel Berenta,Abaselima,2002,3,144
Amhara,Shebel Berenta,Abaselima,2004,2,144
Amhara,Shebel Berenta,Abaselima,1989,1,144
Amhara,Enbise Sar Midir,Felegehiwot-022-,1984,10,145
Amhara,Enbise Sar Midir,Felegehiwot-022-,1987,9,145
Amhara,Enbise Sar Midir,Felegehiwot-022-,1993,8,145
Amhara,Enbise Sar Midir,Felegehiwot-022-,1990,7,145
Amhara,Enbise Sar Midir,Felegehiwot-022-,1992,6,145
Amhara,Enbise Sar Midir,Felegehiwot-022-,2014,5,145
Amhara,Enbise Sar Midir,Felegehiwot-022-,2004,4,145
Amhara,Enbise Sar Midir,Felegehiwot-022-,2015,3,145
Amhara,Enbise Sar Midir,Felegehiwot-022-,2017,2,145
Amhara,Enbise Sar Midir,Felegehiwot-022-,2005,1,145
Amhara,Kemekem,Agid,2001,10,146
Amhara,Kemekem,Agid,1984,9,146
Amhara,Kemekem,Agid,1987,8,146
Amhara,Kemekem,Agid,1996,7,146
Amhara,Kemekem,Agid,2009,6,146
Amhara,Kemekem,Agid,1999,5,146
Amhara,Kemekem,Agid,2018,4,146
Amhara,Kemekem,Agid,1986,3,146
Amhara,Kemekem,Agid,2011,2,146
Amhara,Kemekem,Agid,2008,1,146
Amhara,Ebenat,Serawudi,1983,10,147
Amhara,Ebenat,Serawudi,1984,9,147
Amhara,Ebenat,Serawudi,1993,8,147
Amhara,Ebenat,Serawudi,1999,7,147
Amhara,Ebenat,Serawudi,1995,6,147
Amhara,Ebenat,Serawudi,1996,5,147
Amhara,Ebenat,Serawudi,1990,4,147
Amhara,Ebenat,Serawudi,2000,3,147
Amhara,Ebenat,Serawudi,1994,2,147
Amhara,Ebenat,Serawudi,1991,1,147
Tigray,Werie Lehe,Enda-Felasi,1984,10,148
Tigray,Werie Lehe,Enda-Felasi,2002,9,148
Tigray,Werie Lehe,Enda-Felasi,1997,8,148
Tigray,Werie Lehe,Enda-Felasi,1994,7,148
Tigray,Werie Lehe,Enda-Felasi,2009,6,148
Tigray,Werie Lehe,Enda-Felasi,1991,5,148
Tigray,Werie Lehe,Enda-Felasi,1987,4,148
Tigray,Werie Lehe,Enda-Felasi,1989,3,148
Tigray,Werie Lehe,Enda-Felasi,2016,2,148
Tigray,Werie Lehe,Enda-Felasi,1990,1,148
Tigray,Werie Lehe,Tsae,1984,10,149
Tigray,Werie Lehe,Tsae,1989,9,149
Tigray,Werie Lehe,Tsae,1997,8,149
Tigray,Werie Lehe,Tsae,1994,7,149
Tigray,Werie Lehe,Tsae,1987,6,149
Tigray,Werie Lehe,Tsae,2015,5,149
Tigray,Werie Lehe,Tsae,1999,4,149
Tigray,Werie Lehe,Tsae,1990,3,149
Tigray,Werie Lehe,Tsae,2004,2,149
Tigray,Werie Lehe,Tsae,2001,1,149
Tigray,Kola Temben,Wuhdet,1983,10,150
Tigray,Kola Temben,Wuhdet,1990,9,150
Tigray,Kola Temben,Wuhdet,1996,8,150
Tigray,Kola Temben,Wuhdet,1988,7,150
Tigray,Kola Temben,Wuhdet,1998,6,150
Tigray,Kola Temben,Wuhdet,1986,5,150
Tigray,Kola Temben,Wuhdet,1989,4,150
Tigray,Kola Temben,Wuhdet,2007,3,150
Tigray,Kola Temben,Wuhdet,2016,2,150
Tigray,Kola Temben,Wuhdet,2017,1,150
Tigray,Werie Lehe,Misema,1984,10,151
Tigray,Werie Lehe,Misema,1987,9,151
Tigray,Werie Lehe,Misema,1994,8,151
Tigray,Werie Lehe,Misema,2007,7,151
Tigray,Werie Lehe,Misema,1989,6,151
Tigray,Werie Lehe,Misema,2005,5,151
Tigray,Werie Lehe,Misema,1991,4,151
Tigray,Werie Lehe,Misema,2009,3,151
Tigray,Werie Lehe,Misema,1999,2,151
Tigray,Werie Lehe,Misema,1997,1,151
Tigray,Werie Lehe,May-Nebri,1984,10,152
Tigray,Werie Lehe,May-Nebri,1987,9,152
Tigray,Werie Lehe,May-Nebri,1994,8,152
Tigray,Werie Lehe,May-Nebri,2014,7,152
Tigray,Werie Lehe,May-Nebri,2007,6,152
Tigray,Werie Lehe,May-Nebri,1989,5,152
Tigray,Werie Lehe,May-Nebri,1986,4,152
Tigray,Werie Lehe,May-Nebri,1988,3,152
Tigray,Werie Lehe,May-Nebri,2005,2,152
Tigray,Werie Lehe,May-Nebri,1997,1,152
Tigray,Werie Lehe,Arena,1984,10,153
Tigray,Werie Lehe,Arena,1988,9,153
Tigray,Werie Lehe,Arena,1994,8,153
Tigray,Werie Lehe,Arena,2002,7,153
Tigray,Werie Lehe,Arena,1990,6,153
Tigray,Werie Lehe,Arena,1992,5,153
Tigray,Werie Lehe,Arena,1989,4,153
Tigray,Werie Lehe,Arena,2014,3,153
Tigray,Werie Lehe,Arena,2004,2,153
Tigray,Werie Lehe,Arena,2005,1,153
Tigray,Werie Lehe,May-Chekemte,1984,10,154
Tigray,Werie Lehe,May-Chekemte,1997,9,154
Tigray,Werie Lehe,May-Chekemte,1987,8,154
Tigray,Werie Lehe,May-Chekemte,2014,7,154
Tigray,Werie Lehe,May-Chekemte,2007,6,154
Tigray,Werie Lehe,May-Chekemte,2002,5,154
Tigray,Werie Lehe,May-Chekemte,2015,4,154
Tigray,Werie Lehe,May-Chekemte,1990,3,154
Tigray,Werie Lehe,May-Chekemte,2004,2,154
Tigray,Werie Lehe,May-Chekemte,2018,1,154
Amhara,Shebel Berenta,Woynye,1984,10,155
Amhara,Shebel Berenta,Woynye,1987,9,155
Amhara,Shebel Berenta,Woynye,2014,8,155
Amhara,Shebel Berenta,Woynye,2002,7,155
Amhara,Shebel Berenta,Woynye,2001,6,155
Amhara,Shebel Berenta,Woynye,2008,5,155
Amhara,Shebel Berenta,Woynye,1990,4,155
Amhara,Shebel Berenta,Woynye,1999,3,155
Amhara,Shebel Berenta,Woynye,2000,2,155
Amhara,Shebel Berenta,Woynye,2004,1,155
Amhara,Kemekem,Birkutea,1984,10,156
Amhara,Kemekem,Birkutea,1992,9,156
Amhara,Kemekem,Birkutea,2013,8,156
Amhara,Kemekem,Birkutea,1990,7,156
Amhara,Kemekem,Birkutea,1995,6,156
Amhara,Kemekem,Birkutea,2017,5,156
Amhara,Kemekem,Birkutea,1998,4,156
Amhara,Kemekem,Birkutea,1999,3,156
Amhara,Kemekem,Birkutea,2018,2,156
Amhara,Kemekem,Birkutea,2006,1,156
Amhara,Ebenat,Wariba,1986,10,157
Amhara,Ebenat,Wariba,1999,9,157
Amhara,Ebenat,Wariba,2013,8,157
Amhara,Ebenat,Wariba,2017,7,157
Amhara,Ebenat,Wariba,2003,6,157
Amhara,Ebenat,Wariba,2018,5,157
Amhara,Ebenat,Wariba,1998,4,157
Amhara,Ebenat,Wariba,1992,3,157
Amhara,Ebenat,Wariba,2014,2,157
Amhara,Ebenat,Wariba,2008,1,157
Amhara,Ebenat,Wonberoch,1984,10,158
Amhara,Ebenat,Wonberoch,1986,9,158
Amhara,Ebenat,Wonberoch,1987,8,158
Amhara,Ebenat,Wonberoch,1990,7,158
Amhara,Ebenat,Wonberoch,1992,6,158
Amhara,Ebenat,Wonberoch,2000,5,158
Amhara,Ebenat,Wonberoch,2004,4,158
Amhara,Ebenat,Wonberoch,2006,3,158
Amhara,Ebenat,Wonberoch,2001,2,158
Amhara,Ebenat,Wonberoch,1998,1,158
Amhara,Ebenat,Worgaja wagi,1987,10,159
Amhara,Ebenat,Worgaja wagi,1993,9,159
Amhara,Ebenat,Worgaja wagi,2018,8,159
Amhara,Ebenat,Worgaja wagi,1985,7,159
Amhara,Ebenat,Worgaja wagi,1997,6,159
Amhara,Ebenat,Worgaja wagi,1994,5,159
Amhara,Ebenat,Worgaja wagi,2003,4,159
Amhara,Ebenat,Worgaja wagi,2004,3,159
Amhara,Ebenat,Worgaja wagi,2014,2,159
Amhara,Ebenat,Worgaja wagi,2016,1,159
Amhara,Ebenat,Burkoche,1984,10,160
Amhara,Ebenat,Burkoche,1986,9,160
Amhara,Ebenat,Burkoche,2004,8,160
Amhara,Ebenat,Burkoche,2002,7,160
Amhara,Ebenat,Burkoche,2009,6,160
Amhara,Ebenat,Burkoche,1985,5,160
Amhara,Ebenat,Burkoche,2015,4,160
Amhara,Ebenat,Burkoche,1994,3,160
Amhara,Ebenat,Burkoche,2012,2,160
Amhara,Ebenat,Burkoche,2018,1,160
Amhara,Shebel Berenta,Suha,1984,10,161
Amhara,Shebel Berenta,Suha,1987,9,161
Amhara,Shebel Berenta,Suha,1990,8,161
Amhara,Shebel Berenta,Suha,2001,7,161
Amhara,Shebel Berenta,Suha,2014,6,161
Amhara,Shebel Berenta,Suha,2015,5,161
Amhara,Shebel Berenta,Suha,2017,4,161
Amhara,Shebel Berenta,Suha,1988,3,161
Amhara,Shebel Berenta,Suha,1995,2,161
Amhara,Shebel Berenta,Suha,1998,1,161
Amhara,Ebenat,Embacheko Gunaguna,1983,10,162
Amhara,Ebenat,Embacheko Gunaguna,1986,9,162
Amhara,Ebenat,Embacheko Gunaguna,1992,8,162
Amhara,Ebenat,Embacheko Gunaguna,1995,7,162
Amhara,Ebenat,Embacheko Gunaguna,1998,6,162
Amhara,Ebenat,Embacheko Gunaguna,2002,5,162
Amhara,Ebenat,Embacheko Gunaguna,2004,4,162
Amhara,Ebenat,Embacheko Gunaguna,2007,3,162
Amhara,Ebenat,Embacheko Gunaguna,2014,2,162
Amhara,Ebenat,Embacheko Gunaguna,1984,1,162
Amhara,Enbise Sar Midir,Zihon-Huha-014-,1984,10,163
Amhara,Enbise Sar Midir,Zihon-Huha-014-,2014,9,163
Amhara,Enbise Sar Midir,Zihon-Huha-014-,2003,8,163
Amhara,Enbise Sar Midir,Zihon-Huha-014-,1987,7,163
Amhara,Enbise Sar Midir,Zihon-Huha-014-,1985,6,163
Amhara,Enbise Sar Midir,Zihon-Huha-014-,2002,5,163
Amhara,Enbise Sar Midir,Zihon-Huha-014-,2011,4,163
Amhara,Enbise Sar Midir,Zihon-Huha-014-,2015,3,163
Amhara,Enbise Sar Midir,Zihon-Huha-014-,2018,2,163
Amhara,Enbise Sar Midir,Zihon-Huha-014-,2001,1,163
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,1984,10,164
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,1987,9,164
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,2014,8,164
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,1991,7,164
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,2002,6,164
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,1997,5,164
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,2015,4,164
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,2017,3,164
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,2001,2,164
Amhara,Enbise Sar Midir,Dembeza-019-Amba Lay,2005,1,164
Amhara,Enbise Sar Midir,Berlay-034-,1984,10,165
Amhara,Enbise Sar Midir,Berlay-034-,1987,9,165
Amhara,Enbise Sar Midir,Berlay-034-,2014,8,165
Amhara,Enbise Sar Midir,Berlay-034-,2002,7,165
Amhara,Enbise Sar Midir,Berlay-034-,1991,6,165
Amhara,Enbise Sar Midir,Berlay-034-,2015,5,165
Amhara,Enbise Sar Midir,Berlay-034-,2017,4,165
Amhara,Enbise Sar Midir,Berlay-034-,1990,3,165
Amhara,Enbise Sar Midir,Berlay-034-,1989,2,165
Amhara,Enbise Sar Midir,Berlay-034-,2004,1,165
Amhara,Shebel Berenta,Yeju,1984,10,166
Amhara,Shebel Berenta,Yeju,1987,9,166
Amhara,Shebel Berenta,Yeju,1994,8,166
Amhara,Shebel Berenta,Yeju,2004,7,166
Amhara,Shebel Berenta,Yeju,2015,6,166
Amhara,Shebel Berenta,Yeju,2009,5,166
Amhara,Shebel Berenta,Yeju,2016,4,166
Amhara,Shebel Berenta,Yeju,2012,3,166
Amhara,Shebel Berenta,Yeju,2018,2,166
Amhara,Shebel Berenta,Yeju,1998,1,166
Amhara,Shebel Berenta,Worego,1984,10,167
Amhara,Shebel Berenta,Worego,1987,9,167
Amhara,Shebel Berenta,Worego,2014,8,167
Amhara,Shebel Berenta,Worego,1994,7,167
Amhara,Shebel Berenta,Worego,2000,6,167
Amhara,Shebel Berenta,Worego,1998,5,167
Amhara,Shebel Berenta,Worego,2004,4,167
Amhara,Shebel Berenta,Worego,2008,3,167
Amhara,Shebel Berenta,Worego,2012,2,167
Amhara,Shebel Berenta,Worego,2018,1,167
Amhara,Shebel Berenta,Selelkula,1984,10,168
Amhara,Shebel Berenta,Selelkula,1987,9,168
Amhara,Shebel Berenta,Selelkula,2014,8,168
Amhara,Shebel Berenta,Selelkula,1994,7,168
Amhara,Shebel Berenta,Selelkula,2004,6,168
Amhara,Shebel Berenta,Selelkula,1990,5,168
Amhara,Shebel Berenta,Selelkula,1997,4,168
Amhara,Shebel Berenta,Selelkula,2009,3,168
Amhara,Shebel Berenta,Selelkula,2018,2,168
Amhara,Shebel Berenta,Selelkula,2012,1,168
Amhara,Shebel Berenta,Ledy,1984,10,169
Amhara,Shebel Berenta,Ledy,1987,9,169
Amhara,Shebel Berenta,Ledy,1990,8,169
Amhara,Shebel Berenta,Ledy,2004,7,169
Amhara,Shebel Berenta,Ledy,1986,6,169
Amhara,Shebel Berenta,Ledy,2015,5,169
Amhara,Shebel Berenta,Ledy,1997,4,169
Amhara,Shebel Berenta,Ledy,2000,3,169
Amhara,Shebel Berenta,Ledy,2006,2,169
Amhara,Shebel Berenta,Ledy,1995,1,169
Amhara,Shebel Berenta,Gebsit,1984,10,170
Amhara,Shebel Berenta,Gebsit,1987,9,170
Amhara,Shebel Berenta,Gebsit,2015,8,170
Amhara,Shebel Berenta,Gebsit,1998,7,170
Amhara,Shebel Berenta,Gebsit,2001,6,170
Amhara,Shebel Berenta,Gebsit,2004,5,170
Amhara,Shebel Berenta,Gebsit,2005,4,170
Amhara,Shebel Berenta,Gebsit,2010,3,170
Amhara,Shebel Berenta,Gebsit,1994,2,170
Amhara,Shebel Berenta,Gebsit,1990,1,170
Amhara,Ebenat,Shunge,1984,10,171
Amhara,Ebenat,Shunge,1987,9,171
Amhara,Ebenat,Shunge,1998,8,171
Amhara,Ebenat,Shunge,2014,7,171
Amhara,Ebenat,Shunge,2001,6,171
Amhara,Ebenat,Shunge,1991,5,171
Amhara,Ebenat,Shunge,1994,4,171
Amhara,Ebenat,Shunge,1996,3,171
Amhara,Ebenat,Shunge,2008,2,171
Amhara,Ebenat,Shunge,2002,1,171
Amhara,Shebel Berenta,Ansheb,1984,10,172
Amhara,Shebel Berenta,Ansheb,1987,9,172
Amhara,Shebel Berenta,Ansheb,2014,8,172
Amhara,Shebel Berenta,Ansheb,1991,7,172
