gid,year,mean,rank,district,Zone,Kwilu,Country
96,2015,2.121861946,10,Enemay, East Gojam,Amhara, Ethiopia
96,1992,2.482850303,9,Enemay, East Gojam,Amhara, Ethiopia
96,1991,2.509598765,8,Enemay, East Gojam,Amhara, Ethiopia
96,1995,2.536481868,7,Enemay, East Gojam,Amhara, Ethiopia
96,1984,2.578293711,6,Enemay, East Gojam,Amhara, Ethiopia
96,2002,2.591693195,5,Enemay, East Gojam,Amhara, Ethiopia
96,1987,2.606313619,4,Enemay, East Gojam,Amhara, Ethiopia
96,2003,2.658886969,3,Enemay, East Gojam,Amhara, Ethiopia
96,1994,2.691589958,2,Enemay, East Gojam,Amhara, Ethiopia
96,1986,2.692054799,1,Enemay, East Gojam,Amhara, Ethiopia
97,2015,2.377900593,10,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
97,2002,2.557325811,9,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
97,1984,2.565002199,8,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
97,1987,2.573140363,7,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
97,2004,2.629716783,6,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
97,1995,2.662116941,5,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
97,2009,2.672976413,4,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
97,1990,2.73441778,3,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
97,2003,2.742762656,2,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
97,2005,2.783800866,1,Goncha Siso Enese, East Gojam,Amhara, Ethiopia
98,2015,2.608115162,10,Guzamn, East Gojam,Amhara, Ethiopia
98,1986,3.017570702,9,Guzamn, East Gojam,Amhara, Ethiopia
98,1995,3.025487922,8,Guzamn, East Gojam,Amhara, Ethiopia
98,2016,3.088862803,7,Guzamn, East Gojam,Amhara, Ethiopia
98,2002,3.109931289,6,Guzamn, East Gojam,Amhara, Ethiopia
98,1982,3.138700535,5,Guzamn, East Gojam,Amhara, Ethiopia
98,1991,3.142163126,4,Guzamn, East Gojam,Amhara, Ethiopia
98,2003,3.151554474,3,Guzamn, East Gojam,Amhara, Ethiopia
98,1984,3.210320327,2,Guzamn, East Gojam,Amhara, Ethiopia
98,2018,3.219383444,1,Guzamn, East Gojam,Amhara, Ethiopia
99,2015,2.780908516,10,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2002,2.848617513,9,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2009,2.876147374,8,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,1995,2.928265026,7,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2004,2.961480428,6,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,1990,2.991404082,5,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2003,2.999875444,4,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,2005,3.028701292,3,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,1984,3.046046219,2,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
99,1987,3.056117513,1,Hulet Ej Enese, East Gojam,Amhara, Ethiopia
100,2015,2.624359834,10,Machakel, East Gojam,Amhara, Ethiopia
100,1995,2.948911525,9,Machakel, East Gojam,Amhara, Ethiopia
100,2016,2.949981174,8,Machakel, East Gojam,Amhara, Ethiopia
100,1986,2.970580682,7,Machakel, East Gojam,Amhara, Ethiopia
100,2002,2.979006038,6,Machakel, East Gojam,Amhara, Ethiopia
100,2003,2.987147551,5,Machakel, East Gojam,Amhara, Ethiopia
100,1991,3.022936223,4,Machakel, East Gojam,Amhara, Ethiopia
100,2009,3.076487572,3,Machakel, East Gojam,Amhara, Ethiopia
100,1983,3.099758603,2,Machakel, East Gojam,Amhara, Ethiopia
100,1982,3.11668928,1,Machakel, East Gojam,Amhara, Ethiopia
101,2015,1.804565832,10,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,1992,2.085232813,9,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,1991,2.124496942,8,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,1995,2.171662143,7,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,2002,2.173815563,6,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,1987,2.203401034,5,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,1984,2.264447191,4,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,1982,2.308924504,3,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,2003,2.319677781,2,Shebel Berenta, East Gojam,Amhara, Ethiopia
101,2014,2.331237035,1,Shebel Berenta, East Gojam,Amhara, Ethiopia
102,1984,2.444703018,10,Addi Arkay, North Gonder,Amhara, Ethiopia
102,1990,2.610815455,9,Addi Arkay, North Gonder,Amhara, Ethiopia
102,1992,2.736740748,8,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2009,2.751530622,7,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2004,2.770037545,6,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2002,2.804962917,5,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2015,2.834642805,4,Addi Arkay, North Gonder,Amhara, Ethiopia
102,1982,2.853023982,3,Addi Arkay, North Gonder,Amhara, Ethiopia
102,1983,2.891669956,2,Addi Arkay, North Gonder,Amhara, Ethiopia
102,2013,2.912624967,1,Addi Arkay, North Gonder,Amhara, Ethiopia
103,1982,2.790017983,10,Alefa, North Gonder,Amhara, Ethiopia
103,1984,2.892297396,9,Alefa, North Gonder,Amhara, Ethiopia
103,1994,2.957550291,8,Alefa, North Gonder,Amhara, Ethiopia
103,2009,2.968697029,7,Alefa, North Gonder,Amhara, Ethiopia
103,2002,3.043507095,6,Alefa, North Gonder,Amhara, Ethiopia
103,1992,3.08962765,5,Alefa, North Gonder,Amhara, Ethiopia
103,2004,3.133501871,4,Alefa, North Gonder,Amhara, Ethiopia
103,1983,3.1539435,3,Alefa, North Gonder,Amhara, Ethiopia
103,1986,3.171984089,2,Alefa, North Gonder,Amhara, Ethiopia
103,2011,3.199481125,1,Alefa, North Gonder,Amhara, Ethiopia
104,1984,1.691406289,10,Belesa, North Gonder,Amhara, Ethiopia
104,1987,1.708540768,9,Belesa, North Gonder,Amhara, Ethiopia
104,1990,1.802334874,8,Belesa, North Gonder,Amhara, Ethiopia
104,2009,1.819447349,7,Belesa, North Gonder,Amhara, Ethiopia
104,1983,1.873816082,6,Belesa, North Gonder,Amhara, Ethiopia
104,2015,1.959744351,5,Belesa, North Gonder,Amhara, Ethiopia
104,2004,2.009069512,4,Belesa, North Gonder,Amhara, Ethiopia
104,1982,2.013268896,3,Belesa, North Gonder,Amhara, Ethiopia
104,2002,2.041973019,2,Belesa, North Gonder,Amhara, Ethiopia
104,1995,2.077740431,1,Belesa, North Gonder,Amhara, Ethiopia
105,1984,1.991892994,10,Beyeda, North Gonder,Amhara, Ethiopia
105,1990,2.074786914,9,Beyeda, North Gonder,Amhara, Ethiopia
105,2015,2.215122432,8,Beyeda, North Gonder,Amhara, Ethiopia
105,2009,2.280402747,7,Beyeda, North Gonder,Amhara, Ethiopia
105,2004,2.356383378,6,Beyeda, North Gonder,Amhara, Ethiopia
105,1992,2.378454404,5,Beyeda, North Gonder,Amhara, Ethiopia
105,2002,2.380758263,4,Beyeda, North Gonder,Amhara, Ethiopia
105,2013,2.41829978,3,Beyeda, North Gonder,Amhara, Ethiopia
105,1983,2.43086228,2,Beyeda, North Gonder,Amhara, Ethiopia
105,1982,2.433766621,1,Beyeda, North Gonder,Amhara, Ethiopia
106,1984,2.443614692,10,Chilga, North Gonder,Amhara, Ethiopia
106,1982,2.51555583,9,Chilga, North Gonder,Amhara, Ethiopia
106,2009,2.526597508,8,Chilga, North Gonder,Amhara, Ethiopia
106,1992,2.706756646,7,Chilga, North Gonder,Amhara, Ethiopia
106,1994,2.717848976,6,Chilga, North Gonder,Amhara, Ethiopia
106,2004,2.728424061,5,Chilga, North Gonder,Amhara, Ethiopia
106,2003,2.760547676,4,Chilga, North Gonder,Amhara, Ethiopia
106,1983,2.767728553,3,Chilga, North Gonder,Amhara, Ethiopia
106,1990,2.802875813,2,Chilga, North Gonder,Amhara, Ethiopia
106,2005,2.826705023,1,Chilga, North Gonder,Amhara, Ethiopia
107,1984,2.278944987,10,Dabat, North Gonder,Amhara, Ethiopia
107,2009,2.409870337,9,Dabat, North Gonder,Amhara, Ethiopia
107,2004,2.48282658,8,Dabat, North Gonder,Amhara, Ethiopia
107,1990,2.518249385,7,Dabat, North Gonder,Amhara, Ethiopia
107,2002,2.588610824,6,Dabat, North Gonder,Amhara, Ethiopia
107,1982,2.618417932,5,Dabat, North Gonder,Amhara, Ethiopia
107,2003,2.67473596,4,Dabat, North Gonder,Amhara, Ethiopia
107,1983,2.681017798,3,Dabat, North Gonder,Amhara, Ethiopia
107,2005,2.746856107,2,Dabat, North Gonder,Amhara, Ethiopia
107,1994,2.76536054,1,Dabat, North Gonder,Amhara, Ethiopia
108,1984,2.316814995,10,Debarq, North Gonder,Amhara, Ethiopia
108,2009,2.535451568,9,Debarq, North Gonder,Amhara, Ethiopia
108,1990,2.554759184,8,Debarq, North Gonder,Amhara, Ethiopia
108,2004,2.621146237,7,Debarq, North Gonder,Amhara, Ethiopia
108,2002,2.656298968,6,Debarq, North Gonder,Amhara, Ethiopia
108,1982,2.711917733,5,Debarq, North Gonder,Amhara, Ethiopia
108,1983,2.80225308,4,Debarq, North Gonder,Amhara, Ethiopia
108,2005,2.844671982,3,Debarq, North Gonder,Amhara, Ethiopia
108,2003,2.854097306,2,Debarq, North Gonder,Amhara, Ethiopia
108,1987,2.856112513,1,Debarq, North Gonder,Amhara, Ethiopia
109,1982,2.365905339,10,Dembia, North Gonder,Amhara, Ethiopia
109,2009,2.428173208,9,Dembia, North Gonder,Amhara, Ethiopia
109,1984,2.472563029,8,Dembia, North Gonder,Amhara, Ethiopia
109,1990,2.480370454,7,Dembia, North Gonder,Amhara, Ethiopia
109,1992,2.494507736,6,Dembia, North Gonder,Amhara, Ethiopia
109,2004,2.562723813,5,Dembia, North Gonder,Amhara, Ethiopia
109,2003,2.577946272,4,Dembia, North Gonder,Amhara, Ethiopia
109,2002,2.588394158,3,Dembia, North Gonder,Amhara, Ethiopia
109,1983,2.589970808,2,Dembia, North Gonder,Amhara, Ethiopia
109,1995,2.607489093,1,Dembia, North Gonder,Amhara, Ethiopia
111,1990,2.423084126,10,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,2009,2.449001038,9,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1984,2.47148856,8,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1982,2.534929278,7,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1987,2.549176945,6,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1995,2.555805459,5,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,2004,2.58189088,4,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,1983,2.5941878,3,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,2002,2.60033819,2,Gonder Zuria, North Gonder,Amhara, Ethiopia
111,2003,2.637936769,1,Gonder Zuria, North Gonder,Amhara, Ethiopia
112,1984,2.000738564,10,Janamora, North Gonder,Amhara, Ethiopia
112,1990,2.097309791,9,Janamora, North Gonder,Amhara, Ethiopia
112,2009,2.204811319,8,Janamora, North Gonder,Amhara, Ethiopia
112,2015,2.274202913,7,Janamora, North Gonder,Amhara, Ethiopia
112,2002,2.350369693,6,Janamora, North Gonder,Amhara, Ethiopia
112,2004,2.363379098,5,Janamora, North Gonder,Amhara, Ethiopia
112,1987,2.402435934,4,Janamora, North Gonder,Amhara, Ethiopia
112,1983,2.432719697,3,Janamora, North Gonder,Amhara, Ethiopia
112,1982,2.443746097,2,Janamora, North Gonder,Amhara, Ethiopia
112,1992,2.472505281,1,Janamora, North Gonder,Amhara, Ethiopia
113,1984,2.459126655,10,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,2009,2.561637049,9,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1990,2.69369414,8,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,2003,2.703381386,7,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,2004,2.722169683,6,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1982,2.731803204,5,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,2002,2.753089269,4,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1983,2.795411608,3,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1995,2.81415373,2,Lay Armacheho, North Gonder,Amhara, Ethiopia
113,1994,2.908587499,1,Lay Armacheho, North Gonder,Amhara, Ethiopia
114,1984,2.164002375,10,Metema, North Gonder,Amhara, Ethiopia
114,1982,2.367080468,9,Metema, North Gonder,Amhara, Ethiopia
114,1994,2.455172695,8,Metema, North Gonder,Amhara, Ethiopia
114,2009,2.486340926,7,Metema, North Gonder,Amhara, Ethiopia
114,1992,2.55657858,6,Metema, North Gonder,Amhara, Ethiopia
114,2004,2.573349118,5,Metema, North Gonder,Amhara, Ethiopia
114,2011,2.583150488,4,Metema, North Gonder,Amhara, Ethiopia
114,1990,2.627592759,3,Metema, North Gonder,Amhara, Ethiopia
114,1983,2.635495409,2,Metema, North Gonder,Amhara, Ethiopia
114,2013,2.684625261,1,Metema, North Gonder,Amhara, Ethiopia
115,1982,2.228500203,10,Quara, North Gonder,Amhara, Ethiopia
115,1984,2.242327728,9,Quara, North Gonder,Amhara, Ethiopia
115,2009,2.4115695,8,Quara, North Gonder,Amhara, Ethiopia
115,1992,2.438693093,7,Quara, North Gonder,Amhara, Ethiopia
115,2002,2.440511373,6,Quara, North Gonder,Amhara, Ethiopia
115,1994,2.444290294,5,Quara, North Gonder,Amhara, Ethiopia
115,1986,2.449041645,4,Quara, North Gonder,Amhara, Ethiopia
115,1990,2.458857206,3,Quara, North Gonder,Amhara, Ethiopia
115,1983,2.480009971,2,Quara, North Gonder,Amhara, Ethiopia
115,2011,2.532641562,1,Quara, North Gonder,Amhara, Ethiopia
116,1984,2.373527278,10,Sanja, North Gonder,Amhara, Ethiopia
116,1982,2.59772071,9,Sanja, North Gonder,Amhara, Ethiopia
116,1994,2.644276665,8,Sanja, North Gonder,Amhara, Ethiopia
116,1990,2.656513091,7,Sanja, North Gonder,Amhara, Ethiopia
116,2009,2.679554338,6,Sanja, North Gonder,Amhara, Ethiopia
116,2004,2.78366165,5,Sanja, North Gonder,Amhara, Ethiopia
116,1992,2.786008398,4,Sanja, North Gonder,Amhara, Ethiopia
116,1983,2.800945488,3,Sanja, North Gonder,Amhara, Ethiopia
116,2011,2.856237056,2,Sanja, North Gonder,Amhara, Ethiopia
116,2002,2.914540243,1,Sanja, North Gonder,Amhara, Ethiopia
117,1984,2.217450167,10,Wegera, North Gonder,Amhara, Ethiopia
117,2009,2.262984484,9,Wegera, North Gonder,Amhara, Ethiopia
117,1990,2.298791854,8,Wegera, North Gonder,Amhara, Ethiopia
117,2004,2.420488529,7,Wegera, North Gonder,Amhara, Ethiopia
117,1983,2.449400544,6,Wegera, North Gonder,Amhara, Ethiopia
117,2002,2.469073789,5,Wegera, North Gonder,Amhara, Ethiopia
117,1987,2.497002161,4,Wegera, North Gonder,Amhara, Ethiopia
117,1995,2.524398193,3,Wegera, North Gonder,Amhara, Ethiopia
117,2003,2.530945079,2,Wegera, North Gonder,Amhara, Ethiopia
117,1982,2.56203191,1,Wegera, North Gonder,Amhara, Ethiopia
118,2015,1.771644644,10,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
118,2014,1.980344794,9,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
118,1992,2.321695376,8,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
118,2002,2.335732484,7,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
118,1987,2.48394971,6,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
118,2009,2.506959703,5,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
118,2011,2.564398371,4,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
118,2018,2.578625297,3,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
118,1995,2.615737767,2,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
118,1994,2.617479416,1,Angolela Tera, North Shewa (K3),Amhara, Ethiopia
119,2015,1.471619284,10,Ankober, North Shewa (K3),Amhara, Ethiopia
119,2014,1.856977367,9,Ankober, North Shewa (K3),Amhara, Ethiopia
119,2002,1.926440861,8,Ankober, North Shewa (K3),Amhara, Ethiopia
119,1992,1.975987644,7,Ankober, North Shewa (K3),Amhara, Ethiopia
119,2009,2.080725386,6,Ankober, North Shewa (K3),Amhara, Ethiopia
119,2011,2.106343589,5,Ankober, North Shewa (K3),Amhara, Ethiopia
119,1991,2.12396525,4,Ankober, North Shewa (K3),Amhara, Ethiopia
119,1984,2.143505112,3,Ankober, North Shewa (K3),Amhara, Ethiopia
119,2012,2.213514032,2,Ankober, North Shewa (K3),Amhara, Ethiopia
119,2018,2.223088351,1,Ankober, North Shewa (K3),Amhara, Ethiopia
120,1984,1.63319217,10,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
120,2015,1.920646867,9,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
120,2002,2.130522865,8,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
120,2011,2.130727456,7,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
120,2009,2.185731049,6,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
120,1991,2.309114783,5,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
120,2008,2.313902844,4,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
120,1987,2.343111665,3,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
120,1990,2.34525524,2,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
120,1985,2.376452549,1,Antsokia Gemza, North Shewa (K3),Amhara, Ethiopia
121,2015,1.586518817,10,Asagirt, North Shewa (K3),Amhara, Ethiopia
121,2014,1.81925779,9,Asagirt, North Shewa (K3),Amhara, Ethiopia
121,2002,2.081179589,8,Asagirt, North Shewa (K3),Amhara, Ethiopia
121,2009,2.179209124,7,Asagirt, North Shewa (K3),Amhara, Ethiopia
121,1992,2.205374226,6,Asagirt, North Shewa (K3),Amhara, Ethiopia
121,2011,2.31896291,5,Asagirt, North Shewa (K3),Amhara, Ethiopia
121,2018,2.351842918,4,Asagirt, North Shewa (K3),Amhara, Ethiopia
121,1994,2.363247366,3,Asagirt, North Shewa (K3),Amhara, Ethiopia
121,2012,2.426544759,2,Asagirt, North Shewa (K3),Amhara, Ethiopia
121,2013,2.428887161,1,Asagirt, North Shewa (K3),Amhara, Ethiopia
122,2015,1.213719609,10,Berehet, North Shewa (K3),Amhara, Ethiopia
122,2014,1.441552102,9,Berehet, North Shewa (K3),Amhara, Ethiopia
122,2002,1.444416034,8,Berehet, North Shewa (K3),Amhara, Ethiopia
122,2009,1.611335731,7,Berehet, North Shewa (K3),Amhara, Ethiopia
122,2018,1.68284478,6,Berehet, North Shewa (K3),Amhara, Ethiopia
122,2013,1.7648982,5,Berehet, North Shewa (K3),Amhara, Ethiopia
122,1984,1.793942,4,Berehet, North Shewa (K3),Amhara, Ethiopia
122,2012,1.802655812,3,Berehet, North Shewa (K3),Amhara, Ethiopia
122,1992,1.847115991,2,Berehet, North Shewa (K3),Amhara, Ethiopia
122,2000,1.871182457,1,Berehet, North Shewa (K3),Amhara, Ethiopia
123,2015,1.884675331,10,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
123,2014,2.255778634,9,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
123,1992,2.424179687,8,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
123,2002,2.621429365,7,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
123,1987,2.648252051,6,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
123,2011,2.686570121,5,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
123,1991,2.707507325,4,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
123,2018,2.7291726,3,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
123,2009,2.76099697,2,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
123,1989,2.895395979,1,Debre Berhan, North Shewa (K3),Amhara, Ethiopia
124,2015,1.874198735,10,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
124,2014,2.173735075,9,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
124,1992,2.352264229,8,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
124,1987,2.499760698,7,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
124,2002,2.514221489,6,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
124,1991,2.597180691,5,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
124,2009,2.630302992,4,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
124,2011,2.635316283,3,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
124,1989,2.636606351,2,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
124,1984,2.654938907,1,Debre Berhan Zuria, North Shewa (K3),Amhara, Ethiopia
125,1984,1.895173466,10,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
125,2015,1.931202881,9,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
125,1991,2.202608315,8,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
125,2002,2.314911177,7,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
125,2011,2.315808148,6,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
125,1992,2.432629078,5,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
125,1993,2.438648691,4,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
125,2014,2.476651049,3,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
125,2009,2.493462898,2,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
125,1990,2.498365753,1,Efratana Gidim, North Shewa (K3),Amhara, Ethiopia
126,2015,1.905344021,10,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
126,1984,1.97501231,9,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
126,1991,2.364133456,8,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
126,2002,2.439744279,7,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
126,1992,2.480211755,6,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
126,2014,2.504154391,5,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
126,1993,2.516277792,4,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
126,2011,2.52277002,3,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
126,2009,2.640066361,2,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
126,1987,2.660774066,1,Gera Midirna Keya Gabriel, North Shewa (K3),Amhara, Ethiopia
127,1984,1.824612548,10,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
127,2015,2.012438385,9,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
127,2011,2.53091178,8,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
127,2002,2.536281077,7,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
127,1987,2.598621261,6,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
127,2008,2.610884882,5,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
127,1991,2.670122949,4,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
127,2009,2.670285306,3,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
127,1983,2.739143616,2,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
127,1992,2.766798196,1,Gishe Rabel, North Shewa (K3),Amhara, Ethiopia
128,2015,1.663865952,10,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
128,2014,1.799605183,9,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
128,2002,2.101089185,8,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
128,2009,2.193332691,7,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
128,1987,2.298206621,6,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
128,2018,2.347219322,5,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
128,1994,2.373849686,4,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
128,2012,2.389230639,3,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
128,1982,2.401199805,2,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
128,1992,2.426524238,1,Hagere Mariamna Kesem, North Shewa (K3),Amhara, Ethiopia
129,2015,1.564041521,10,Kewet, North Shewa (K3),Amhara, Ethiopia
129,1984,1.753901533,9,Kewet, North Shewa (K3),Amhara, Ethiopia
129,1991,1.948452816,8,Kewet, North Shewa (K3),Amhara, Ethiopia
129,2002,1.983162862,7,Kewet, North Shewa (K3),Amhara, Ethiopia
129,1992,2.023205702,6,Kewet, North Shewa (K3),Amhara, Ethiopia
129,2011,2.031054183,5,Kewet, North Shewa (K3),Amhara, Ethiopia
129,2014,2.047827765,4,Kewet, North Shewa (K3),Amhara, Ethiopia
129,2009,2.075902187,3,Kewet, North Shewa (K3),Amhara, Ethiopia
129,1987,2.23825863,2,Kewet, North Shewa (K3),Amhara, Ethiopia
129,1993,2.256087187,1,Kewet, North Shewa (K3),Amhara, Ethiopia
130,2015,1.80023907,10,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
130,2002,2.13972884,9,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
130,2014,2.17827776,8,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
130,1992,2.191383383,7,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
130,1984,2.254823721,6,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
130,1994,2.284703464,5,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
130,1991,2.393642209,4,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
130,1989,2.397272983,3,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
130,2001,2.399535145,2,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
130,1987,2.408027187,1,Lay Betna Tach Bet, North Shewa (K3),Amhara, Ethiopia
131,2015,1.966957989,10,Mama Midirna Lalo, North Shewa (K3),Amhara, Ethiopia
131,1984,2.13647262,9,Mama Midirna Lalo, North Shewa (K3),Amhara, Ethiopia
131,1993,2.397660991,8,Mama Midirna Lalo, North Shewa (K3),Amhara, Ethiopia
